ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
24,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","19,374",14.46,29.42,65.48,22
28,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","19,741",14.14,28.91,61.74,22
32,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","13,802",13.95,41.5,85.99,22
37,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","12,080",9.18,23.71,46.01,22
41,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","9,068",8.99,31.66,37.22,22
45,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","9,413",11.17,30.54,35.69,22
49,8,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","11,839",8.9,24.2,46.56,22
54,5,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","5,344",5.57,13.73,15.68,22
58,7,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","6,198",5.47,11.85,13.84,22
62,5,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","7,233",5.7,10.15,11.74,22
66,7,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","5,304",5.5,13.84,16.02,22
3,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"12544,    1,    1","   64,    1,    1","66,095",45.82,4.48,72.21,18
7,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"12544,    1,    1","   64,    1,    1","58,168",46.21,5.1,81.76,18
12,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 6272,    1,    1","   64,    1,    1","25,902",25.66,5.73,80.18,18
16,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 6272,    1,    1","   64,    1,    1","25,891",24.86,5.74,79.47,18
21,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","11,012",12.67,6.76,67.66,18
25,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","17,721",11.01,4.19,71.59,18
29,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","11,270",10.85,6.6,66.4,18
33,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 3136,    1,    1","   64,    1,    1","10,880",10.94,6.84,115.84,18
38,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","6,718",6.08,5.52,49.9,18
42,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","8,840",5.7,4.19,37.86,18
46,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","7,187",6.05,5.16,83.06,18
50,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti," 1568,    1,    1","   64,    1,    1","6,769",5.95,5.48,87.28,18
55,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","4,104",3.46,2.25,25.5,18
59,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","4,052",3.52,2.28,20.86,18
63,8,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","4,064",3.52,2.27,24.96,18
67,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    1,    1","   64,    1,    1","5,204",3.65,1.78,16.42,18
72,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    1,    1","   64,    1,    1","2,930",2.66,0.13,1.28,18
75,9,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    1,    1","   64,    1,    1","2,918",2.69,0.13,1.61,18
4,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   16,    1","   32,    4,    1","3,998",4.83,4.24,9.73,62
9,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   16,    1","   32,    4,    1","5,520",3.94,6.16,12.52,62
13,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   32,    1","   32,    4,    1","5,437",4.9,12.54,24.49,62
18,12,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   32,    1","   32,    4,    1","7,492",6.18,18.31,34.71,62
22,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","12,223",13.98,22.6,60.97,62
26,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","12,108",13.95,22.8,62.76,62
30,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","18,797",11.84,14.58,62.41,62
35,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,   64,    1","   32,    4,    1","30,546",28.35,17.95,67.72,62
39,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","68,376",58.66,15.95,70.43,62
43,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","70,272",57.38,15.51,69.62,62
47,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","76,212",55.52,14.32,63.56,62
52,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","69,362",57.09,15.73,69.76,62
56,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","70,916",56,15.38,67.99,62
60,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","68,202",56.51,15.99,71.14,62
64,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","76,220",54.62,14.31,63.61,62
70,15,gemv2T_kernel_val,"void gemv2T_kernel_val<int, int, float, float, float, (int)128, (int)16, (int)4, (int)4, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T11, T5, T5)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    5","  128,    1,    1","996,770",738.91,22.46,87.32,52
74,11,gemv2T_kernel_val,"void gemv2T_kernel_val<int, int, float, float, float, (int)128, (int)16, (int)4, (int)4, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T11, T5, T5)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  128,    1,    1","164,793",127.26,22.1,85.49,52
77,13,gemv2T_kernel_val,"void gemv2T_kernel_val<int, int, float, float, float, (int)128, (int)16, (int)4, (int)4, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T11, T5, T5)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  125,    1,    1","  128,    1,    1","46,132",39.84,19.31,75.29,52
71,9,splitKreduce_kernel,"void splitKreduce_kernel<float, float, float>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *)",[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   32,    1,    1","  128,    1,    1","4,242",4.99,1.28,5.23,44
1,10,volta_scudnn_128x32_relu_small_nn_v1,volta_scudnn_128x32_relu_small_nn_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"  392,    2,    1","   64,    1,    1","53,976",42.85,43.51,43.51,128
5,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   28,   14","  256,    1,    1","382,026",283.01,54.88,45.19,126
10,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   14,    7","  256,    1,    1","188,174",139.46,55.77,45.92,126
14,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   14,    7","  256,    1,    1","334,588",246.14,61.55,44.91,126
19,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,    7,    4","  256,    1,    1","217,821",161.12,54.01,39.41,126
23,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,    7,    4","  256,    1,    1","405,120",300.13,57.49,39.18,126
27,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,    7,    4","  256,    1,    1","405,383",297.89,57.43,39.14,126
31,8,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,    7,    4","  256,    1,    1","405,670",298.21,57.41,39.12,126
36,11,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[14630] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,    4,    2","  256,    1,    1","207,157",152.19,64.35,43.86,126
