ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[20888] python3.8,"   98,    1,    1","   64,    1,    1","70,813",53.44,"5,741.78",1.98,"773,612",1.32,64,98,4.49
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,144",2.78,18.69,0.05,65,1.13,64,1,0.01
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   16,    1,    1","  512,    1,    1","181,287",136.61,"10,711.21",0.32,"230,720",1.33,512,16,0.50
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   99,    1,    1","  128,    1,    1","4,407",3.71,203.01,2.22,"30,624",1.19,128,99,2.65
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[20888] python3.8,"   98,    3,    1","   64,    1,    1","132,840",98.27,"11,468.91",1.96,"1,530,564",1.35,64,294,5.03
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,263",2.82,18.81,0.05,65,1.16,64,1,0.01
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[20888] python3.8,"   96,    1,    1","  512,    1,    1","752,358",566.37,"65,150.75",0.31,"1,384,320",1.33,512,96,0.72
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 4704,    1,    1","   64,    1,    1","74,598",53.54,"5,944.29",0.74,"301,056",1.39,64,"4,704",1.86
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  294,    1,    1"," 1024,    1,    1","192,928",136.22,"15,063.09",1.83,"1,872,192",1.42,"1,024",294,3.57
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,238",2.82,18.69,0.05,65,1.15,64,1,0.01
20,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   96,    1,    1","  512,    1,    1","56,818",44.80,"5,029.69",2.05,"702,432",1.27,512,96,4.60
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1176,    1,    1","   64,    1,    1","20,232",14.78,"1,493.49",0.74,"75,264",1.37,64,"1,176",1.71
22,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[20888] python3.8,"   98,    1,    1","    8,    8,    1","67,232",50.62,"5,448.96",1.86,"688,450",1.33,64,98,4.31
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,163",2.82,18.82,0.05,65,1.12,64,1,0.01
24,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   24,    1,    1","  512,    1,    1","16,566",12.86,"1,277.68",2.02,"175,608",1.27,512,24,4.04
25,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   25,    1,    1","  128,    1,    1","3,190",4.16,107.68,1.05,"7,680",0.77,128,25,0.96
26,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[20888] python3.8,"   25,    3,    1","  128,    1,    1","79,384",59.01,"6,541.63",2.09,"929,100",1.34,128,75,4.70
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,130",2.78,18.69,0.05,65,1.12,64,1,0.01
28,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  144,    1,    1","  512,    1,    1","84,031",62.72,"7,154.71",2.17,"1,053,648",1.34,512,144,4.66
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1764,    1,    1","   64,    1,    1","25,931",20.74,"2,133.82",0.78,"112,896",1.25,64,"1,764",2.00
30,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  441,    1,    1"," 1024,    1,    1","243,820",182.43,"19,824.65",2.08,"2,808,288",1.34,"1,024",441,4.24
31,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,169",2.85,18.88,0.05,65,1.11,64,1,0.01
32,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  144,    1,    1","  512,    1,    1","84,354",62.62,"7,147.96",2.17,"1,053,648",1.35,512,144,4.64
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1764,    1,    1","   64,    1,    1","27,385",20.61,"2,185.60",0.76,"112,896",1.33,64,"1,764",1.90
34,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[20888] python3.8,"   98,    1,    1","    8,    8,    1","95,565",70.59,"7,680.62",1.89,"989,506",1.35,64,98,4.48
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,153",2.82,18.72,0.05,65,1.12,64,1,0.01
36,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   24,    1,    1","  512,    1,    1","16,532",12.99,"1,274.06",2.03,"175,608",1.27,512,24,3.99
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[20888] python3.8,"  294,    1,    1","   64,    1,    1","7,590",6.30,498.35,0.40,"13,524",1.20,64,294,1.14
38,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"   25,    1,    1","  128,    1,    1","3,188",2.88,102.65,1.10,"7,680",1.11,128,25,0.96
39,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[20888] python3.8,"   25,    3,    1","  128,    1,    1","78,847",58.53,"6,558.37",2.08,"929,100",1.35,128,75,4.73
40,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,269",2.82,18.91,0.05,65,1.16,64,1,0.01
41,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  144,    1,    1","  512,    1,    1","83,710",62.78,"7,196.96",2.15,"1,053,648",1.33,512,144,4.68
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8," 1764,    1,    1","   64,    1,    1","26,421",22.78,"2,159.38",0.77,"112,896",1.16,64,"1,764",1.97
43,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  111,    1,    1"," 1024,    1,    1","78,826",57.09,"6,085.15",1.70,"702,240",1.38,"1,024",111,3.28
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,123",2.82,18.35,0.05,65,1.11,64,1,0.01
45,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  144,    1,    1","  512,    1,    1","56,548",42.72,"4,812.81",1.90,"620,496",1.32,512,144,4.11
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"  441,    1,    1","   64,    1,    1","9,340",7.36,623.26,0.67,"28,224",1.27,64,441,1.39
47,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[20888] python3.8,"   25,    1,    1","    8,    8,    1","35,184",26.53,"2,330.62",1.59,"252,056",1.32,64,25,3.10
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,139",2.82,18.62,0.05,65,1.11,64,1,0.01
49,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   32,    1,    1","  512,    1,    1","16,259",12.96,"1,208.65",1.68,"137,888",1.25,512,32,3.21
50,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"    7,    1,    1","  128,    1,    1","3,009",2.69,73.81,0.39,"1,979",1.12,128,7,0.26
51,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[20888] python3.8,"    7,    3,    1","  128,    1,    1","33,853",25.22,"2,548.28",1.80,"311,808",1.34,128,21,4.02
52,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,131",2.82,18.79,0.05,65,1.11,64,1,0.01
53,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  192,    1,    1","  512,    1,    1","74,461",56.42,"6,361.03",1.91,"827,328",1.32,512,192,4.16
54,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"  588,    1,    1","   64,    1,    1","11,354",8.83,821.29,0.67,"37,632",1.28,64,588,1.53
55,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[20888] python3.8,"  147,    1,    1"," 1024,    1,    1","85,450",64.42,"6,915.87",1.99,"936,096",1.33,"1,024",147,4.03
56,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,160",2.85,21.13,0.05,65,1.11,64,1,0.01
57,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  192,    1,    1","  512,    1,    1","75,304",55.78,"6,363.59",1.91,"827,328",1.35,512,192,4.11
58,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"  588,    1,    1","   64,    1,    1","11,776",9.28,807.82,0.69,"37,632",1.27,64,588,1.47
59,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[20888] python3.8,"   25,    1,    1","    8,    8,    1","43,302",32.06,"2,964.19",1.63,"328,856",1.35,64,25,3.34
60,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,154",2.85,18.43,0.05,65,1.11,64,1,0.01
61,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"   32,    1,    1","  512,    1,    1","16,148",12.74,"1,205.87",1.68,"137,888",1.27,512,32,3.24
62,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[20888] python3.8,"   98,    1,    1","   64,    1,    1","4,719",3.94,230.60,0.29,"4,508",1.20,64,98,0.61
63,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[20888] python3.8,"    7,    1,    1","  128,    1,    1","2,912",2.69,79.03,0.37,"1,979",1.08,128,7,0.27
64,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[20888] python3.8,"    7,    3,    1","  128,    1,    1","33,673",26.50,"2,597.18",1.77,"311,808",1.27,128,21,4.04
65,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"    1,    1,    1","   64,    1,    1","3,259",2.85,18.85,0.05,65,1.14,64,1,0.01
66,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[20888] python3.8,"  192,    1,    1","  512,    1,    1","75,066",55.42,"6,357.90",1.91,"827,328",1.35,512,192,4.12
67,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[20888] python3.8,"  588,    1,    1","   64,    1,    1","10,937",10.11,848.57,0.65,"37,632",1.08,64,588,1.58
