ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"25088,    1,    1","   64,    1,    1","122,466",0.09,"87,698.62",0.24,"1,404,928",1.31,64,"25,088",4.84
27,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","2,925",0,365.46,0.31,"7,680",1.1,128,25,1.05
28,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    4,    1","  128,    1,    1","670,868",0.49,"483,288.71",2.36,"77,421,568",1.35,128,"3,136",58.85
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,161",0,18.87,0.05,65,1.12,64,1,0.01
30,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"  256,    1,    1","  512,    1,    1","786,113",0.58,"549,833.87",0.63,"23,714,304",1.36,512,256,12.46
31,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","2,916",0,391.15,0.29,"7,680",1.1,128,25,1.06
32,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    4,    1","  128,    1,    1","672,491",0.49,"484,359.34",2.35,"77,421,568",1.35,128,"3,136",58.7
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,171",0,18.96,0.05,65,1.13,64,1,0.01
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"  256,    1,    1","  512,    1,    1","776,676",0.58,"553,638.04",0.63,"23,714,304",1.34,512,256,12.62
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[13487] python3.8,"100352,    1,    1","   64,    1,    1","747,607",0.55,"546,012.99",0.12,"4,616,192",1.34,64,"100,352",3.96
36,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"100352,    1,    1","   64,    1,    1","506,672",0.38,"369,847.99",0.22,"5,619,712",1.33,64,"100,352",4.67
37,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","3,036",0,368.19,0.31,"7,680",1.14,128,25,1.01
38,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    1,    1","  128,    1,    1","580,232",0.43,"415,547.63",2.32,"65,642,752",1.35,128,784,66.12
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,280",0,19,0.05,65,1.16,64,1,0.01
40,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"   64,    1,    1","  512,    1,    1","197,301",0.15,"134,282.69",0.65,"5,928,576",1.32,512,64,12.43
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"25088,    1,    1","   64,    1,    1","122,892",0.09,"88,001.82",0.23,"1,404,928",1.31,64,"25,088",4.82
42,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  256,    1,    1","  512,    1,    1","85,842",0.06,"57,330.54",1.17,"4,571,136",1.32,512,256,30.78
43,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","74,180",0.06,"44,748.47",0.78,"2,361,344",1.26,512,128,17.66
44,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,017",0.09,"90,444.03",1.64,"10,105,344",1.34,64,"1,088",41.86
45,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","80,076",0.07,"51,257.22",0.67,"2,338,816",1.21,512,128,15.75
46,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","79,337",0.06,"43,958.22",0.79,"2,361,344",1.4,512,128,16.51
47,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","129,630",0.09,"90,339.18",1.65,"10,105,344",1.36,64,"1,088",40.94
48,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","90,247",0.06,"50,407.85",0.68,"2,338,816",1.39,512,128,13.96
49,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","72,940",0.06,"43,828.04",0.79,"2,353,152",1.29,512,128,17.89
50,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,404",0.1,"90,430.51",1.64,"10,105,344",1.32,64,"1,088",41.73
51,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","76,883",0.06,"47,681.49",0.7,"2,285,568",1.28,512,128,16.08
52,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","70,448",0.06,"42,127.43",0.82,"2,353,152",1.25,512,128,18.52
53,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,439",0.09,"90,510.38",1.64,"10,105,344",1.33,64,"1,088",41.72
54,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","77,730",0.06,"46,361.99",0.72,"2,285,568",1.25,512,128,15.91
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,280",0,19.28,0.05,65,1.18,64,1,0.01
56,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"   64,    1,    1","  512,    1,    1","197,859",0.15,"135,100.19",0.65,"5,928,576",1.32,512,64,12.4
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"25088,    1,    1","   64,    1,    1","129,359",0.09,"87,963.68",0.23,"1,404,928",1.36,64,"25,088",4.58
58,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","2,921",0,365.26,0.31,"7,680",1.1,128,25,1.05
59,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    4,    1","  128,    1,    1","670,086",0.49,"483,774.59",2.35,"77,421,568",1.35,128,"3,136",58.91
60,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,174",0,19.34,0.05,65,1.14,64,1,0.01
61,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"  256,    1,    1","  512,    1,    1","789,833",0.58,"549,025.68",0.64,"23,714,304",1.35,512,256,12.41
62,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[13487] python3.8,"100352,    1,    1","   64,    1,    1","748,489",0.56,"546,396.03",0.12,"4,616,192",1.33,64,"100,352",3.95
63,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"100352,    1,    1","   64,    1,    1","509,589",0.38,"375,952.85",0.22,"5,619,712",1.34,64,"100,352",4.65
64,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13487] python3.8,"   25,    1,    1","  128,    1,    1","2,918",0,366.82,0.31,"7,680",0.78,128,25,1.06
65,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13487] python3.8,"  784,    1,    1","  128,    1,    1","580,785",0.43,"414,739.91",2.33,"65,642,752",1.35,128,784,66.16
66,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"    1,    1,    1","   64,    1,    1","3,159",0,20.31,0.05,65,1.13,64,1,0.01
67,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[13487] python3.8,"   64,    1,    1","  512,    1,    1","197,023",0.15,"134,003.18",0.65,"5,928,576",1.31,512,64,12.45
68,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13487] python3.8,"25088,    1,    1","   64,    1,    1","122,561",0.1,"92,763.93",0.22,"1,404,928",1.28,64,"25,088",4.84
69,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  256,    1,    1","  512,    1,    1","87,453",0.06,"57,566.69",1.17,"4,571,136",1.38,512,256,30.21
70,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","75,818",0.06,"43,983.99",0.79,"2,361,344",1.35,512,128,17.28
71,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,096",0.09,"90,399.65",1.64,"10,105,344",1.34,64,"1,088",41.81
72,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","82,123",0.06,"51,570.01",0.67,"2,338,816",1.27,512,128,15.36
73,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","72,385",0.06,"42,600.26",0.82,"2,361,344",1.25,512,128,18.11
74,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,111",0.09,"90,424.49",1.64,"10,105,344",1.33,64,"1,088",41.83
75,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","82,766",0.07,"52,461.24",0.66,"2,338,816",1.25,512,128,15.24
76,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","73,282",0.06,"41,770.84",0.83,"2,353,152",1.29,512,128,17.8
77,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","127,262",0.09,"90,472.15",1.64,"10,105,344",1.34,64,"1,088",41.76
78,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","78,712",0.06,"48,784.49",0.69,"2,285,568",1.31,512,128,15.72
79,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","71,712",0.05,"42,080.38",0.82,"2,353,152",1.31,512,128,18.19
80,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[13487] python3.8,"    2,    1,  544","   64,    1,    1","126,975",0.1,"90,366.22",1.64,"10,105,344",1.29,64,"1,088",41.82
81,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[13487] python3.8,"  128,    1,    1","  512,    1,    1","86,819",0.06,"46,949.19",0.72,"2,285,568",1.41,512,128,14.23
