ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
36,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","589,162",0.44,"49,009.53",1.37,"4,571,136",1.35,512,256,4.46
37,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","675,579",0.48,"57,469.50",1.21,"4,722,688",1.41,512,256,3.86
38,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","910,481",0.67,"79,686.60",1.74,"9,448,192",1.36,64,544,5.68
39,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","174,119",0.13,"14,575.79",1.18,"1,169,408",1.35,512,64,3.60
40,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","669,975",0.49,"58,343.56",1.19,"4,722,688",1.37,512,256,3.89
41,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","909,906",0.67,"79,676.32",1.74,"9,448,192",1.36,64,544,5.68
42,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","176,111",0.13,"14,462.31",1.19,"1,169,408",1.38,512,64,3.56
43,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","661,607",0.48,"58,458.60",1.18,"4,706,304",1.36,512,256,3.92
44,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","908,730",0.67,"79,735.93",1.74,"9,448,192",1.36,64,544,5.69
45,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","167,081",0.13,"13,785.93",1.22,"1,142,784",1.33,512,64,3.68
46,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","657,246",0.51,"56,873.60",1.22,"4,706,304",1.30,512,256,3.94
47,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","910,946",0.67,"79,670.99",1.74,"9,448,192",1.36,64,544,5.68
48,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","168,988",0.12,"13,933.59",1.21,"1,142,784",1.36,512,64,3.64
49,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[26738] python3.8,"   12,    3,    1","  512,    1,    1","1,787,660",1.31,"155,473.78",1.90,"20,104,384",1.36,512,36,4.13
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,154",0.00,19.75,0.05,65,1.30,64,1,0.01
51,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"  128,    1,    1","  512,    1,    1","1,170,097",0.86,"99,995.71",1.74,"11,857,152",1.36,512,128,4.18
52,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"50176,    1,    1","   64,    1,    1","764,896",0.56,"67,994.40",0.61,"2,809,856",1.36,64,"50,176",1.55
53,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[26738] python3.8,"   25,    1,    1","  128,    1,    1","3,261",0.00,103.25,1.09,"7,680",0.98,128,25,0.94
54,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[26738] python3.8,"  784,    2,    1","  128,    1,    1","4,822,176",3.54,"424,578.34",2.41,"69,569,024",1.36,128,"1,568",7.99
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,191",0.00,20.34,0.05,65,1.33,64,1,0.01
56,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"  128,    1,    1","  512,    1,    1","1,161,561",0.86,"100,676.22",1.73,"11,857,152",1.35,512,128,4.21
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"50176,    1,    1","   64,    1,    1","780,171",0.57,"67,973.06",0.61,"2,809,856",1.37,64,"50,176",1.51
58,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","571,375",0.43,"50,886.37",1.32,"4,571,136",1.33,512,256,4.60
59,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","665,655",0.48,"58,450.32",1.19,"4,722,688",1.39,512,256,3.91
60,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","908,789",0.67,"79,715.13",1.74,"9,448,192",1.36,64,544,5.70
61,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","174,367",0.13,"14,490.57",1.19,"1,169,408",1.35,512,64,3.60
62,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","674,213",0.49,"57,511.71",1.21,"4,722,688",1.36,512,256,3.86
63,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","909,735",0.67,"79,743.46",1.74,"9,448,192",1.36,64,544,5.69
64,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","172,822",0.13,"14,408.74",1.19,"1,169,408",1.36,512,64,3.63
65,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","668,331",0.49,"58,125.74",1.19,"4,706,304",1.36,512,256,3.88
66,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","910,763",0.67,"79,710.57",1.74,"9,448,192",1.36,64,544,5.68
67,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","166,193",0.12,"13,888.15",1.21,"1,142,784",1.33,512,64,3.70
68,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[26738] python3.8,"  256,    1,    1","  512,    1,    1","675,248",0.49,"58,062.69",1.19,"4,706,304",1.38,512,256,3.84
69,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[26738] python3.8,"    1,    1,  544","   64,    1,    1","910,243",0.67,"79,721.50",1.74,"9,448,192",1.36,64,544,5.69
70,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[26738] python3.8,"   64,    1,    1","  512,    1,    1","167,124",0.12,"13,673.88",1.23,"1,142,784",1.35,512,64,3.68
71,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[26738] python3.8,"   12,    4,    1","  512,    1,    1","2,219,536",1.64,"194,573.54",1.90,"25,133,312",1.35,512,48,4.17
72,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,184",0.00,19.43,0.05,65,1.31,64,1,0.01
73,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"  160,    1,    1","  512,    1,    1","1,433,268",1.06,"124,796.71",1.75,"14,821,440",1.35,512,160,4.26
74,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"62720,    1,    1","   64,    1,    1","964,140",0.70,"84,730.10",0.61,"3,512,320",1.37,64,"62,720",1.53
75,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[26738] python3.8,"   25,    1,    1","  128,    1,    1","3,181",0.00,103.34,1.09,"7,680",0.82,128,25,0.97
76,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[26738] python3.8,"  784,    2,    1","  128,    1,    1","5,877,854",4.31,"517,849.18",2.41,"84,998,144",1.36,128,"1,568",8.16
77,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[26738] python3.8,"    1,    1,    1","   64,    1,    1","3,117",0.00,18.41,0.05,65,1.30,64,1,0.01
78,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[26738] python3.8,"  128,    1,    1","  512,    1,    1","1,163,259",0.86,"101,243.35",1.72,"11,857,152",1.35,512,128,4.20
