ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
17,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","41,653",0.03,"17,937.87",0.96,"1,169,408",1.25,512,64,15.15
18,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","168,996",0.12,"71,622.85",0.97,"4,722,688",1.38,512,256,15.46
19,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","174,674",0.13,"82,386.90",1.69,"9,448,192",1.35,64,544,29.76
20,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","41,743",0.04,"18,095.93",0.95,"1,169,408",1.16,512,64,15.12
21,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","154,480",0.12,"66,878",1.03,"4,706,304",1.29,512,256,16.85
22,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","173,778",0.13,"82,319.16",1.69,"9,448,192",1.34,64,544,29.95
23,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","44,117",0.03,"17,268.04",0.97,"1,142,784",1.38,512,64,14.03
24,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","159,368",0.12,"70,690.34",0.98,"4,706,304",1.34,512,256,16.33
25,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","174,783",0.13,"82,502.90",1.68,"9,448,192",1.35,64,544,29.76
26,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","43,623",0.03,"17,061.38",0.99,"1,142,784",1.27,512,64,14.18
27,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[1863] python3.8,"   68,    2,    1","  512,    1,    1","306,125",0.22,"141,332.31",1.58,"15,181,184",1.41,512,136,18.31
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,202",0,19.43,0.05,65,1.12,64,1,0.01
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"   96,    1,    1","  512,    1,    1","308,446",0.23,"141,518.78",0.92,"8,892,864",1.34,512,96,11.93
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"37632,    1,    1","   64,    1,    1","188,106",0.14,"92,383.57",0.34,"2,107,392",1.31,64,"37,632",4.72
31,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1863] python3.8,"   25,    1,    1","  128,    1,    1","2,925",0,365.88,0.31,"7,680",0.94,128,25,1.05
32,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[1863] python3.8,"  784,    2,    1","  128,    1,    1","687,492",0.51,"336,773.82",2.36,"54,139,904",1.36,128,"1,568",42.37
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,158",0,19,0.05,65,0.76,64,1,0.01
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"  128,    1,    1","  512,    1,    1","390,118",0.29,"189,275.75",0.92,"11,857,152",1.32,512,128,12.56
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"50176,    1,    1","   64,    1,    1","252,445",0.19,"125,602.10",0.33,"2,809,856",1.32,64,"50,176",4.69
36,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","117,951",0.09,"53,280.72",1.26,"4,571,136",1.36,512,256,22.35
37,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","154,766",0.11,"74,113.41",0.94,"4,722,688",1.35,512,256,16.9
38,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","175,041",0.13,"82,275.03",1.69,"9,448,192",1.34,64,544,29.72
39,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","41,291",0.04,"18,164.49",0.95,"1,169,408",1.14,512,64,15.3
40,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","157,036",0.11,"71,964.69",0.97,"4,722,688",1.36,512,256,16.66
41,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","176,298",0.13,"82,368.03",1.69,"9,448,192",1.36,64,544,29.53
42,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","41,420",0.03,"18,077.94",0.95,"1,169,408",1.19,512,64,15.23
43,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","166,037",0.12,"71,701.93",0.97,"4,706,304",1.4,512,256,15.63
44,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","174,504",0.13,"82,541.74",1.68,"9,448,192",1.33,64,544,29.79
45,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","39,432",0.03,"17,207.85",0.98,"1,142,784",1.24,512,64,15.7
46,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","156,339",0.12,"70,715.44",0.98,"4,706,304",1.35,512,256,16.64
47,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","175,113",0.13,"82,408.97",1.69,"9,448,192",1.36,64,544,29.69
48,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","39,727",0.03,"17,233.07",0.98,"1,142,784",1.25,512,64,15.59
49,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[1863] python3.8,"   68,    3,    1","  512,    1,    1","389,692",0.29,"188,413.01",1.58,"20,262,976",1.35,512,204,19.19
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,149",0,22.19,0.04,65,0.77,64,1,0.01
51,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"  128,    1,    1","  512,    1,    1","391,730",0.29,"190,936.56",0.91,"11,857,152",1.34,512,128,12.51
52,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"50176,    1,    1","   64,    1,    1","252,525",0.19,"124,290.12",0.33,"2,809,856",1.34,64,"50,176",4.69
53,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1863] python3.8,"   25,    1,    1","  128,    1,    1","2,901",0,356.06,0.32,"7,680",0.67,128,25,1.06
54,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[1863] python3.8,"  784,    2,    1","  128,    1,    1","882,350",0.65,"431,036.19",2.37,"69,569,024",1.36,128,"1,568",43.83
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,175",0,18.9,0.05,65,0.77,64,1,0.01
56,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"  128,    1,    1","  512,    1,    1","399,665",0.29,"190,064.84",0.92,"11,857,152",1.36,512,128,12.26
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"50176,    1,    1","   64,    1,    1","258,018",0.19,"124,739.54",0.33,"2,809,856",1.35,64,"50,176",4.59
58,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","116,118",0.08,"52,858.01",1.27,"4,571,136",1.37,512,256,22.71
59,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","151,292",0.11,"76,383.51",0.91,"4,722,688",1.33,512,256,17.29
60,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","174,991",0.13,"82,451.75",1.69,"9,448,192",1.34,64,544,29.71
61,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","41,372",0.03,"18,006.03",0.96,"1,169,408",1.2,512,64,15.25
62,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","149,098",0.12,"75,317.49",0.92,"4,722,688",1.23,512,256,17.55
63,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","176,050",0.13,"82,138.12",1.69,"9,448,192",1.36,64,544,29.52
64,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","46,121",0.03,"18,089.93",0.95,"1,169,408",1.39,512,64,13.67
65,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[1863] python3.8,"  256,    1,    1","  512,    1,    1","147,424",0.12,"71,851.57",0.96,"4,706,304",1.25,512,256,17.66
66,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","174,514",0.13,"82,394.53",1.69,"9,448,192",1.34,64,544,29.77
67,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","43,463",0.03,"17,294.47",0.97,"1,142,784",1.36,512,64,14.24
69,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[1863] python3.8,"    1,    1,  544","   64,    1,    1","176,973",0.13,"82,374.72",1.69,"9,448,192",1.35,64,544,29.39
70,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[1863] python3.8,"   64,    1,    1","  512,    1,    1","39,664",0.03,"17,287.71",0.97,"1,142,784",1.2,512,64,15.61
71,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[1863] python3.8,"   68,    4,    1","  512,    1,    1","486,423",0.36,"235,394.03",1.58,"25,344,768",1.36,512,272,19.23
72,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,187",0,19.24,0.05,65,1.13,64,1,0.01
73,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"  160,    1,    1","  512,    1,    1","508,207",0.38,"236,915.82",0.92,"14,821,440",1.33,512,160,12.06
74,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"62720,    1,    1","   64,    1,    1","323,837",0.24,"158,356.82",0.33,"3,512,320",1.36,64,"62,720",4.57
75,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[1863] python3.8,"   25,    1,    1","  128,    1,    1","2,900",0,358.01,0.32,"7,680",0.86,128,25,1.06
76,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[1863] python3.8,"  784,    2,    1","  128,    1,    1","1,070,660",0.79,"525,330.81",2.38,"84,998,144",1.36,128,"1,568",44.9
77,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"    1,    1,    1","   64,    1,    1","3,157",0,18.96,0.05,65,1.12,64,1,0.01
78,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[1863] python3.8,"  128,    1,    1","  512,    1,    1","390,691",0.29,"189,592.21",0.92,"11,857,152",1.32,512,128,12.54
79,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1863] python3.8,"50176,    1,    1","   64,    1,    1","252,103",0.19,"124,335.74",0.33,"2,809,856",1.34,64,"50,176",4.7
