ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"200704,    1,    1","   64,    1,    1","1,219,935",0.89,"285,373.93",0.58,"11,239,424",1.36,64,"200,704",3.88
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   98,  128,    1","  256,    1,    1","3,699,088",2.71,"868,176.68",1.06,"62,820,352",1.36,256,"12,544",7.91
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    4,   16,    1","   32,    8,    1","14,690",0.01,"2,758.79",0.84,"156,672",1.31,256,64,6.70
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"  196,    1,   36","  256,    1,    1","16,434,224",12.03,"3,862,150.72",2.19,"575,995,392",1.36,256,"7,056",20.92
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   98,  128,    1","  256,    1,    1","1,968,845",1.44,"461,477.21",2.06,"64,727,040",1.36,256,"12,544",12.12
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"200704,    1,    1","   64,    1,    1","2,827,592",2.07,"663,915.35",2.76,"124,436,480",1.36,64,"200,704",16.21
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"200704,    1,    1","   64,    1,    1","1,212,124",0.89,"284,810.03",0.58,"11,239,424",1.36,64,"200,704",3.90
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[9453] python3.8,"50176,    1,    1","  256,    1,    1","2,358,305",1.73,"553,710.88",2.21,"83,091,456",1.36,256,"50,176",12.98
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  128,    1","  256,    1,    1","938,723",0.69,"219,332.40",1.23,"18,393,088",1.36,256,"4,096",8.88
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    4,   32,    1","   32,    8,    1","25,219",0.02,"5,201.44",0.89,"313,344",1.18,256,128,7.81
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","8,273,429",6.05,"1,936,718.91",2.19,"287,997,696",1.36,256,"3,528",20.78
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,116,940",0.82,"261,173.69",2.23,"39,562,240",1.36,256,"8,192",13.06
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,395",1.04,"332,434.35",2.75,"62,218,240",1.36,64,"100,352",16.20
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","605,913",0.45,"141,897.97",0.58,"5,619,712",1.35,64,"100,352",3.91
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,873,463",1.37,"437,940.59",1.24,"36,786,176",1.36,256,"8,192",8.90
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","45,392",0.04,"9,850.74",0.94,"626,688",1.24,256,256,8.68
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,581,358",11.41,"3,655,211.87",2.22,"551,271,168",1.36,256,"3,528",21.95
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,119,413",0.82,"262,129.51",2.22,"39,562,240",1.36,256,"8,192",13.03
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,850",1.04,"332,138.29",2.75,"62,218,240",1.36,64,"100,352",16.19
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","605,391",0.45,"141,284.37",0.58,"5,619,712",1.35,64,"100,352",3.91
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,876,299",1.37,"438,609.35",1.23,"36,786,176",1.36,256,"8,192",8.89
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","46,235",0.04,"9,961.84",0.93,"626,688",1.31,256,256,8.51
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,579,753",11.44,"3,659,193.91",2.22,"551,271,168",1.36,256,"3,528",21.96
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,118,565",0.82,"261,950.65",2.22,"39,562,240",1.35,256,"8,192",13.04
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,827",1.04,"332,082.59",2.76,"62,218,240",1.36,64,"100,352",16.19
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","610,610",0.44,"142,422.19",0.58,"5,619,712",1.37,64,"100,352",3.88
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,869,438",1.37,"438,161.99",1.23,"36,786,176",1.36,256,"8,192",8.92
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","45,709",0.04,"10,466.04",0.88,"626,688",1.30,256,256,8.61
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,614,047",11.43,"3,656,345.62",2.22,"551,271,168",1.36,256,"3,528",21.92
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,121,520",0.82,"261,707.29",2.22,"39,562,240",1.36,256,"8,192",13.01
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,416,802",1.04,"332,038.87",2.76,"62,218,240",1.36,64,"100,352",16.18
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","606,818",0.45,"142,029.63",0.58,"5,619,712",1.36,64,"100,352",3.90
46,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[9453] python3.8,"25088,    1,    1","  256,    1,    1","1,166,303",0.86,"272,789.87",2.24,"41,545,728",1.36,256,"25,088",13.12
47,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    8,  256,    1","  256,    1,    1","432,566",0.32,"101,400.22",1.41,"9,691,136",1.35,256,"2,048",10.30
48,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   64,    1","   32,    8,    1","86,439",0.07,"19,746.09",0.93,"1,253,376",1.30,256,512,9.10
49,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   13,    4,   36","  256,    1,    1","8,283,164",6.08,"1,944,322.01",2.21,"292,511,232",1.36,256,"1,872",21.93
50,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","632,520",0.47,"148,136.01",2.00,"20,114,432",1.35,256,"4,096",11.73
51,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","710,614",0.52,"166,160.25",2.75,"31,109,120",1.36,64,"50,176",16.13
52,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","304,345",0.23,"71,217.81",0.58,"2,809,856",1.34,64,"50,176",3.89
53,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","864,345",0.63,"202,063.51",1.41,"19,382,272",1.36,256,"4,096",10.31
54,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"   16,   64,    1","   32,    8,    1","168,954",0.13,"38,998.76",0.95,"2,506,752",1.31,256,"1,024",9.30
55,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   13,    4,   36","  256,    1,    1","16,091,831",11.81,"3,766,434.16",2.23,"571,903,488",1.36,256,"1,872",22.49
56,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","634,738",0.47,"147,666.10",2.00,"20,114,432",1.35,256,"4,096",11.69
57,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","709,731",0.52,"166,219.06",2.75,"31,109,120",1.36,64,"50,176",16.15
58,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","307,181",0.22,"70,552.74",0.59,"2,809,856",1.37,64,"50,176",3.85
59,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","862,437",0.64,"202,280.12",1.41,"19,382,272",1.35,256,"4,096",10.33
60,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"   16,   64,    1","   32,    8,    1","166,548",0.13,"38,479.79",0.96,"2,506,752",1.31,256,"1,024",9.44
61,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   13,    4,   36","  256,    1,    1","16,045,071",11.82,"3,766,357.32",2.23,"571,903,488",1.36,256,"1,872",22.56
62,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","635,936",0.47,"148,057.46",2.00,"20,114,432",1.36,256,"4,096",11.68
63,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","710,813",0.52,"166,270.54",2.75,"31,109,120",1.36,64,"50,176",16.13
64,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","302,761",0.22,"70,801.54",0.58,"2,809,856",1.35,64,"50,176",3.91
65,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","862,760",0.64,"201,919.76",1.41,"19,382,272",1.35,256,"4,096",10.33
66,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"   16,   64,    1","   32,    8,    1","166,040",0.13,"38,505.63",0.96,"2,506,752",1.32,256,"1,024",9.47
67,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   13,    4,   36","  256,    1,    1","16,100,436",11.81,"3,765,224.38",2.23,"571,903,488",1.36,256,"1,872",22.49
68,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"    8,  512,    1","  256,    1,    1","633,517",0.47,"147,702.69",2.00,"20,114,432",1.35,256,"4,096",11.72
69,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","709,620",0.52,"166,239.44",2.75,"31,109,120",1.36,64,"50,176",16.16
70,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"50176,    1,    1","   64,    1,    1","304,404",0.22,"71,829.66",0.58,"2,809,856",1.36,64,"50,176",3.89
71,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[9453] python3.8,"12544,    1,    1","  256,    1,    1","569,447",0.42,"132,323.38",2.31,"20,772,864",1.36,256,"12,544",13.44
72,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    2,  512,    1","  256,    1,    1","232,713",0.17,"53,699.34",1.40,"5,128,192",1.37,256,"1,024",10.28
73,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"   16,   64,    1","   32,    8,    1","166,884",0.13,"39,105.21",0.94,"2,506,752",1.32,256,"1,024",9.41
74,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[9453] python3.8,"    4,    8,   36","  128,    1,    1","4,973,192",3.65,"1,162,934.76",2.26,"178,983,936",1.36,128,"1,152",22.41
75,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"    2,  512,    1","  256,    1,    1","157,803",0.12,"36,233.85",2.08,"5,120,000",1.32,256,"1,024",12.00
76,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"12544,    1,    1","   64,    1,    1","180,103",0.13,"41,749.57",2.74,"7,777,280",1.34,64,"12,544",15.93
77,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"12544,    1,    1","   64,    1,    1","79,452",0.06,"17,318.41",0.60,"702,464",1.37,64,"12,544",3.73
78,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"    2,  512,    1","  256,    1,    1","232,393",0.17,"53,719.32",1.40,"5,128,192",1.36,256,"1,024",10.29
