ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   98,  128,    1","  256,    1,    1","1,636,614",1.20,"1,196,773.56",0.80,"64,727,040",1.36,256,"12,544",14.59,0.46,384.44,205.52,170.86,"3,612,672","3,211,264","6,856,793","14,450,688","6,422,528","6,424,672","14,521,461",0,"14,450,688","14,553,599","6,345,997",59.55,25.97,"14,553,599","6,345,997"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"200704,    1,    1","   64,    1,    1","1,031,909",0.76,"750,584.22",2.44,"124,436,480",1.35,64,"200,704",44.51,0.21,271.55,205.52,270.55,"1,629,416","1,605,632","3,255,994","6,446,323","6,422,528","6,448,332","6,467,686","23,773","6,422,592","6,463,382","6,333,866",41.94,41.10,"6,463,382","6,333,866"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"200704,    1,    1","   64,    1,    1","1,022,693",0.76,"749,092.21",0.22,"11,239,424",1.35,64,"200,704",4.63,0.21,271.39,205.52,271.39,"1,605,632","1,605,632","3,232,925","6,422,528","6,422,528","6,425,150","6,465,908",0,"6,422,528","6,468,932","6,333,734",42.37,41.48,"6,468,932","6,333,734"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[18892] python3.8,"   98,  128,    1","  256,    1,    1","2,096,416",1.54,"1,537,672.79",0.60,"62,820,352",1.36,256,"12,544",13.99,0.46,301.28,462.42,301.23,"8,131,648","3,612,672","11,780,157","14,454,287","14,450,688","24,580,474","6,560,846","10,134,148","6,439,556","6,584,203","14,358,100",21.04,45.87,"6,584,203","14,358,100"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[18892] python3.8,"    4,   16,    1","   32,    8,    1","8,441",0.01,"3,734.53",0.62,"156,672",1.19,256,64,11.69,0.00,84.16,2.36,336.66,"4,608","18,432","24,344","18,432","73,728","75,375","18,566",0,"18,432","18,772",72,14.81,0.06,"18,772",72
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[18892] python3.8,"  196,    1,   36","  256,    1,    1","5,343,050",3.93,"3,896,717.88",2.17,"575,995,392",1.35,256,"7,056",64.56,0.92,235.35,462.42,117.79,"18,034,915","3,612,672","21,791,309","28,872,931","14,450,688","28,839,346","14,647,523","14,384,506","14,527,192","14,739,271","14,363,790",18.48,18.01,"14,739,271","14,363,790"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   98,  128,    1","  256,    1,    1","1,632,478",1.21,"1,199,794.97",0.79,"64,727,040",1.35,256,"12,544",14.62,0.46,383.71,205.52,170.54,"3,612,672","3,211,264","6,862,934","14,450,688","6,422,528","6,426,423","14,519,321",0,"14,450,688","14,504,825","6,345,037",59.50,26.03,"14,504,825","6,345,037"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"200704,    1,    1","   64,    1,    1","1,036,870",0.76,"753,764.49",2.43,"124,436,480",1.36,64,"200,704",44.37,0.21,271.04,205.52,270.04,"1,629,448","1,605,632","3,258,439","6,446,352","6,422,528","6,448,725","6,451,092","23,915","6,422,584","6,493,172","6,334,431",41.93,40.91,"6,493,172","6,334,431"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"200704,    1,    1","   64,    1,    1","1,024,612",0.75,"747,251.90",0.22,"11,239,424",1.36,64,"200,704",4.62,0.21,272.63,205.52,272.63,"1,605,632","1,605,632","3,212,698","6,422,528","6,422,528","6,424,567","6,423,420",0,"6,422,528","6,557,774","6,333,602",42.87,41.40,"6,557,774","6,333,602"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[18892] python3.8,"50176,    1,    1","  256,    1,    1","900,183",0.67,"659,315.16",1.85,"83,091,456",1.35,256,"50,176",34.08,0.21,322.73,154.14,231.73,"2,207,816","1,204,224","3,435,185","6,709,008","4,816,896","5,104,364","6,429,639","286,952","6,422,528","6,473,409","4,732,874",48.16,35.21,"6,473,409","4,732,874"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[18892] python3.8,"   32,  128,    1","  256,    1,    1","502,471",0.37,"370,082.40",0.73,"18,393,088",1.36,256,"4,096",16.64,0.12,312.39,115.61,313.65,"1,937,903","903,168","2,844,679","3,598,176","3,612,672","5,986,755","1,614,007","2,372,591","1,609,122","1,637,619","3,519,689",21.82,46.91,"1,637,619","3,519,689"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[18892] python3.8,"    4,   32,    1","   32,    8,    1","14,997",0.01,"5,797.71",0.79,"313,344",1.43,256,128,13.22,0.00,113.78,4.72,455.11,"9,216","36,864","47,470","36,864","147,456","149,103","37,124",0,"36,864","37,108","56,236",16.49,24.99,"37,108","56,236"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[18892] python3.8,"   49,    2,   36","  256,    1,    1","2,686,268",1.97,"1,954,118.99",2.17,"287,997,696",1.36,256,"3,528",64.14,0.46,234.58,231.21,117.39,"9,019,493","1,806,336","10,844,722","14,438,501","7,225,344","15,600,518","6,183,769","8,364,787","6,120,160","6,274,421","7,136,136",15.64,17.79,"6,274,421","7,136,136"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","827,030",0.61,"601,315.56",0.97,"39,562,240",1.34,256,"8,192",17.66,0.23,377.16,102.76,167.63,"1,806,336","2,179,072","3,987,139","7,225,344","3,211,264","3,215,869","7,226,495",0,"7,225,344","7,227,235","3,136,032",58.51,25.39,"7,227,235","3,136,032"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","518,200",0.38,"377,857.41",2.42,"62,218,240",1.35,64,"100,352",44.45,0.10,271.21,102.76,269.18,"826,960","802,816","1,633,266","3,235,507","3,211,264","3,242,870","3,212,856","24,287","3,211,296","3,222,704","3,122,338",41.63,40.34,"3,222,704","3,122,338"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","509,034",0.38,"372,459.06",0.22,"5,619,712",1.35,64,"100,352",4.65,0.10,272.65,102.76,272.65,"802,816","802,816","1,615,759","3,211,264","3,211,264","3,213,285","3,235,444",0,"3,211,264","3,238,796","3,199,404",42.62,42.10,"3,238,796","3,199,404"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","1,023,379",0.75,"753,892.04",0.72,"36,786,176",1.36,256,"8,192",16.34,0.23,306.82,231.21,307.83,"3,877,889","1,806,336","5,702,291","7,200,470","7,225,344","11,980,913","3,253,691","4,751,798","3,215,886","3,257,037","7,133,895",21.31,46.68,"3,257,037","7,133,895"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[18892] python3.8,"    8,   32,    1","   32,    8,    1","31,639",0.03,"18,397.75",0.50,"626,688",1.04,256,256,12.49,0.00,78.02,9.44,312.08,"18,432","73,728","93,514","73,728","294,912","296,584","73,932",0,"73,728","76,112","196,274",16.01,41.29,"76,112","196,274"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[18892] python3.8,"   49,    2,   36","  256,    1,    1","5,051,344",3.71,"3,683,942.85",2.20,"551,271,168",1.36,256,"3,528",67.92,0.92,249.49,231.21,62.40,"18,051,766","1,806,336","19,927,180","28,889,784","7,225,344","21,608,185","14,997,571","14,381,546","14,698,292","14,924,583","7,141,894",19.79,9.47,"14,924,583","7,141,894"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","816,368",0.60,"593,560.74",0.98,"39,562,240",1.35,256,"8,192",17.90,0.23,383.65,102.76,170.51,"1,806,336","2,179,072","3,993,859","7,225,344","3,211,264","3,213,285","7,358,189",0,"7,225,344","7,258,651","3,213,929",59.53,26.36,"7,258,651","3,213,929"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","515,169",0.38,"378,041.29",2.42,"62,218,240",1.34,64,"100,352",44.69,0.10,271.05,102.76,269.00,"827,194","802,816","1,650,659","3,235,719","3,211,264","3,237,462","3,220,344","24,242","3,211,296","3,231,984","3,122,378",41.99,40.57,"3,231,984","3,122,378"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","517,716",0.38,"370,344.47",0.22,"5,619,712",1.37,64,"100,352",4.57,0.10,273.18,102.76,273.18,"802,816","802,816","1,613,891","3,211,264","3,211,264","3,213,365","3,232,508",0,"3,211,264","3,233,490","3,122,301",41.83,40.40,"3,233,490","3,122,301"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","1,031,880",0.75,"746,521.97",0.72,"36,786,176",1.36,256,"8,192",16.19,0.23,305.66,231.21,306.68,"3,878,565","1,806,336","5,710,845","7,201,260","7,225,344","11,985,499","3,218,371","4,753,984","3,215,874","3,266,473","7,134,739",21.20,46.31,"3,266,473","7,134,739"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[18892] python3.8,"    8,   32,    1","   32,    8,    1","32,434",0.03,"18,145.01",0.51,"626,688",1.17,256,256,12.19,0.00,86.23,9.44,344.93,"18,432","73,728","93,700","73,728","294,912","296,521","74,180",0,"73,728","74,324","195,844",15.26,40.22,"74,324","195,844"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[18892] python3.8,"   49,    2,   36","  256,    1,    1","5,051,444",3.72,"3,681,969.63",2.20,"551,271,168",1.35,256,"3,528",67.97,0.92,248.63,231.21,62.18,"18,051,548","1,806,336","19,985,706","28,889,565","7,225,344","21,608,256","14,932,077","14,386,793","14,698,776","14,909,051","7,138,187",19.77,9.46,"14,909,051","7,138,187"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","822,156",0.61,"595,658.90",0.98,"39,562,240",1.35,256,"8,192",17.79,0.23,380.96,102.76,169.32,"1,806,336","2,179,072","4,006,269","7,225,344","3,211,264","3,213,351","7,266,873",0,"7,225,344","7,263,933","3,212,478",59.16,26.16,"7,263,933","3,212,478"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","516,045",0.38,"375,602.41",2.44,"62,218,240",1.34,64,"100,352",44.61,0.10,271.17,102.76,269.15,"827,032","802,816","1,645,500","3,235,561","3,211,264","3,237,713","3,233,152","24,098","3,211,296","3,232,782","3,199,750",41.93,41.51,"3,232,782","3,199,750"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","516,727",0.38,"370,173.71",0.22,"5,619,712",1.36,64,"100,352",4.58,0.10,270.99,102.76,270.99,"802,816","802,816","1,613,029","3,211,264","3,211,264","3,213,356","3,224,564",0,"3,211,264","3,234,930","3,194,146",41.93,41.40,"3,234,930","3,194,146"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","1,018,351",0.75,"755,049.50",0.72,"36,786,176",1.36,256,"8,192",16.43,0.23,309.06,231.21,310.11,"3,878,168","1,806,336","5,718,608","7,202,306","7,225,344","11,984,065","3,248,961","4,753,534","3,214,914","3,225,709","7,129,991",21.21,46.89,"3,225,709","7,129,991"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[18892] python3.8,"    8,   32,    1","   32,    8,    1","31,656",0.03,"20,801.10",0.44,"626,688",1.14,256,256,12.49,0.00,85.63,9.44,342.52,"18,432","73,728","93,432","73,728","294,912","296,571","74,030",0,"73,728","79,506","197,814",16.72,41.61,"79,506","197,814"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[18892] python3.8,"   49,    2,   36","  256,    1,    1","5,050,816",3.70,"3,679,553.22",2.20,"551,271,168",1.36,256,"3,528",67.99,0.92,249.60,231.21,62.43,"18,051,797","1,806,336","19,963,833","28,889,823","7,225,344","21,607,966","14,848,155","14,387,055","14,694,120","14,900,371","7,137,418",19.76,9.46,"14,900,371","7,137,418"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[18892] python3.8,"   32,  256,    1","  256,    1,    1","820,743",0.60,"604,302.07",0.96,"39,562,240",1.35,256,"8,192",17.78,0.23,382.46,102.76,169.98,"1,806,336","2,179,072","3,987,317","7,225,344","3,211,264","3,213,285","7,253,003",0,"7,225,344","7,255,933","3,136,831",59.19,25.59,"7,255,933","3,136,831"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","516,828",0.38,"375,814.62",2.43,"62,218,240",1.34,64,"100,352",44.54,0.10,270.42,102.76,268.43,"826,819","802,816","1,632,329","3,235,367","3,211,264","3,241,925","3,215,880","24,163","3,211,296","3,217,424","3,122,402",41.67,40.44,"3,217,424","3,122,402"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[18892] python3.8,"100352,    1,    1","   64,    1,    1","507,727",0.38,"370,952.01",0.22,"5,619,712",1.35,64,"100,352",4.66,0.10,273.81,102.76,273.81,"802,816","802,816","1,610,047","3,211,264","3,211,264","3,213,365","3,253,482",0,"3,211,264","3,214,938","3,123,560",42.41,41.21,"3,214,938","3,123,560"
