ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"  784,    1,    1","   64,    1,    1","7,507",7.33,"1,216",0.53,"43,904",1.02,64,784,2.46,0.80,109.55,0.80,109.55,"6,272","6,272","13,299","25,088","25,088","25,991","25,660",0,"25,088","25,668",0,22.79,0,"25,668",0
15,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13184] python3.8,"   25,    1,    1","  128,    1,    1","4,844",2.78,240.28,0.47,"7,680",1.74,128,25,0.64,0,0,0.02,7.09,0,177,502,0,617,"1,212",1,0,0,55,0,0.08,0,55,0
16,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13184] python3.8,"   25,    4,    1","  128,    1,    1","83,363",60.86,"17,125.84",2.12,"2,468,800",1.37,128,100,15.00,4.68,76.92,3.21,52.76,"70,243","25,088","99,778","146,694","100,352","221,380","32,042","119,820","27,530","29,498","12,368",2.37,0.99,"29,498","12,368"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,266",2.85,19.15,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,152,1,1,430,6,0,2,52,0,0.11,0,52,0
18,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"  256,    1,    1","  512,    1,    1","58,538",44.96,"13,114.87",2.10,"1,873,152",1.30,512,256,11.91,3.24,72.11,3.24,72.15,"26,048","26,112","54,037","101,312","101,376","103,377","101,610",896,"100,480","102,218","11,569",11.70,1.32,"102,218","11,569"
19,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13184] python3.8,"   25,    1,    1","  128,    1,    1","4,837",3.71,240.68,0.47,"7,680",1.30,128,25,0.64,0,0,0.02,5.32,0,176,425,0,617,"1,214",1,0,0,377,12,0.52,0.02,377,12
20,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13184] python3.8,"   25,    4,    1","  128,    1,    1","81,871",60.93,"17,111.78",2.12,"2,468,800",1.34,128,100,15.27,4.69,76.96,3.21,52.71,"70,201","25,088","99,489","146,650","100,352","222,059","27,978","119,957","27,530","31,018","86,974",2.54,7.12,"31,018","86,974"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,159",2.88,18.71,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,160,1,1,442,46,0,2,434,60,0.92,0.13,434,60
22,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"  256,    1,    1","  512,    1,    1","58,428",45.34,"13,239.16",2.08,"1,873,152",1.29,512,256,11.93,3.24,71.50,3.24,71.54,"26,048","26,112","53,252","101,312","101,376","103,217","102,058",896,"100,480","100,986","11,737",11.58,1.35,"100,986","11,737"
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[13184] python3.8," 3136,    1,    1","   64,    1,    1","21,247",18.94,"4,505.18",0.47,"144,256",1.12,64,"3,136",4.36,6.42,339.03,3.21,169.51,"50,176","25,088","76,544","200,704","100,352","101,733","201,264",0,"200,704","202,124","87,097",63.72,27.46,"202,124","87,097"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8," 3136,    1,    1","   64,    1,    1","23,096",16,"4,061.06",0.64,"175,616",1.44,64,"3,136",3.20,3.21,200.70,3.21,200.70,"25,088","25,088","50,732","100,352","100,352","101,307","100,452",0,"100,352","100,558","11,400",29.18,3.31,"100,558","11,400"
25,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[13184] python3.8,"   98,    2,    1","    8,    8,    1","123,938",93.66,"26,558.87",1.87,"3,381,000",1.32,64,196,12.11,10.35,110.52,3.21,34.28,"176,880","25,088","202,719","327,327","100,352","328,711","104,880","222,164","102,400","104,160",0,5.63,0,"104,160",0
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,207",2.85,18.76,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,241,1,1,990,102,0,2,350,4,0.73,0.01,350,4
27,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"   64,    1,    1","  512,    1,    1","18,812",13.34,"3,607.88",1.91,"468,288",1.41,512,64,9.34,0.81,60.78,0.81,60.78,"6,528","6,528","14,188","25,344","25,344","26,573","25,802",240,"25,120","25,442",0,9.07,0,"25,442",0
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"  784,    1,    1","   64,    1,    1","7,379",6.14,"1,229.87",0.52,"43,904",1.20,64,784,2.50,0.80,130.67,0.80,130.67,"6,272","6,272","13,140","25,088","25,088","25,977","28,432",0,"25,088","25,740","8,587",23.33,7.78,"25,740","8,587"
29,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[13184] python3.8,"    2,   16,    1","   32,    4,    1","5,165",4.38,714.37,0.93,"45,056",1.18,128,32,3.28,0.16,37.37,0.26,59.80,"2,173","2,048","4,785","5,120","8,192","10,172","4,660","1,093","4,608","5,044",96,6.55,0.12,"5,044",96
30,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[13184] python3.8,"    2,    7,    4","  256,    1,    1","122,534",90.34,"24,662.40",1.64,"2,742,208",1.36,256,56,12.15,10.96,121.33,0.80,8.89,"110,592","17,024","131,321","342,528","25,088","341,144","35,165","314,624","33,280","35,821","25,178",1.96,1.38,"35,821","25,178"
31,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,140",4.26,18.81,0.05,65,0.74,64,1,0.01,0.00,0.01,0.00,0.01,1,1,507,1,1,"1,002",488,0,2,102,0,0.22,0,102,0
32,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"   64,    1,    1","  512,    1,    1","16,721",13.18,"3,471",1.98,"468,288",1.27,512,64,10.51,0.81,61.51,0.81,61.51,"6,528","6,528","13,824","25,344","25,344","26,493","25,322",240,"25,120","26,218",0,10.50,0,"26,218",0
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"  784,    1,    1","   64,    1,    1","7,431",7.20,"1,253.97",0.51,"43,904",1.03,64,784,2.49,0.80,111.50,0.80,111.50,"6,272","6,272","13,176","25,088","25,088","25,976","26,028",0,"25,088","25,588",0,23.03,0,"25,588",0
34,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[13184] python3.8,"   25,    1,    1","  128,    1,    1","3,208",2.75,243.34,0.46,"7,680",1.16,128,25,0.96,0,0,0.02,7.17,0,176,449,0,617,"1,220",479,0,0,"1,535",12,3.21,0.03,"1,535",12
35,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[13184] python3.8,"   25,    4,    1","  128,    1,    1","81,438",60.83,"17,112.68",2.12,"2,468,800",1.34,128,100,15.35,4.69,77.05,3.21,52.79,"69,948","25,088","97,454","146,402","100,352","221,365","29,468","120,174","27,530","28,650","12,278",2.36,1.01,"28,650","12,278"
36,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,174",2.85,19,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,160,1,1,438,102,0,2,102,0,0.22,0,102,0
37,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"  256,    1,    1","  512,    1,    1","58,753",45.31,"13,150",2.09,"1,873,152",1.30,512,256,11.86,3.24,71.55,3.24,71.59,"26,048","26,112","53,108","101,312","101,376","103,405","101,234",896,"100,480","101,846","11,793",11.61,1.34,"101,846","11,793"
38,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[13184] python3.8," 3136,    1,    1","   64,    1,    1","21,249",18.94,"4,476.59",0.47,"144,256",1.12,64,"3,136",4.36,6.42,339.03,3.21,169.51,"50,176","25,088","75,850","200,704","100,352","101,282","201,308",0,"200,704","201,196","87,706",63.33,27.61,"201,196","87,706"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8," 3136,    1,    1","   64,    1,    1","19,286",16.38,"4,086.34",0.63,"175,616",1.18,64,"3,136",3.83,3.21,196,3.21,196,"25,088","25,088","50,724","100,352","100,352","101,211","100,486",0,"100,352","100,356","11,346",34.81,3.94,"100,356","11,346"
40,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[13184] python3.8,"   98,    2,    1","    8,    8,    1","124,741",92.38,"26,602.79",1.87,"3,381,000",1.35,64,196,12.04,10.53,113.96,3.21,34.76,"178,565","25,088","202,284","328,994","100,352","324,832","105,656","223,311","102,400","103,518",0,5.56,0,"103,518",0
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,142",2.88,22.63,0.04,65,1.09,64,1,0.01,0.00,0.01,0.00,0.01,1,1,503,1,1,990,286,0,2,428,0,0.91,0,428,0
42,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"   64,    1,    1","  512,    1,    1","16,825",13.28,"3,471.09",1.98,"468,288",1.27,512,64,10.45,0.81,61.07,0.81,61.07,"6,528","6,528","13,782","25,344","25,344","31,377","25,876",240,"25,120","26,524",0,10.56,0,"26,524",0
43,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"  784,    1,    1","   64,    1,    1","7,334",6.02,"1,264.35",0.51,"43,904",1.22,64,784,2.52,0.80,133.45,0.80,133.45,"6,272","6,272","13,688","25,088","25,088","26,527","25,516",0,"25,088","25,284",0,23.08,0,"25,284",0
44,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[13184] python3.8,"    2,   16,    1","   32,    4,    1","5,358",4.35,703.12,0.94,"45,056",1.23,128,32,3.16,0.16,37.65,0.26,60.24,"2,221","2,048","4,958","5,120","8,192","10,197","4,620","1,225","4,608","6,020",893,7.51,1.11,"6,020",893
45,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[13184] python3.8,"    2,    7,    4","  256,    1,    1","119,168",90.53,"24,722.35",1.63,"2,742,208",1.32,256,56,12.49,10.96,121.08,0.80,8.87,"110,592","17,024","133,832","342,528","25,088","341,176","39,445","314,624","33,280","34,781",0,1.96,0,"34,781",0
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"    1,    1,    1","   64,    1,    1","3,169",4.32,19.13,0.05,65,0.73,64,1,0.01,0.00,0.01,0.00,0.01,1,1,208,1,1,986,406,0,2,62,0,0.13,0,62,0
47,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[13184] python3.8,"   64,    1,    1","  512,    1,    1","17,284",14.43,"3,511.66",1.96,"468,288",1.20,512,64,10.17,0.81,56.20,0.81,56.20,"6,528","6,528","13,646","25,344","25,344","26,573","25,226",240,"25,120","25,570",0,9.91,0,"25,570",0
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[13184] python3.8,"  784,    1,    1","   64,    1,    1","7,352",7.20,"1,233.82",0.52,"43,904",1.02,64,784,2.51,0.80,111.50,0.80,111.50,"6,272","6,272","13,228","25,088","25,088","26,503","25,548",0,"25,088","25,284",0,23.02,0,"25,284",0
