ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","76,383",0.06,"17,004.09",0.61,"702,464",1.31,64,"12,544",3.87,12.85,219.59,12.85,219.59,"100,352","100,352","201,270","401,408","401,408","402,958","402,708",0,"401,408","403,764","312,424",35.42,27.41,"403,764","312,424"
11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","237,753",0.18,"55,299.94",1.22,"4,598,272",1.35,256,"1,024",8.75,28.85,164.34,28.9,164.63,"482,205","225,792","711,622","901,387","903,168","1,500,625","410,361","594,174","401,408","407,333","893,078",11.48,25.16,"407,333","893,078"
12,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22502] python3.8,"    2,    8,    1","   32,    8,    1","6,464",0.01,997.41,0.58,"39,168",1.22,256,16,3.79,0.15,27.76,0.59,111.04,"1,152","4,608","6,882","4,608","18,432","19,323","4,934",0,"4,608","4,852",0,5.04,0,"4,852",0
13,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[22502] python3.8,"   25,    1,   36","  128,    1,    1","592,592",0.44,"137,881.57",2.16,"20,282,400",1.36,128,900,18.65,42.52,97.71,28.9,66.42,"650,815","225,792","886,873","1,328,482","903,168","1,321,090","961,705","415,760","921,600","947,663","814,400",10.71,9.21,"947,663","814,400"
14,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","144,472",0.11,"32,912.37",2.21,"4,945,280",1.37,256,"1,024",12.6,28.9,273.52,12.85,121.57,"225,792","272,384","501,734","903,168","401,408","402,337","907,609",0,"903,168","910,483","339,821",42.21,15.75,"910,483","339,821"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,194",0,19.22,0.05,65,1.12,64,1,0.01,0,0.01,0,0.01,1,1,214,1,1,430,54,0,2,6,0,0.01,0,6,0
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","127,167",0.1,"29,017.32",1.56,"3,085,952",1.32,512,64,9.87,25.7,267.33,12.85,133.71,"200,960","100,608","304,018","803,072","401,664","415,650","793,524","12,564","789,832","789,964","318,362",41.62,16.77,"789,964","318,362"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","75,893",0.06,"17,382.43",0.59,"702,464",1.29,64,"12,544",3.89,12.85,218.16,12.85,218.16,"100,352","100,352","203,129","401,408","401,408","402,403","402,976",0,"401,408","401,412","312,871",35.42,27.61,"401,412","312,871"
18,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,019",0,246.25,0.46,"7,680",0.89,128,25,1.02,0,0,0.02,5.82,0,181,993,0,617,"1,215",249,0,0,137,0,0.31,0,137,0
19,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    4,    1","  128,    1,    1","1,025,308",0.75,"239,967.99",2.37,"38,710,784",1.36,128,"1,568",19.11,73.18,97.28,51.38,68.3,"1,063,105","401,408","1,477,729","2,286,764","1,605,632","2,286,623","1,636,470","678,372","1,608,072","1,632,872","1,517,051",10.67,9.91,"1,632,872","1,517,051"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,193",0,19.24,0.05,65,1.13,64,1,0.01,0,0.01,0,0.01,1,1,158,1,1,"1,006",528,0,2,6,0,0.01,0,6,0
21,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"  256,    1,    1","  512,    1,    1","497,005",0.38,"114,504.47",1.59,"12,343,808",1.32,512,256,10.09,102.79,273.61,51.41,136.85,"803,776","402,432","1,213,825","3,212,224","1,606,656","1,625,236","3,208,566","9,576","3,194,780","3,206,748","1,523,611",42.74,20.31,"3,206,748","1,523,611"
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,015",0,263.78,0.43,"7,680",0.81,128,25,1.03,0,0,0.02,5.32,0,183,"1,033",0,617,"1,778",345,0,0,69,0,0.15,0,69,0
23,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    4,    1","  128,    1,    1","1,024,790",0.75,"240,082.09",2.37,"38,710,784",1.36,128,"1,568",19.12,74.13,98.41,51.38,68.21,"1,091,977","401,408","1,493,706","2,315,772","1,605,632","2,315,571","1,647,582","708,268","1,608,072","1,632,640","1,517,139",10.67,9.92,"1,632,640","1,517,139"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","5,026",0,19.04,0.05,65,1.78,64,1,0.01,0,0.01,0,0.01,1,1,200,1,1,428,30,0,2,234,0,0.31,0,234,0
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"  256,    1,    1","  512,    1,    1","497,967",0.37,"115,726.13",1.57,"12,343,808",1.34,512,256,10.07,102.79,275.73,51.41,137.91,"803,776","402,432","1,217,281","3,212,224","1,606,656","1,621,543","3,222,084","13,684","3,199,348","3,219,864","1,524,443",43.31,20.51,"3,219,864","1,524,443"
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","374,682",0.28,"87,648.97",0.39,"2,308,096",1.35,64,"50,176",3.94,102.76,369.11,51.38,184.56,"802,816","401,408","1,213,095","3,211,264","1,605,632","1,606,901","3,308,716",0,"3,211,264","3,211,674","1,518,639",57.42,27.15,"3,211,674","1,518,639"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","302,711",0.22,"70,834.41",0.58,"2,809,856",1.35,64,"50,176",3.9,51.38,228.89,51.38,228.89,"401,408","401,408","806,865","1,605,632","1,605,632","1,606,902","1,620,434",0,"1,605,632","1,609,124","1,518,014",35.6,33.59,"1,609,124","1,518,014"
28,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,020",0,246.97,0.46,"7,680",1.11,128,25,1.02,0,0,0.02,7.36,0,176,492,0,627,"1,215",107,0,0,"1,245",0,2.75,0,"1,245",0
29,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    1,    1","  128,    1,    1","889,650",0.65,"204,912.44",2.36,"32,821,376",1.36,128,392,21.43,76.8,117.4,12.85,19.64,"1,190,868","100,352","1,301,893","2,399,811","401,408","1,194,822","1,636,030","791,232","1,609,356","1,643,785","346,451",12.38,2.61,"1,643,785","346,451"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,171",0,19.18,0.05,65,1.13,64,1,0.01,0,0.01,0,0.01,1,1,192,1,1,446,144,0,2,144,0,0.3,0,144,0
31,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","127,472",0.1,"29,174.53",1.56,"3,085,952",1.32,512,64,9.84,25.7,266.8,12.85,133.44,"200,960","100,608","304,756","803,072","401,664","415,555","789,636","13,524","790,632","789,674","318,321",41.49,16.73,"789,674","318,321"
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","75,786",0.06,"17,154.62",0.6,"702,464",1.3,64,"12,544",3.9,12.85,219.71,12.85,219.71,"100,352","100,352","202,326","401,408","401,408","402,435","422,050",0,"401,408","411,972","312,695",36.41,27.63,"411,972","312,695"
33,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","235,717",0.18,"55,392.15",1.22,"4,598,272",1.33,256,"1,024",8.83,28.84,162.23,28.9,162.56,"481,923","225,792","733,416","901,178","903,168","1,499,161","407,073","593,498","401,408","403,911","815,519",11.48,23.17,"403,911","815,519"
34,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22502] python3.8,"    2,    8,    1","   32,    8,    1","6,303",0.01,983.53,0.59,"39,168",1.03,256,16,3.89,0.15,24.13,0.59,96.5,"1,152","4,608","6,372","4,608","18,432","19,315","4,880",0,"4,608","4,804",0,5.11,0,"4,804",0
35,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[22502] python3.8,"   25,    1,   36","  128,    1,    1","594,433",0.44,"138,055.79",2.16,"20,282,400",1.36,128,900,18.59,42.5,97.36,28.9,66.21,"650,170","225,792","884,348","1,327,966","903,168","1,321,061","941,117","415,044","921,600","931,785","814,777",10.5,9.18,"931,785","814,777"
36,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","143,642",0.11,"32,808",2.22,"4,945,280",1.34,256,"1,024",12.85,28.9,272.86,12.85,121.27,"225,792","272,384","498,826","903,168","401,408","402,710","905,289",0,"903,168","910,097","406,002",41.96,18.72,"910,097","406,002"
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","5,001",0,20.04,0.05,65,1.78,64,1,0.01,0,0.01,0,0.01,1,1,180,1,1,437,54,0,2,158,12,0.21,0.02,158,12
38,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","127,955",0.1,"29,179.79",1.56,"3,085,952",1.32,512,64,9.8,25.7,265.22,12.85,132.65,"200,960","100,608","303,551","803,072","401,664","416,451","790,594","13,456","795,856","790,844","318,307",41.42,16.67,"790,844","318,307"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","75,796",0.06,"17,567.51",0.59,"702,464",1.29,64,"12,544",3.9,12.85,219.35,12.85,219.35,"100,352","100,352","202,318","401,408","401,408","402,302","405,828",0,"401,408","410,766","313,016",36.29,27.66,"410,766","313,016"
40,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,014",0,258.76,0.44,"7,680",0.8,128,25,1.03,0,0,0.02,5.23,0,176,586,0,617,"2,763",147,0,0,43,0,0.1,0,43,0
41,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    4,    1","  128,    1,    1","1,024,812",0.75,"239,977.96",2.37,"38,710,784",1.36,128,"1,568",19.12,73.6,97.87,51.38,68.32,"1,075,791","401,408","1,496,633","2,299,467","1,605,632","2,298,881","1,651,439","692,143","1,608,072","1,634,734","1,517,079",10.68,9.92,"1,634,734","1,517,079"
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,170",0,18.94,0.05,65,1.09,64,1,0.01,0,0.01,0,0.01,1,1,207,1,1,438,6,0,2,200,0,0.42,0,200,0
43,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"  256,    1,    1","  512,    1,    1","502,471",0.37,"115,354.99",1.57,"12,343,808",1.35,512,256,9.98,102.79,277.11,51.41,138.6,"803,776","402,432","1,215,141","3,212,224","1,606,656","1,623,149","3,221,659","15,340","3,197,700","3,226,365","1,599,795",43.01,21.33,"3,226,365","1,599,795"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","374,724",0.28,"88,086.84",0.39,"2,308,096",1.35,64,"50,176",3.94,102.76,369.2,51.38,184.6,"802,816","401,408","1,220,439","3,211,264","1,605,632","1,607,025","3,300,952",0,"3,211,264","3,223,412","1,519,468",57.62,27.16,"3,223,412","1,519,468"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"50176,    1,    1","   64,    1,    1","303,782",0.23,"71,525.87",0.58,"2,809,856",1.34,64,"50,176",3.89,51.38,226.75,51.38,226.75,"401,408","401,408","808,219","1,605,632","1,605,632","1,606,938","1,614,618",0,"1,605,632","1,609,868","1,516,701",35.5,33.44,"1,609,868","1,516,701"
46,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[22502] python3.8,"   25,    1,    1","  128,    1,    1","3,015",0,246.1,0.46,"7,680",0.75,128,25,1.03,0,0,0.02,4.95,0,176,483,0,624,"1,798",89,0,0,49,0,0.11,0,49,0
47,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[22502] python3.8,"  392,    1,    1","  128,    1,    1","890,724",0.65,"204,595.29",2.36,"32,821,376",1.36,128,392,21.41,76.85,117.64,12.85,19.66,"1,192,078","100,352","1,311,047","2,401,009","401,408","1,196,116","1,636,984","792,742","1,609,308","1,644,670","346,442",12.37,2.61,"1,644,670","346,442"
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"    1,    1,    1","   64,    1,    1","3,190",0,19.26,0.05,65,1.12,64,1,0.01,0,0.01,0,0.01,1,1,191,1,1,446,154,0,2,174,0,0.37,0,174,0
49,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[22502] python3.8,"   64,    1,    1","  512,    1,    1","131,604",0.1,"28,925.44",1.57,"3,085,952",1.34,512,64,9.53,25.7,262.44,12.85,131.26,"200,960","100,608","303,886","803,072","401,664","415,905","791,494","13,428","790,296","797,925","394,131",40.17,19.84,"797,925","394,131"
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22502] python3.8,"12544,    1,    1","   64,    1,    1","74,911",0.06,"17,515.96",0.59,"702,464",1.28,64,"12,544",3.94,12.85,219.35,12.85,219.35,"100,352","100,352","203,150","401,408","401,408","402,302","402,862",0,"401,408","404,849","312,930",36.21,27.98,"404,849","312,930"
51,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22502] python3.8,"   16,   64,    1","  256,    1,    1","238,661",0.18,"55,005.97",1.23,"4,598,272",1.36,256,"1,024",8.72,28.84,164.17,28.9,164.51,"482,095","225,792","713,390","901,333","903,168","1,498,723","408,203","594,694","401,408","408,855","817,424",11.47,22.94,"408,855","817,424"
