ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    2,   16,    1","   32,    8,    1","8,690",0.01,"1,540.88",0.75,"78,336",1.06,256,32,5.64,0.00,35.86,1.18,143.44,"2,304","9,216","12,112","9,216","36,864","38,799","9,348",0,"9,216","9,220",0,7.10,0,"9,220",0
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   98,    1,   36","  256,    1,    1","4,609,662",3.35,"1,073,268.31",2.14,"156,360,960",1.37,256,"3,528",18.80,0.23,68.27,231.21,68.94,"4,444,220","1,806,336","6,321,882","7,153,724","7,225,344","10,750,481","4,053,079","3,524,200","3,649,536","3,789,753","7,137,502",5.51,10.37,"3,789,753","7,137,502"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   49,  128,    1","  256,    1,    1","982,847",0.72,"230,962.57",2.06,"32,363,520",1.36,256,"6,272",12.11,0.23,319.13,102.76,141.83,"1,806,336","1,605,632","3,420,259","7,225,344","3,211,264","3,212,652","7,401,985",0,"7,225,344","7,260,681","3,223,607",49.48,21.97,"7,260,681","3,223,607"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"100352,    1,    1","   64,    1,    1","1,413,464",1.04,"332,423.04",2.75,"62,218,240",1.36,64,"100,352",16.18,0.10,99.19,102.76,99.06,"806,915","802,816","1,632,929","3,215,363","3,211,264","3,217,184","3,279,930","4,078","3,211,300","3,249,230","3,122,421",15.40,14.80,"3,249,230","3,122,421"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"100352,    1,    1","   64,    1,    1","607,623",0.45,"143,076.35",0.58,"5,619,712",1.36,64,"100,352",3.89,0.10,230.73,102.76,230.73,"802,816","802,816","1,616,475","3,211,264","3,211,264","3,212,657","3,227,770",0,"3,211,264","3,232,382","3,122,406",35.63,34.42,"3,232,382","3,122,406"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   49,  128,    1","  256,    1,    1","1,850,785",1.36,"432,808.69",1.07,"31,410,176",1.36,256,"6,272",7.89,0.23,170.69,231.21,170.16,"4,051,218","1,806,336","5,884,861","7,248,528","7,225,344","12,324,233","3,265,279","5,095,413","3,211,264","3,249,890","7,138,200",11.76,25.83,"3,249,890","7,138,200"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    4,   16,    1","   32,    8,    1","14,354",0.01,"2,848.68",0.81,"156,672",1.17,256,64,6.83,0.00,48.25,2.36,193.01,"4,608","18,432","24,296","18,432","73,728","75,759","19,100",0,"18,432","18,604",0,8.68,0,"18,604",0
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   98,    1,   36","  256,    1,    1","8,280,668",6.05,"1,935,947.28",2.19,"287,997,696",1.37,256,"3,528",20.73,0.46,76.33,231.21,38.20,"9,018,646","1,806,336","11,068,219","14,437,659","7,225,344","14,402,214","7,531,193","7,175,383","7,299,080","7,547,619","7,216,305",6.10,5.84,"7,547,619","7,216,305"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   49,  128,    1","  256,    1,    1","989,349",0.73,"232,124.26",2.05,"32,363,520",1.36,256,"6,272",12.03,0.23,317.84,102.76,141.26,"1,806,336","1,605,632","3,436,439","7,225,344","3,211,264","3,212,620","7,264,051",0,"7,225,344","7,259,969","3,225,149",49.15,21.83,"7,259,969","3,225,149"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"100352,    1,    1","   64,    1,    1","1,413,703",1.04,"332,123.38",2.75,"62,218,240",1.36,64,"100,352",16.18,0.10,99.16,102.76,99.03,"806,916","802,816","1,612,104","3,215,364","3,211,264","3,217,334","3,272,208","4,088","3,211,280","3,273,490","3,122,737",15.51,14.80,"3,273,490","3,122,737"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"100352,    1,    1","   64,    1,    1","608,441",0.45,"142,577.79",0.58,"5,619,712",1.36,64,"100,352",3.88,0.10,230.28,102.76,230.28,"802,816","802,816","1,615,037","3,211,264","3,211,264","3,212,688","3,239,180",0,"3,211,264","3,212,522","3,122,840",35.36,34.38,"3,212,522","3,122,840"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[15482] python3.8,"25088,    1,    1","  256,    1,    1","1,179,280",0.87,"276,525.60",2.21,"41,545,728",1.36,256,"25,088",12.95,0.11,122.49,77.07,88.81,"1,095,122","602,112","1,711,645","3,317,318","2,408,448","2,516,324","3,212,753","106,444","3,211,264","3,247,025","2,333,034",18.44,13.25,"3,247,025","2,333,034"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   16,  128,    1","  256,    1,    1","469,437",0.35,"109,726.94",1.23,"9,196,544",1.35,256,"2,048",8.86,0.06,166.04,57.80,166.28,"963,824","451,584","1,423,067","1,803,639","1,806,336","2,998,964","816,621","1,189,052","802,816","820,713","1,718,183",11.71,24.52,"820,713","1,718,183"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    4,   32,    1","   32,    8,    1","25,126",0.02,"5,129.74",0.90,"313,344",1.30,256,128,7.80,0.00,61.13,4.72,244.54,"9,216","36,864","47,650","36,864","147,456","148,411","37,980",0,"36,864","37,458","60,308",9.99,16.08,"37,458","60,308"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   25,    2,   36","  256,    1,    1","4,230,042",3.08,"993,278.93",2.18,"146,937,600",1.37,256,"1,800",20.70,0.23,75.67,115.61,37.49,"4,583,714","903,168","5,558,690","7,293,218","3,612,672","9,024,562","2,056,789","5,409,973","1,956,752","2,109,763","3,527,238",3.34,5.59,"2,109,763","3,527,238"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","562,729",0.41,"130,819.34",2.22,"19,781,120",1.37,256,"4,096",12.93,0.12,281.21,51.38,124.98,"903,168","1,089,536","2,001,539","3,612,672","1,605,632","1,607,036","3,637,445",0,"3,612,672","3,628,857","1,544,277",43.19,18.38,"3,628,857","1,544,277"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","709,514",0.52,"166,138.54",2.75,"31,109,120",1.36,64,"50,176",16.12,0.05,99.17,51.38,98.67,"409,600","401,408","820,660","1,613,824","1,605,632","1,615,700","1,630,926","8,174","1,605,664","1,632,022","1,516,994",15.41,14.32,"1,632,022","1,516,994"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","303,903",0.23,"71,214.28",0.58,"2,809,856",1.35,64,"50,176",3.89,0.05,227.43,51.38,227.43,"401,408","401,408","808,543","1,605,632","1,605,632","1,607,646","1,619,236",0,"1,605,632","1,621,634","1,517,046",35.74,33.44,"1,621,634","1,517,046"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","935,362",0.69,"219,076.24",1.23,"18,393,088",1.36,256,"4,096",8.90,0.12,168.02,115.61,168.25,"1,929,650","903,168","2,842,813","3,608,410","3,612,672","5,995,528","1,623,879","2,380,714","1,605,632","1,822,613","3,525,292",13.05,25.24,"1,822,613","3,525,292"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    8,   32,    1","   32,    8,    1","44,733",0.04,"9,863.76",0.93,"626,688",1.27,256,256,8.76,0.00,67.15,9.44,268.59,"18,432","73,728","95,078","73,728","294,912","295,866","75,408",0,"73,728","75,908","207,375",11.37,31.07,"75,908","207,375"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   25,    2,   36","  256,    1,    1","7,974,170",5.84,"1,866,348.47",2.22,"281,260,800",1.37,256,"1,800",21.86,0.47,80.03,115.61,19.81,"9,175,688","903,168","10,199,189","14,594,696","3,612,672","13,548,862","5,381,285","9,885,781","4,807,728","5,097,685","3,606,912",4.28,3.03,"5,097,685","3,606,912"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","558,473",0.41,"130,876.81",2.22,"19,781,120",1.35,256,"4,096",13.03,0.12,279.49,51.38,124.22,"903,168","1,089,536","2,001,135","3,612,672","1,605,632","1,608,173","3,627,641",0,"3,612,672","3,635,345","1,544,709",43.60,18.53,"3,635,345","1,544,709"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","708,366",0.52,"166,476.93",2.75,"31,109,120",1.36,64,"50,176",16.15,0.05,99.23,51.38,98.72,"409,589","401,408","812,415","1,613,813","1,605,632","1,619,791","1,631,432","8,165","1,605,664","1,634,012","1,516,964",15.45,14.34,"1,634,012","1,516,964"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","308,867",0.23,"71,325.88",0.58,"2,809,856",1.37,64,"50,176",3.82,0.05,227.39,51.38,227.39,"401,408","401,408","807,717","1,605,632","1,605,632","1,607,145","1,616,236",0,"1,605,632","1,617,814","1,592,883",35.08,34.54,"1,617,814","1,592,883"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","935,974",0.69,"219,642.53",1.23,"18,393,088",1.36,256,"4,096",8.89,0.12,167.37,115.61,167.55,"1,930,090","903,168","2,847,366","3,608,943","3,612,672","5,995,248","1,651,841","2,380,422","1,605,632","1,644,249","3,601,042",11.77,25.77,"1,644,249","3,601,042"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    8,   32,    1","   32,    8,    1","46,292",0.04,"9,884.15",0.93,"626,688",1.32,256,256,8.47,0.00,67.21,9.44,268.84,"18,432","73,728","93,604","73,728","294,912","295,892","79,366",0,"73,728","100,322","207,154",14.51,29.97,"100,322","207,154"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   25,    2,   36","  256,    1,    1","7,995,043",5.84,"1,867,649.71",2.21,"281,260,800",1.37,256,"1,800",21.80,0.47,79.92,115.61,19.78,"9,175,520","903,168","10,313,462","14,594,528","3,612,672","13,482,520","5,245,571","9,768,174","4,928,356","5,611,817","3,533,173",4.70,2.96,"5,611,817","3,533,173"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","558,716",0.41,"130,973.21",2.22,"19,781,120",1.35,256,"4,096",13.02,0.12,280.16,51.38,124.52,"903,168","1,089,536","2,005,420","3,612,672","1,605,632","1,608,705","3,631,009",0,"3,612,672","3,634,957","1,544,036",43.58,18.51,"3,634,957","1,544,036"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","708,351",0.52,"166,416.28",2.75,"31,109,120",1.36,64,"50,176",16.15,0.05,99.15,51.38,98.65,"409,593","401,408","823,082","1,613,818","1,605,632","1,620,237","1,620,670","8,179","1,605,664","1,633,556","1,516,786",15.45,14.34,"1,633,556","1,516,786"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","306,215",0.22,"70,782.96",0.58,"2,809,856",1.36,64,"50,176",3.86,0.05,229.05,51.38,229.05,"401,408","401,408","808,529","1,605,632","1,605,632","1,606,905","1,619,228",0,"1,605,632","1,617,602","1,590,688",35.38,34.79,"1,617,602","1,590,688"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","939,978",0.69,"218,734.46",1.24,"18,393,088",1.37,256,"4,096",8.85,0.12,167.98,115.61,168.13,"1,928,419","903,168","2,848,968","3,609,063","3,612,672","5,995,038","1,644,997","2,382,220","1,605,632","1,633,393","3,601,656",11.64,25.66,"1,633,393","3,601,656"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[15482] python3.8,"    8,   32,    1","   32,    8,    1","44,388",0.04,"9,820.54",0.94,"626,688",1.24,256,256,8.83,0.00,66.01,9.44,264.02,"18,432","73,728","93,281","73,728","294,912","295,847","74,876",0,"73,728","75,990","206,207",11.47,31.12,"75,990","206,207"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[15482] python3.8,"   25,    2,   36","  256,    1,    1","7,961,133",5.83,"1,868,686.87",2.21,"281,260,800",1.36,256,"1,800",21.90,0.47,80.05,115.61,19.81,"9,175,587","903,168","10,200,026","14,594,595","3,612,672","13,305,903","5,340,001","9,791,967","4,781,764","5,173,889","3,610,812",4.35,3.04,"5,173,889","3,610,812"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[15482] python3.8,"   16,  256,    1","  256,    1,    1","560,445",0.41,"130,858.59",2.22,"19,781,120",1.36,256,"4,096",12.98,0.12,279.79,51.38,124.35,"903,168","1,089,521","2,000,978","3,612,672","1,605,632","1,607,060","3,628,343",0,"3,612,672","3,633,627","1,619,387",43.43,19.35,"3,633,627","1,619,387"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","708,392",0.52,"166,230.78",2.75,"31,109,120",1.36,64,"50,176",16.15,0.05,99.21,51.38,98.70,"409,589","401,408","822,442","1,613,813","1,605,632","1,615,427","1,630,476","8,173","1,605,664","1,636,342","1,517,116",15.47,14.34,"1,636,342","1,517,116"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[15482] python3.8,"50176,    1,    1","   64,    1,    1","304,128",0.22,"70,771.88",0.58,"2,809,856",1.36,64,"50,176",3.88,0.05,230.07,51.38,230.07,"401,408","401,408","806,365","1,605,632","1,605,632","1,606,937","1,610,728",0,"1,605,632","1,610,896","1,590,444",35.48,35.03,"1,610,896","1,590,444"
46,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[15482] python3.8,"12544,    1,    1","  256,    1,    1","582,058",0.43,"136,978.21",2.23,"20,772,864",1.35,256,"12,544",13.12,0.05,121.70,38.54,89.65,"704,606","301,056","1,015,349","1,633,154","1,204,224","1,421,651","1,627,763","215,191","1,605,632","1,627,309","1,128,318",18.73,12.98,"1,627,309","1,128,318"
