ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   98,    1,   36","  256,    1,    1","2,191,839",1.60,"1,088,935.16",2.11,"156,360,960",1.37,256,"3,528",39.55,0.23,143.02,231.21,144.15,"4,459,710","1,806,336","6,295,044","7,169,217","7,225,344","10,764,855","3,711,433","3,538,521","3,649,536","3,717,023","7,136,287",11.36,21.81,"3,717,023","7,136,287"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   49,  128,    1","  256,    1,    1","817,955",0.60,"407,382.75",1.17,"32,363,520",1.36,256,"6,272",14.56,0.23,384.82,102.76,171.03,"1,806,336","1,605,632","3,427,525","7,225,344","3,211,264","3,213,153","7,247,513",0,"7,225,344","7,254,999","3,212,406",59.41,26.30,"7,254,999","3,212,406"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"100352,    1,    1","   64,    1,    1","669,482",0.49,"333,120.15",2.75,"62,218,240",1.36,64,"100,352",34.19,0.10,209.41,102.76,208.85,"811,481","802,816","1,624,985","3,219,929","3,211,264","3,221,941","3,224,784","8,646","3,211,328","3,237,422","3,122,481",32.39,31.24,"3,237,422","3,122,481"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"100352,    1,    1","   64,    1,    1","510,096",0.38,"253,822.16",0.33,"5,619,712",1.34,64,"100,352",4.63,0.10,270.90,102.76,270.90,"802,816","802,816","1,616,623","3,211,264","3,211,264","3,213,538","3,232,156",0,"3,211,264","3,232,590","3,122,382",42.44,41.00,"3,232,590","3,122,382"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   49,  128,    1","  256,    1,    1","1,007,226",0.74,"500,022.82",0.92,"31,410,176",1.36,256,"6,272",14.51,0.23,313.55,231.21,312.88,"4,061,453","1,806,336","5,922,403","7,240,160","7,225,344","12,314,682","3,252,329","5,083,297","3,211,744","3,248,757","7,208,530",21.60,47.94,"3,248,757","7,208,530"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[10881] python3.8,"    4,   16,    1","   32,    8,    1","8,875",0.01,"3,257.15",0.71,"156,672",1.32,256,64,11.07,0.00,87.77,2.36,351.09,"4,608","18,432","24,306","18,432","73,728","75,031","19,124",0,"18,432","18,436",8,13.88,0.01,"18,436",8
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   98,    1,   36","  256,    1,    1","3,913,892",2.87,"1,951,853.29",2.17,"287,997,696",1.36,256,"3,528",43.87,0.46,160.77,231.21,80.47,"9,016,399","1,806,336","10,987,931","14,435,409","7,225,344","14,403,243","7,446,411","7,172,530","7,299,344","7,436,531","7,138,453",12.73,12.22,"7,436,531","7,138,453"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   49,  128,    1","  256,    1,    1","818,242",0.60,"405,668.81",1.17,"32,363,520",1.36,256,"6,272",14.55,0.23,383.96,102.76,170.65,"1,806,336","1,605,632","3,426,882","7,225,344","3,211,264","3,214,201","7,254,065",0,"7,225,344","7,419,507","3,139,239",60.73,25.70,"7,419,507","3,139,239"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"100352,    1,    1","   64,    1,    1","670,693",0.49,"333,121",2.75,"62,218,240",1.36,64,"100,352",34.13,0.10,209.23,102.76,208.67,"811,503","802,816","1,625,789","3,219,951","3,211,264","3,221,997","3,230,818","8,642","3,211,312","3,221,588","3,193,634",32.17,31.89,"3,221,588","3,193,634"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"100352,    1,    1","   64,    1,    1","510,731",0.38,"256,763.07",0.32,"5,619,712",1.35,64,"100,352",4.62,0.10,272.67,102.76,272.67,"802,816","802,816","1,617,740","3,211,264","3,211,264","3,213,150","3,233,762",0,"3,211,264","3,233,140","3,122,741",42.40,40.95,"3,233,140","3,122,741"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[10881] python3.8,"25088,    1,    1","  256,    1,    1","594,503",0.44,"293,972.21",2.08,"41,545,728",1.36,256,"25,088",25.70,0.11,244.24,77.07,176.48,"1,100,281","602,112","1,720,630","3,338,074","2,408,448","2,534,446","3,232,601","126,874","3,211,264","3,235,625","2,327,834",36.45,26.23,"3,235,625","2,327,834"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   16,  128,    1","  256,    1,    1","254,380",0.19,"125,197.29",1.08,"9,196,544",1.37,256,"2,048",16.38,0.06,309.63,57.80,310.69,"966,062","451,584","1,425,631","1,800,576","1,806,336","2,995,086","804,015","1,186,984","802,938","812,349","1,794,261",21.39,47.25,"812,349","1,794,261"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[10881] python3.8,"    4,   32,    1","   32,    8,    1","14,046",0.01,"5,354",0.86,"313,344",1.15,256,128,14.04,0.00,97.52,4.72,390.10,"9,216","36,864","47,363","36,864","147,456","152,165","37,212",0,"36,864","36,998","58,008",17.62,27.63,"36,998","58,008"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   25,    2,   36","  256,    1,    1","1,998,126",1.47,"993,166.78",2.18,"146,937,600",1.36,256,"1,800",43.84,0.23,159.20,115.61,78.88,"4,581,470","903,168","5,605,144","7,290,981","3,612,672","8,981,460","2,256,911","5,371,297","2,002,156","2,073,057","3,524,221",6.95,11.81,"2,073,057","3,524,221"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","409,227",0.30,"203,173.46",1.43,"19,781,120",1.34,256,"4,096",17.79,0.12,379.68,51.38,168.75,"903,168","1,089,535","2,003,940","3,612,672","1,605,632","1,607,344","3,624,917",0,"3,612,672","3,695,927","1,533,665",60.49,25.10,"3,695,927","1,533,665"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","336,215",0.25,"166,794.53",2.74,"31,109,120",1.36,64,"50,176",34.07,0.05,209.26,51.38,207.34,"416,153","401,408","825,008","1,620,396","1,605,632","1,622,475","1,618,544","14,796","1,605,664","1,614,360","1,516,746",32.16,30.22,"1,614,360","1,516,746"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","252,844",0.19,"125,075.91",0.33,"2,809,856",1.33,64,"50,176",4.67,0.05,270.31,51.38,270.31,"401,408","401,408","804,042","1,605,632","1,605,632","1,607,391","1,606,222",0,"1,605,632","1,610,770","1,517,944",42.67,40.21,"1,610,770","1,517,944"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","498,130",0.36,"244,921.25",1.10,"18,393,088",1.38,256,"4,096",16.71,0.12,319.48,115.61,320.16,"1,934,658","903,168","2,847,914","3,604,752","3,612,672","5,992,106","1,757,979","2,380,047","1,605,740","1,749,747","3,523,168",23.53,47.38,"1,749,747","3,523,168"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[10881] python3.8,"    8,   32,    1","   32,    8,    1","33,531",0.03,"13,913.54",0.66,"626,688",1.24,256,256,11.72,0.00,87.77,9.44,351.09,"18,432","73,728","93,076","73,728","294,912","296,170","73,988",0,"73,728","74,268","271,584",14.83,54.24,"74,268","271,584"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   25,    2,   36","  256,    1,    1","3,760,257",2.76,"1,874,349.18",2.21,"281,260,800",1.36,256,"1,800",46.36,0.47,169.33,115.61,41.93,"9,171,292","903,168","10,140,881","14,590,300","3,612,672","12,334,788","6,104,721","8,738,937","5,941,648","6,145,511","3,523,550",10.95,6.28,"6,145,511","3,523,550"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","410,205",0.30,"202,809.24",1.43,"19,781,120",1.35,256,"4,096",17.75,0.12,379.48,51.38,168.66,"903,168","1,089,536","2,004,179","3,612,672","1,605,632","1,608,997","3,613,921",0,"3,612,672","3,629,233","1,535,729",59.26,25.08,"3,629,233","1,535,729"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","336,406",0.25,"166,894.21",2.74,"31,109,120",1.36,64,"50,176",34.04,0.05,209.39,51.38,207.50,"416,098","401,408","826,248","1,620,344","1,605,632","1,622,565","1,611,544","14,912","1,605,664","1,607,776","1,516,723",32.01,30.20,"1,607,776","1,516,723"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","252,321",0.19,"125,310.94",0.33,"2,809,856",1.33,64,"50,176",4.68,0.05,270.17,51.38,270.17,"401,408","401,408","823,168","1,605,632","1,605,632","1,608,508","1,627,476",0,"1,605,632","1,617,604","1,516,775",42.94,40.26,"1,617,604","1,516,775"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","494,670",0.36,"244,939.26",1.10,"18,393,088",1.37,256,"4,096",16.83,0.12,320.26,115.61,321.01,"1,933,898","903,168","2,852,739","3,604,648","3,612,672","5,993,425","1,609,851","2,378,135","1,605,694","1,628,067","3,594,574",22.04,48.67,"1,628,067","3,594,574"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[10881] python3.8,"    8,   32,    1","   32,    8,    1","33,386",0.03,"14,019.78",0.66,"626,688",1.11,256,256,11.77,0.00,78.94,9.44,315.75,"18,432","73,728","93,123","73,728","294,912","300,279","73,870",0,"73,728","73,972","191,974",14.85,38.54,"73,972","191,974"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   25,    2,   36","  256,    1,    1","3,761,598",2.76,"1,874,283.44",2.21,"281,260,800",1.36,256,"1,800",46.35,0.47,169.29,115.61,41.92,"9,171,271","903,168","10,177,871","14,590,284","3,612,672","12,253,064","6,159,257","8,733,261","6,137,164","6,163,433","3,523,085",10.97,6.27,"6,163,433","3,523,085"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","414,764",0.30,"203,256.32",1.43,"19,781,120",1.36,256,"4,096",17.55,0.12,379.16,51.38,168.52,"903,168","1,089,536","1,999,083","3,612,672","1,605,632","1,607,344","3,630,395",0,"3,612,672","3,613,457","1,531,812",58.36,24.74,"3,613,457","1,531,812"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","336,440",0.25,"166,860.99",2.74,"31,109,120",1.36,64,"50,176",34.03,0.05,209.24,51.38,207.34,"416,449","401,408","823,954","1,620,694","1,605,632","1,627,742","1,625,576","15,125","1,605,664","1,623,928","1,517,082",32.33,30.20,"1,623,928","1,517,082"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","252,687",0.19,"124,802.47",0.33,"2,809,856",1.34,64,"50,176",4.67,0.05,272.79,51.38,272.79,"401,408","401,408","808,523","1,605,632","1,605,632","1,606,997","1,618,236",0,"1,605,632","1,625,262","1,516,870",43.07,40.20,"1,625,262","1,516,870"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","498,405",0.37,"259,229.09",1.04,"18,393,088",1.36,256,"4,096",16.71,0.12,315.54,115.61,316.24,"1,934,430","903,168","2,844,140","3,605,228","3,612,672","5,991,425","1,617,057","2,378,939","1,605,806","1,624,177","3,523,301",21.83,47.35,"1,624,177","3,523,301"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[10881] python3.8,"    8,   32,    1","   32,    8,    1","39,686",0.03,"14,023.35",0.66,"626,688",1.46,256,256,9.89,0.00,87.15,9.44,348.60,"18,432","73,728","93,528","73,728","294,912","296,207","76,250",0,"73,728","75,832","274,038",12.81,46.28,"75,832","274,038"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[10881] python3.8,"   25,    2,   36","  256,    1,    1","3,762,010",2.76,"1,874,194.22",2.21,"281,260,800",1.36,256,"1,800",46.35,0.47,169.31,115.61,41.92,"9,171,299","903,168","10,136,375","14,590,309","3,612,672","12,384,751","6,203,403","8,698,873","6,078,632","6,191,571","3,523,139",11.02,6.27,"6,191,571","3,523,139"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[10881] python3.8,"   16,  256,    1","  256,    1,    1","410,919",0.31,"202,649.79",1.44,"19,781,120",1.32,256,"4,096",17.73,0.12,372.71,51.38,165.65,"903,168","1,089,536","2,001,103","3,612,672","1,605,632","1,607,376","3,623,979",0,"3,612,672","3,625,953","1,535,226",59.11,25.03,"3,625,953","1,535,226"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","338,296",0.25,"166,953.65",2.74,"31,109,120",1.36,64,"50,176",33.86,0.05,209.45,51.38,207.50,"416,263","401,408","819,068","1,620,514","1,605,632","1,622,312","1,615,768","14,818","1,605,664","1,618,614","1,516,721",32.05,30.03,"1,618,614","1,516,721"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[10881] python3.8,"50176,    1,    1","   64,    1,    1","252,636",0.19,"125,295.66",0.33,"2,809,856",1.34,64,"50,176",4.67,0.05,272.00,51.38,272.00,"401,408","401,408","805,299","1,605,632","1,605,632","1,607,298","1,614,500",0,"1,605,632","1,614,108","1,591,440",42.80,42.20,"1,614,108","1,591,440"
46,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[10881] python3.8,"12544,    1,    1","  256,    1,    1","291,837",0.22,"144,500.43",2.11,"20,772,864",1.35,256,"12,544",26.19,0.05,243.03,38.54,178.62,"706,245","301,056","1,014,474","1,639,546","1,204,224","1,428,226","1,619,203","220,376","1,605,632","1,606,355","1,124,190",36.87,25.80,"1,606,355","1,124,190"
