ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[9453] python3.8,"50176,    1,    1","  256,    1,    1","2,358,305",1.73,"553,710.88",2.21,"83,091,456",1.36,256,"50,176",12.98,0.21,122.46,154.14,88.88,"2,190,901","1,204,224","3,449,514","6,639,326","4,816,896","5,034,824","6,502,717","213,228","6,422,528","6,424,083","4,737,214",18.25,13.45,"6,424,083","4,737,214"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  128,    1","  256,    1,    1","938,723",0.69,"219,332.40",1.23,"18,393,088",1.36,256,"4,096",8.88,0.12,167.37,115.61,167.53,"1,929,079","903,168","2,837,433","3,609,179","3,612,672","5,997,470","1,619,057","2,381,815","1,605,632","1,607,729","3,525,498",11.47,25.15,"1,607,729","3,525,498"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    4,   32,    1","   32,    8,    1","25,219",0.02,"5,201.44",0.89,"313,344",1.18,256,128,7.81,0.00,55.69,4.72,222.74,"9,216","36,864","48,074","36,864","147,456","149,395","36,892",0,"36,864","37,396","58,575",9.92,15.54,"37,396","58,575"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","8,273,429",6.05,"1,936,718.91",2.19,"287,997,696",1.36,256,"3,528",20.78,0.46,76.32,231.21,38.19,"9,020,592","1,806,336","10,913,673","14,439,600","7,225,344","15,387,625","6,683,641","8,146,296","6,351,108","6,704,313","7,215,967",5.43,5.84,"6,704,313","7,215,967"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,116,940",0.82,"261,173.69",2.23,"39,562,240",1.36,256,"8,192",13.06,0.23,281.84,102.76,125.26,"1,806,336","2,179,070","4,006,003","7,225,344","3,211,264","3,212,537","7,266,779",0,"7,225,344","7,301,881","3,150,049",43.79,18.89,"7,301,881","3,150,049"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,395",1.04,"332,434.35",2.75,"62,218,240",1.36,64,"100,352",16.20,0.10,99.41,102.76,98.91,"819,188","802,816","1,630,161","3,227,636","3,211,264","3,233,880","3,326,988","16,370","3,211,296","3,275,750","3,122,997",15.50,14.78,"3,275,750","3,122,997"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","605,913",0.45,"141,897.97",0.58,"5,619,712",1.35,64,"100,352",3.91,0.10,229.92,102.76,229.92,"802,816","802,816","1,613,831","3,211,264","3,211,264","3,212,681","3,250,158",0,"3,211,264","3,273,132","3,122,566",36.18,34.52,"3,273,132","3,122,566"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,873,463",1.37,"437,940.59",1.24,"36,786,176",1.36,256,"8,192",8.90,0.23,168.28,231.21,168.42,"3,858,635","1,806,336","5,736,942","7,219,636","7,225,344","11,992,688","3,229,087","4,766,847","3,211,264","3,347,753","7,137,621",11.97,25.52,"3,347,753","7,137,621"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","45,392",0.04,"9,850.74",0.94,"626,688",1.24,256,256,8.68,0.00,64.79,9.44,259.15,"18,432","73,728","92,984","73,728","294,912","297,645","74,542",0,"73,728","76,568","205,951",11.29,30.37,"76,568","205,951"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,581,358",11.41,"3,655,211.87",2.22,"551,271,168",1.36,256,"3,528",21.95,0.92,81.02,231.21,20.26,"18,059,604","1,806,336","20,158,979","28,897,623","7,225,344","21,531,084","15,333,001","14,303,769","14,741,644","15,508,317","7,151,645",6.67,3.07,"15,508,317","7,151,645"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,119,413",0.82,"262,129.51",2.22,"39,562,240",1.36,256,"8,192",13.03,0.23,281.28,102.76,125.02,"1,806,336","2,179,072","3,986,122","7,225,344","3,211,264","3,213,867","7,226,249",0,"7,225,344","7,227,881","3,149,529",43.25,18.85,"7,227,881","3,149,529"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,850",1.04,"332,138.29",2.75,"62,218,240",1.36,64,"100,352",16.19,0.10,99.35,102.76,98.85,"819,187","802,816","1,654,508","3,227,635","3,211,264","3,229,156","3,272,670","16,364","3,211,296","3,279,422","3,123,051",15.51,14.77,"3,279,422","3,123,051"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","605,391",0.45,"141,284.37",0.58,"5,619,712",1.35,64,"100,352",3.91,0.10,229.54,102.76,229.54,"802,816","802,816","1,637,943","3,211,264","3,211,264","3,212,534","3,224,476",0,"3,211,264","3,248,556","3,122,406",35.94,34.55,"3,248,556","3,122,406"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,876,299",1.37,"438,609.35",1.23,"36,786,176",1.36,256,"8,192",8.89,0.23,168.13,231.21,168.28,"3,859,159","1,806,336","5,719,326","7,219,879","7,225,344","11,991,590","3,292,912","4,765,664","3,211,264","3,316,343","7,139,172",11.84,25.49,"3,316,343","7,139,172"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","46,235",0.04,"9,961.84",0.93,"626,688",1.31,256,256,8.51,0.00,67.27,9.44,269.08,"18,432","73,728","94,116","73,728","294,912","296,847","74,384",0,"73,728","75,444","205,899",10.94,29.85,"75,444","205,899"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,579,753",11.44,"3,659,193.91",2.22,"551,271,168",1.36,256,"3,528",21.96,0.92,80.80,231.21,20.20,"18,059,767","1,806,336","20,157,430","28,897,789","7,225,344","21,531,352","15,520,601","14,303,996","14,741,152","15,324,901","7,220,032",6.59,3.10,"15,324,901","7,220,032"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,118,565",0.82,"261,950.65",2.22,"39,562,240",1.35,256,"8,192",13.04,0.23,280.57,102.76,124.70,"1,806,336","2,179,072","4,036,572","7,225,344","3,211,264","3,212,620","7,259,329",0,"7,225,344","7,267,129","3,221,418",43.52,19.29,"7,267,129","3,221,418"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,415,827",1.04,"332,082.59",2.76,"62,218,240",1.36,64,"100,352",16.19,0.10,99.36,102.76,98.86,"819,192","802,816","1,655,360","3,227,642","3,211,264","3,229,390","3,267,064","16,361","3,211,296","3,228,860","3,122,452",15.28,14.77,"3,228,860","3,122,452"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","610,610",0.44,"142,422.19",0.58,"5,619,712",1.37,64,"100,352",3.88,0.10,231.44,102.76,231.44,"802,816","802,816","1,615,067","3,211,264","3,211,264","3,212,753","3,287,890",0,"3,211,264","3,237,140","3,199,885",35.51,35.10,"3,237,140","3,199,885"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,869,438",1.37,"438,161.99",1.23,"36,786,176",1.36,256,"8,192",8.92,0.23,168.53,231.21,168.65,"3,859,185","1,806,336","5,736,234","7,220,153","7,225,344","11,994,958","3,294,569","4,765,786","3,211,264","3,290,767","7,137,973",11.79,25.57,"3,290,767","7,137,973"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[9453] python3.8,"    8,   32,    1","   32,    8,    1","45,709",0.04,"10,466.04",0.88,"626,688",1.30,256,256,8.61,0.00,67.27,9.44,269.08,"18,432","73,728","94,794","73,728","294,912","295,855","75,578",0,"73,728","73,766","205,272",10.81,30.08,"73,766","205,272"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[9453] python3.8,"   49,    2,   36","  256,    1,    1","15,614,047",11.43,"3,656,345.62",2.22,"551,271,168",1.36,256,"3,528",21.92,0.92,80.92,231.21,20.23,"18,059,648","1,806,336","20,255,926","28,897,665","7,225,344","21,531,287","15,324,293","14,303,917","14,741,500","15,483,145","7,151,534",6.64,3.07,"15,483,145","7,151,534"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[9453] python3.8,"   32,  256,    1","  256,    1,    1","1,121,520",0.82,"261,707.29",2.22,"39,562,240",1.36,256,"8,192",13.01,0.23,281.00,102.76,124.89,"1,806,336","2,179,072","4,019,407","7,225,344","3,211,264","3,213,995","7,327,907",0,"7,225,344","7,239,783","3,149,821",43.24,18.81,"7,239,783","3,149,821"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","1,416,802",1.04,"332,038.87",2.76,"62,218,240",1.36,64,"100,352",16.18,0.10,99.43,102.76,98.93,"819,180","802,816","1,664,357","3,227,629","3,211,264","3,230,217","3,261,550","16,363","3,211,296","3,284,808","3,159,388",15.53,14.94,"3,284,808","3,159,388"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[9453] python3.8,"100352,    1,    1","   64,    1,    1","606,818",0.45,"142,029.63",0.58,"5,619,712",1.36,64,"100,352",3.90,0.10,230.53,102.76,230.53,"802,816","802,816","1,614,547","3,211,264","3,211,264","3,212,769","3,242,308",0,"3,211,264","3,242,548","3,122,238",35.79,34.46,"3,242,548","3,122,238"
