ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    2,   16,    1","   32,    8,    1","5,527",0.01,"1,605.62",0.72,"78,336",0.92,256,32,8.90,0.00,49.55,1.18,198.19,"2,304","9,216","13,205","9,216","36,864","39,862","9,236",0,"9,216","9,356",0,11.28,0,"9,356",0
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"  196,    1,   36","  256,    1,    1","2,263,296",1.64,"2,195,475.15",2.09,"312,721,920",1.37,256,"7,056",77.15,0.46,280.55,462.42,282.77,"8,916,823","3,612,672","12,597,323","14,335,834","14,450,688","21,549,838","7,293,123","7,091,790","7,262,248","7,329,559","14,361,514",21.68,42.49,"7,329,559","14,361,514"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","1,641,934",1.21,"1,629,506.31",0.58,"64,727,040",1.36,256,"12,544",14.54,0.46,383.09,205.52,170.26,"3,612,672","3,211,264","6,866,039","14,450,688","6,422,528","6,425,101","14,584,479",0,"14,450,688","14,556,887","6,422,457",59.37,26.19,"14,556,887","6,422,457"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,029,416",0.76,"1,016,747.68",1.80,"124,436,480",1.35,64,"200,704",44.67,0.21,271.77,205.52,270.73,"1,630,678","1,605,632","3,250,227","6,447,588","6,422,528","6,449,941","6,423,324","24,972","6,422,748","6,472,180","6,333,787",42.09,41.19,"6,472,180","6,333,787"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,026,073",0.76,"1,013,945.49",0.16,"11,239,424",1.35,64,"200,704",4.61,0.21,271.81,205.52,271.81,"1,605,632","1,605,632","3,239,403","6,422,528","6,422,528","6,425,082","6,463,740",0,"6,422,528","6,426,188","6,406,256",41.95,41.82,"6,426,188","6,406,256"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","2,197,672",1.59,"2,187,793.29",0.42,"62,820,352",1.38,256,"12,544",13.34,0.46,290.05,462.42,290.23,"8,122,356","3,612,672","11,751,875","14,439,678","14,450,688","24,513,264","6,661,011","10,057,846","6,539,520","6,641,391","14,355,375",20.24,43.74,"6,641,391","14,355,375"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    4,   16,    1","   32,    8,    1","7,317",0.01,"4,649.87",0.50,"156,672",1.17,256,64,13.51,0.00,95.50,2.36,382.01,"4,608","18,432","24,770","18,432","73,728","75,761","19,100",0,"18,432","18,820","41,966",17.14,38.21,"18,820","41,966"
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"  196,    1,   36","  256,    1,    1","3,959,873",2.90,"3,912,754.13",2.16,"575,995,392",1.36,256,"7,056",87.24,0.92,318.17,462.42,159.27,"18,030,164","3,612,672","21,730,693","28,868,181","14,450,688","28,832,716","14,750,563","14,379,975","14,528,192","14,753,871","14,362,009",24.95,24.29,"14,753,871","14,362,009"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   98,  128,    1","  256,    1,    1","1,652,656",1.21,"1,633,737.22",0.58,"64,727,040",1.36,256,"12,544",14.44,0.46,382.09,205.52,169.82,"3,612,672","3,211,264","6,872,163","14,450,688","6,422,528","6,424,993","14,540,431",0,"14,450,688","14,469,897","6,417,869",58.63,26.01,"14,469,897","6,417,869"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,029,775",0.76,"1,020,577.41",1.79,"124,436,480",1.35,64,"200,704",44.68,0.21,271.61,205.52,270.57,"1,630,418","1,605,632","3,249,227","6,447,334","6,422,528","6,455,676","6,437,872","24,809","6,422,784","6,434,290","6,333,870",41.83,41.17,"6,434,290","6,333,870"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"200704,    1,    1","   64,    1,    1","1,025,962",0.75,"1,016,669.53",0.16,"11,239,424",1.36,64,"200,704",4.61,0.21,272.58,205.52,272.58,"1,605,632","1,605,632","3,239,265","6,422,528","6,422,528","6,425,081","6,481,054",0,"6,422,528","6,459,308","6,332,604",42.17,41.34,"6,459,308","6,332,604"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[22861] python3.8,"50176,    1,    1","  256,    1,    1","898,150",0.66,"880,912.28",1.39,"83,091,456",1.36,256,"50,176",34.16,0.22,328.83,154.14,233.72,"2,218,770","1,204,224","3,441,797","6,778,238","4,816,896","5,178,196","6,464,898","352,454","6,422,528","6,422,939","4,729,938",47.89,35.27,"6,422,939","4,729,938"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  128,    1","  256,    1,    1","523,591",0.40,"521,262.13",0.52,"18,393,088",1.32,256,"4,096",15.97,0.12,291.17,115.61,292.52,"1,936,477","903,168","2,850,416","3,594,922","3,612,672","5,976,423","1,640,383","2,359,930","1,621,260","1,623,997","3,518,428",20.76,44.97,"1,623,997","3,518,428"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    4,   32,    1","   32,    8,    1","15,804",0.01,"7,170.07",0.64,"313,344",1.28,256,128,12.52,0.00,96.50,4.72,386.01,"9,216","36,864","47,754","36,864","147,456","149,494","37,148",0,"36,864","37,544","47,149",15.85,19.91,"37,544","47,149"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","2,003,067",1.47,"1,971,876.60",2.15,"287,997,696",1.35,256,"3,528",86.36,0.46,314.41,231.21,157.39,"9,014,325","1,806,336","10,867,073","14,433,333","7,225,344","15,804,726","6,080,619","8,541,474","5,968,140","5,978,133","7,137,025",19.98,23.86,"5,978,133","7,137,025"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","840,860",0.61,"824,971.72",0.71,"39,562,240",1.37,256,"8,192",17.41,0.23,377.93,102.76,167.97,"1,806,336","2,179,072","4,033,047","7,225,344","3,211,264","3,213,736","7,243,451",0,"7,225,344","7,245,747","3,213,317",57.71,25.59,"7,245,747","3,213,317"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","512,059",0.38,"505,957.26",1.81,"62,218,240",1.33,64,"100,352",44.93,0.10,269.55,102.76,267.92,"821,921","802,816","1,646,147","3,230,557","3,211,264","3,237,904","3,234,328","19,736","3,211,296","3,212,150","3,123,647",41.96,40.80,"3,212,150","3,123,647"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","520,807",0.38,"505,507.46",0.16,"5,619,712",1.37,64,"100,352",4.55,0.10,270.97,102.76,270.97,"802,816","802,816","1,614,357","3,211,264","3,211,264","3,213,681","3,226,308",0,"3,211,264","3,244,446","3,121,837",41.73,40.15,"3,244,446","3,121,837"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","1,095,638",0.79,"1,086,897.96",0.50,"36,786,176",1.39,256,"8,192",15.26,0.23,292.62,231.21,293.75,"3,871,294","1,806,336","5,706,732","7,198,159","7,225,344","11,966,151","3,264,207","4,734,679","3,237,444","3,266,555","7,133,283",19.97,43.60,"3,266,555","7,133,283"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    8,   32,    1","   32,    8,    1","28,571",0.03,"21,338.09",0.43,"626,688",1.08,256,256,13.82,0.00,90.24,9.44,360.97,"18,432","73,728","94,262","73,728","294,912","296,915","73,732",0,"73,728","73,876","190,764",17.15,44.28,"73,876","190,764"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","3,757,196",2.76,"3,688,141.63",2.20,"551,271,168",1.36,256,"3,528",91.47,0.92,335.30,231.21,83.87,"18,046,397","1,806,336","19,959,915","28,884,423","7,225,344","23,192,195","13,162,736","15,958,122","13,142,516","13,282,209","7,138,764",23.67,12.72,"13,282,209","7,138,764"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","827,160",0.61,"816,509.85",0.71,"39,562,240",1.35,256,"8,192",17.67,0.23,379.26,102.76,168.56,"1,806,336","2,179,072","4,002,726","7,225,344","3,211,264","3,213,684","7,284,413",0,"7,225,344","7,236,405","3,136,534",58.58,25.39,"7,236,405","3,136,534"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","515,149",0.38,"511,290.76",1.79,"62,218,240",1.34,64,"100,352",44.66,0.10,271.23,102.76,269.56,"822,413","802,816","1,634,904","3,230,939","3,211,264","3,238,148","3,251,228","19,997","3,211,296","3,241,760","3,122,578",42.10,40.55,"3,241,760","3,122,578"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","507,817",0.38,"505,160.28",0.16,"5,619,712",1.33,64,"100,352",4.66,0.10,270.70,102.76,270.70,"802,816","802,816","1,609,183","3,211,264","3,211,264","3,216,214","3,224,092",0,"3,211,264","3,233,761","3,122,547",42.65,41.18,"3,233,761","3,122,547"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","1,076,656",0.79,"1,083,452.79",0.50,"36,786,176",1.36,256,"8,192",15.51,0.23,292.03,231.21,293.18,"3,874,346","1,806,336","5,704,972","7,195,884","7,225,344","11,970,046","3,290,345","4,737,698","3,234,874","3,280,803","7,132,227",20.40,44.35,"3,280,803","7,132,227"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    8,   32,    1","   32,    8,    1","29,969",0.03,"21,001.72",0.44,"626,688",1.05,256,256,13.17,0.00,83.03,9.44,332.11,"18,432","73,728","93,920","73,728","294,912","296,919","73,892",0,"73,728","74,264","190,392",16.45,42.16,"74,264","190,392"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","3,754,755",2.76,"3,688,633.84",2.20,"551,271,168",1.36,256,"3,528",91.53,0.92,335.45,231.21,83.91,"18,046,499","1,806,336","19,936,158","28,884,515","7,225,344","23,227,386","13,341,171","15,980,499","13,078,336","13,236,589","7,138,602",23.61,12.73,"13,236,589","7,138,602"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","825,893",0.61,"826,425.16",0.70,"39,562,240",1.34,256,"8,192",17.69,0.23,375.99,102.76,167.11,"1,806,336","2,179,072","3,999,123","7,225,344","3,211,264","3,215,459","7,265,645",0,"7,225,344","7,277,635","3,135,098",59.00,25.42,"7,277,635","3,135,098"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","514,580",0.38,"515,991.62",1.77,"62,218,240",1.33,64,"100,352",44.68,0.10,268.63,102.76,266.98,"822,315","802,816","1,640,908","3,230,844","3,211,264","3,233,586","3,223,176","20,165","3,211,296","3,217,064","3,122,446",41.82,40.59,"3,217,064","3,122,446"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","513,734",0.38,"508,043.46",0.16,"5,619,712",1.36,64,"100,352",4.61,0.10,272.74,102.76,272.74,"802,816","802,816","1,615,971","3,211,264","3,211,264","3,213,678","3,224,620",0,"3,211,264","3,239,556","3,198,693",42.24,41.70,"3,239,556","3,198,693"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","1,095,232",0.79,"1,075,672.59",0.50,"36,786,176",1.38,256,"8,192",15.27,0.23,291.01,231.21,292.15,"3,872,201","1,806,336","5,704,563","7,196,890","7,225,344","11,967,614","3,254,693","4,739,424","3,232,808","3,355,215","7,131,916",20.51,43.61,"3,355,215","7,131,916"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[22861] python3.8,"    8,   32,    1","   32,    8,    1","38,701",0.03,"20,989.99",0.44,"626,688",1.41,256,256,10.20,0.00,86.84,9.44,347.36,"18,432","73,728","94,370","73,728","294,912","296,917","78,282",0,"73,728","74,716","191,255",12.90,33.03,"74,716","191,255"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[22861] python3.8,"   49,    2,   36","  256,    1,    1","3,761,206",2.76,"3,688,176.43",2.20,"551,271,168",1.35,256,"3,528",91.41,0.92,334.82,231.21,83.75,"18,046,738","1,806,336","19,931,362","28,884,754","7,225,344","23,212,817","13,287,661","15,923,046","13,102,034","13,146,481","7,137,201",23.41,12.71,"13,146,481","7,137,201"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[22861] python3.8,"   32,  256,    1","  256,    1,    1","822,617",0.61,"814,263.94",0.71,"39,562,240",1.34,256,"8,192",17.76,0.23,378.75,102.76,168.33,"1,806,336","2,179,072","4,004,343","7,225,344","3,211,264","3,216,195","7,268,847",0,"7,225,344","7,265,205","3,136,461",59.14,25.53,"7,265,205","3,136,461"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","515,982",0.38,"507,285.22",1.80,"62,218,240",1.35,64,"100,352",44.56,0.10,271.66,102.76,269.99,"822,804","802,816","1,629,368","3,231,327","3,211,264","3,238,185","3,248,284","20,127","3,211,296","3,258,862","3,122,529",42.25,40.48,"3,258,862","3,122,529"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[22861] python3.8,"100352,    1,    1","   64,    1,    1","515,310",0.38,"503,200.82",0.16,"5,619,712",1.36,64,"100,352",4.59,0.10,272.79,102.76,272.79,"802,816","802,816","1,608,893","3,211,264","3,211,264","3,213,702","3,222,674",0,"3,211,264","3,221,574","3,198,587",41.87,41.58,"3,221,574","3,198,587"
