ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8," 3136,    1,    1","   64,    1,    1","207,487",156.61,"199,362.90",1.83,"24,755,584",1.31,64,"3,136",49.36,54.30,346.70,25.69,164.04,"454,891","200,704","658,957","1,696,713","802,816","886,929","1,629,160","82,428","1,613,716","1,641,674","715,781",52.83,23.03,"1,641,674","715,781"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,157",2.85,19.90,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,368,1,1,438,417,0,2,310,16,0.65,0.03,310,16
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"   16,    1,    1","  512,    1,    1","335,053",250.05,"76,294.49",1.09,"5,658,528",1.34,512,16,7.12,51.38,205.49,25.69,102.75,"401,473","200,768","614,325","1,605,697","802,880","804,665","1,618,332",60,"1,605,640","1,623,112","799,054",32.45,15.97,"1,623,112","799,054"
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29628] python3.8,"   99,    1,    1","  128,    1,    1","3,088",2.78,988.82,0.46,"30,624",1.11,128,99,4.00,0,0,0.08,29.55,0,805,"1,453",0,"2,574","5,956",115,0,0,345,744,0.75,1.61,345,744
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8," 3136,    3,    1","   64,    1,    1","675,545",490.30,"651,232.21",1.11,"48,978,048",1.37,64,"9,408",31.82,85.96,175.32,154.14,314.38,"700,509","1,204,224","1,931,546","2,684,098","4,816,896","5,090,079","2,437,604","273,216","2,416,320","2,439,268","4,721,928",24.14,46.74,"2,439,268","4,721,928"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,137",2.82,19.76,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,178,1,1,430,6,0,2,118,16,0.25,0.03,118,16
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"   96,    1,    1","  512,    1,    1","1,187,772",862.59,"1,108,936.69",0.45,"33,951,168",1.37,512,96,12.06,308.29,357.40,154.15,178.71,"2,408,835","1,204,608","3,625,867","9,634,179","4,817,280","4,822,204","9,670,168",358,"9,633,846","9,661,750","4,736,575",54.48,26.71,"9,661,750","4,736,575"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"150528,    1,    1","   64,    1,    1","767,514",564.38,"761,391.97",0.19,"9,633,792",1.36,64,"150,528",5.78,154.14,273.11,154.14,273.11,"1,204,224","1,204,224","2,417,814","4,816,896","4,816,896","4,819,905","4,859,434",0,"4,816,896","4,869,484","4,804,564",42.49,41.93,"4,869,484","4,804,564"
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[29628] python3.8," 9408,    1,    1"," 1024,    1,    1","547,782",404,"510,092.51",1.73,"59,910,144",1.35,"1,024","9,408",40.44,159.48,394.76,38.54,95.38,"1,778,699","301,056","2,086,144","4,983,866","1,204,224","1,580,442","4,837,023","373,394","4,818,644","4,903,221","1,238,545",59.95,15.14,"4,903,221","1,238,545"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,154",2.85,20.15,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,412,1,1,"1,002",262,0,2,444,0,0.95,0,444,0
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"   96,    1,    1","  512,    1,    1","295,999",222.02,"272,669.43",0.48,"8,892,864",1.33,512,96,12.42,77.08,347.19,38.55,173.62,"602,496","301,440","908,727","2,408,832","1,204,608","1,207,596","2,423,018",360,"2,408,496","2,437,158","1,196,735",55.15,27.08,"2,437,158","1,196,735"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"37632,    1,    1","   64,    1,    1","186,130",140.86,"182,539.46",0.19,"2,408,448",1.32,64,"37,632",5.97,38.54,273.56,38.54,273.56,"301,056","301,056","605,654","1,204,224","1,204,224","1,206,635","1,215,002",0,"1,204,224","1,205,540","1,191,158",43.38,42.86,"1,205,540","1,191,158"
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29628] python3.8,"   25,    1,    1","  128,    1,    1","2,931",2.72,366.01,0.31,"7,680",1.08,128,25,1.05,0,0,0.02,7.24,0,177,643,0,615,"2,673",9,0,0,1,0,0.00,0,1,0
23,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8,"  784,    1,    1","   64,    1,    1","136,013",112.77,"123,594.41",1.74,"14,618,464",1.19,64,784,53.91,40.56,359.66,9.63,85.43,"353,957","75,264","430,793","1,266,214","301,056","369,134","1,206,690","60,638","1,205,584","1,206,850","215,098",59.01,10.52,"1,206,850","215,098"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,168",4.26,19.24,0.05,65,0.74,64,1,0.01,0.00,0.01,0.00,0.01,1,1,376,1,1,"1,036",6,0,2,102,0,0.22,0,102,0
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"   24,    1,    1","  512,    1,    1","95,653",75.49,"32,026.94",1.02,"2,223,216",1.26,512,24,9.61,19.27,255.28,9.64,127.66,"150,624","75,360","227,906","602,208","301,152","303,002","604,978",88,"602,128","606,294","294,639",42.47,20.64,"606,294","294,639"
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29628] python3.8,"   25,    1,    1","  128,    1,    1","2,925",3.74,367.01,0.31,"7,680",0.78,128,25,1.05,0,0,0.02,5.26,0,177,952,0,615,"1,807",339,0,0,17,0,0.04,0,17,0
27,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8,"  784,    5,    1","   64,    1,    1","303,052",224.90,"284,350.06",1.33,"25,676,000",1.34,64,"3,920",35.17,52.95,235.43,57.80,257.02,"456,632","451,584","916,545","1,653,782","1,806,336","1,955,344","1,523,090","147,154","1,507,028","1,511,854","1,716,192",33.34,37.84,"1,511,854","1,716,192"
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,177",4.13,20.15,0.05,65,0.77,64,1,0.01,0.00,0.01,0.00,0.01,1,1,368,1,1,"1,020",6,0,2,30,0,0.06,0,30,0
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"  144,    1,    1","  512,    1,    1","491,384",362.05,"411,229.56",0.48,"13,339,296",1.35,512,144,11.22,115.62,319.36,57.82,159.71,"903,738","452,160","1,365,171","3,613,242","1,806,912","1,835,309","3,609,892","24,896","3,587,276","3,612,140","1,729,227",49.23,23.57,"3,612,140","1,729,227"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"56448,    1,    1","   64,    1,    1","290,632",211.65,"279,567.37",0.19,"3,612,672",1.37,64,"56,448",5.73,57.80,273.11,57.80,273.11,"451,584","451,584","926,798","1,806,336","1,806,336","1,808,811","1,815,188",0,"1,806,336","1,815,010","1,715,359",41.83,39.53,"1,815,010","1,715,359"
31,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[29628] python3.8,"14112,    1,    1"," 1024,    1,    1","720,569",527.68,"668,010.13",1.98,"89,865,216",1.36,"1,024","14,112",46.13,65.79,124.68,57.80,109.54,"872,200","451,584","1,345,140","2,056,050","1,806,336","2,310,489","1,839,639","501,956","1,806,498","1,831,975","1,792,527",17.03,16.66,"1,831,975","1,792,527"
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,171",2.78,20.03,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,496,1,1,"1,010",118,0,2,100,0,0.21,0,100,0
33,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"  144,    1,    1","  512,    1,    1","495,121",369.54,"436,402.16",0.45,"13,339,296",1.34,512,144,11.13,115.62,312.89,57.82,156.47,"903,737","452,160","1,364,037","3,613,241","1,806,912","1,845,761","3,590,564","24,200","3,584,974","3,607,758","1,727,326",48.80,23.37,"3,607,758","1,727,326"
34,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"56448,    1,    1","   64,    1,    1","282,637",211.68,"278,405.79",0.19,"3,612,672",1.33,64,"56,448",5.89,57.80,273.07,57.80,273.07,"451,584","451,584","912,119","1,806,336","1,806,336","1,808,753","1,809,332",0,"1,806,336","1,806,764","1,716,698",42.81,40.68,"1,806,764","1,716,698"
35,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29628] python3.8,"   25,    1,    1","  128,    1,    1","2,921",2.72,385.29,0.29,"7,680",1.07,128,25,1.05,0,0,0.02,7.27,0,174,464,0,618,"1,224",1,0,0,9,0,0.02,0,9,0
36,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8,"  784,    1,    1","   64,    1,    1","196,495",144.74,"169,100.03",1.82,"20,940,640",1.34,64,784,55.56,60.83,420.31,9.63,66.56,"535,338","75,264","662,736","1,899,402","301,056","397,180","1,808,428","91,529","1,807,988","1,812,424","284,909",61.65,9.69,"1,812,424","284,909"
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,144",4.13,19.65,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,223,1,1,430,110,0,2,294,0,0.63,0,294,0
38,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"   24,    1,    1","  512,    1,    1","95,250",76.54,"32,073.26",1.02,"2,223,216",1.24,512,24,9.65,19.27,251.76,9.64,125.90,"150,625","75,360","229,833","602,209","301,152","302,850","665,138",88,"602,128","603,842","217,428",42.48,15.29,"603,842","217,428"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[29628] python3.8," 9408,    1,    1","   64,    1,    1","65,320",54.24,"68,783.31",0.09,"432,768",1.20,64,"9,408",4.26,19.27,355.23,9.63,177.61,"150,528","75,264","230,124","602,112","301,056","303,575","602,220",0,"602,112","602,238","208,830",61.75,21.41,"602,238","208,830"
40,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[29628] python3.8,"   25,    1,    1","  128,    1,    1","2,924",2.69,366.19,0.31,"7,680",1.09,128,25,1.05,0,0,0.02,7.32,0,174,441,0,615,"1,224",123,0,0,113,115,0.26,0.27,113,115
41,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[29628] python3.8,"  784,    5,    1","   64,    1,    1","294,096",222.30,"285,899.04",1.32,"25,676,000",1.31,64,"3,920",36.20,52.88,237.87,57.80,260.02,"456,445","451,584","917,241","1,653,271","1,806,336","1,957,543","1,513,536","147,619","1,507,204","1,560,824","1,714,763",35.41,38.91,"1,560,824","1,714,763"
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,188",2.82,20.32,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,168,1,1,"1,778","1,896",0,2,254,0,0.53,0,254,0
43,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"  144,    1,    1","  512,    1,    1","491,442",366.27,"417,051.66",0.47,"13,339,296",1.34,512,144,11.21,115.62,315.68,57.82,157.86,"903,736","452,160","1,372,804","3,613,240","1,806,912","1,840,713","3,608,664","28,754","3,583,982","3,598,254","1,728,694",49.04,23.56,"3,598,254","1,728,694"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"56448,    1,    1","   64,    1,    1","291,486",210.50,"280,074.35",0.19,"3,612,672",1.38,64,"56,448",5.71,57.80,274.60,57.80,274.60,"451,584","451,584","908,784","1,806,336","1,806,336","1,808,398","1,823,388",0,"1,806,336","1,830,178","1,786,784",42.06,41.06,"1,830,178","1,786,784"
45,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[29628] python3.8," 3528,    1,    1"," 1024,    1,    1","223,516",166.75,"206,087.60",1.60,"22,466,304",1.33,"1,024","3,528",37.27,59.14,354.64,14.45,86.66,"790,813","112,896","908,649","1,848,085","451,584","704,988","1,807,251","250,501","1,806,498","1,815,147","415,206",54.37,12.44,"1,815,147","415,206"
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[29628] python3.8,"    1,    1,    1","   64,    1,    1","3,146",3.81,20.01,0.05,65,0.83,64,1,0.01,0.00,0.01,0.00,0.01,1,1,494,1,1,468,94,0,2,206,0,0.44,0,206,0
47,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[29628] python3.8,"  144,    1,    1","  512,    1,    1","128,352",99.36,"110,688.31",0.53,"4,003,488",1.28,512,144,12.02,28.91,290.99,14.47,145.62,"304,964","133,003","440,162","903,433","452,160","478,093","888,256","24,111","880,820","881,284","371,375",45.99,19.38,"881,284","371,375"
