ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[3364] python3.8,"   25,    2,    1","  128,    1,    1","30,601",23.90,"11,982.87",1.51,"1,234,400",1.28,128,50,20.50,2.45,102.49,1.61,67.17,"38,342","12,544","53,954","76,562","50,176","105,916","27,002","50,569","26,506","26,594",0,5.83,0,"26,594",0
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,174",4.42,20.12,0.05,65,0.72,64,1,0.01,0.00,0.01,0.00,0.01,1,1,383,1,1,468,70,0,2,236,0,0.50,0,236,0
12,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  128,    1,    1","  512,    1,    1","17,516",13.76,"7,439.53",1.85,"936,576",1.27,512,128,20.15,1.62,117.86,1.62,117.88,"13,056","13,056","27,584","50,688","50,688","52,561","50,562",476,"50,240","51,980",0,19.83,0,"51,980",0
13,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1568,    1,    1","   64,    1,    1","7,538",6.53,"2,694.81",0.48,"87,808",1.15,64,"1,568",4.92,1.61,245.96,1.61,245.96,"12,544","12,544","26,122","50,176","50,176","51,437","50,180",0,"50,176","50,220",0,44.28,0,"50,220",0
14,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[3364] python3.8,"    1,   32,    1","   32,    4,    1","4,523",3.71,"1,094.53",0.61,"45,056",1.22,128,32,3.75,0.16,44.14,0.26,70.62,"2,175","2,048","5,062","5,120","8,192","10,433","4,734","1,080","4,608","4,764",0,7.05,0,"4,764",0
15,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[3364] python3.8,"    1,    7,    4","  256,    1,    1","57,392",43.36,"21,785.25",1.74,"2,575,328",1.32,256,28,25.55,10.96,252.79,0.40,9.26,"110,592","8,512","121,500","342,528","12,544","307,748","61,117","294,039","58,368","59,541","16,663",6.95,1.95,"59,541","16,663"
16,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[3364] python3.8,"   68,    2,    1","  512,    1,    1","12,188",12.19,"5,101.84",1.73,"598,784",1.00,512,136,18.24,1.20,98.77,1.20,98.77,"9,408","9,408","19,806","37,632","37,632","39,180","37,759",0,"37,632","37,751",0,20.77,0,"37,751",0
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,153",2.78,18.78,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,430,156,0,2,118,0,0.25,0,118,0
18,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"   96,    1,    1","  512,    1,    1","15,703",13.70,"6,226.99",1.66,"702,432",1.14,512,96,16.91,1.22,88.81,1.22,88.82,"9,792","9,792","21,623","38,016","38,016","42,810","38,978",360,"37,680","39,938",0,17.03,0,"39,938",0
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1176,    1,    1","   64,    1,    1","7,128",7.30,"2,247.96",0.43,"65,856",0.97,64,"1,176",3.90,1.20,165.05,1.20,165.05,"9,408","9,408","19,702","37,632","37,632","39,425","37,790",0,"37,632","37,886",0,35.40,0,"37,886",0
20,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[3364] python3.8,"   25,    1,    1","  128,    1,    1","3,010",3.07,358.41,0.32,"7,680",0.98,128,25,1.02,0,0,0.02,6.41,0,174,434,0,615,"1,213",1,0,0,9,0,0.02,0,9,0
21,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[3364] python3.8,"   25,    2,    1","  128,    1,    1","39,649",29.79,"14,996.32",1.69,"1,726,400",1.33,128,50,23.45,3.66,122.93,1.61,53.89,"57,414","12,544","70,984","114,450","50,176","127,300","39,562","75,657","39,562","45,826",0,7.75,0,"45,826",0
22,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,247",2.82,18.63,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,230,1,1,427,56,0,2,134,12,0.28,0.02,134,12
23,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  128,    1,    1","  512,    1,    1","17,753",14.69,"7,564.22",1.82,"936,576",1.20,512,128,19.88,1.62,110.43,1.62,110.43,"13,056","13,056","28,414","50,688","50,688","52,585","51,810",480,"50,240","51,810",0,19.57,0,"51,810",0
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1568,    1,    1","   64,    1,    1","7,736",8.35,"2,715.94",0.48,"87,808",0.92,64,"1,568",4.79,1.61,192.25,1.61,192.25,"12,544","12,544","25,994","50,176","50,176","51,982","50,404",0,"50,176","50,324",0,43.68,0,"50,324",0
25,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[3364] python3.8,"    1,   32,    1","   32,    4,    1","4,379",3.84,"1,085.35",0.61,"45,056",1.14,128,32,3.87,0.16,42.67,0.26,68.27,"2,087","2,048","5,035","5,120","8,192","10,469","5,468","1,076","4,608","4,820",0,7.41,0,"4,820",0
26,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[3364] python3.8,"    1,    7,    4","  256,    1,    1","57,303",44.03,"21,788.96",1.74,"2,575,328",1.30,256,28,25.59,10.96,248.93,0.40,9.12,"110,592","8,512","120,084","342,528","12,544","312,403","60,757","293,656","58,368","69,841",0,8.17,0,"69,841",0
27,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[3364] python3.8,"   68,    3,    1","  512,    1,    1","15,448",14.05,"6,516.44",1.85,"819,776",1.09,512,204,19.68,1.61,114.30,1.61,114.30,"12,544","12,544","26,806","50,176","50,176","51,740","50,441",0,"50,176","50,631",0,21.90,0,"50,631",0
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,136",2.78,18.57,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,217,1,1,"1,382",6,0,2,54,0,0.12,0,54,0
29,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  128,    1,    1","  512,    1,    1","19,414",13.54,"7,428.65",1.85,"936,576",1.43,512,128,18.18,1.62,119.82,1.62,119.83,"13,056","13,056","27,238","50,688","50,688","52,537","51,570",476,"50,240","50,442",0,17.41,0,"50,442",0
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1568,    1,    1","   64,    1,    1","7,569",6.75,"2,688.03",0.48,"87,808",1.12,64,"1,568",4.90,1.61,237.80,1.61,237.80,"12,544","12,544","26,116","50,176","50,176","51,415","50,324",0,"50,176","50,196",0,44.46,0,"50,196",0
31,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[3364] python3.8,"   25,    1,    1","  128,    1,    1","2,893",3.07,357.49,0.32,"7,680",0.94,128,25,1.07,0,0,0.02,6.41,0,179,706,0,615,"1,225",1,0,0,1,0,0.00,0,1,0
32,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[3364] python3.8,"   25,    2,    1","  128,    1,    1","47,738",36.16,"18,366.31",1.78,"2,218,400",1.32,128,50,25.80,4.87,134.81,1.61,44.40,"76,486","12,544","90,582","152,338","50,176","152,234","55,986","100,745","52,618","53,154",0,7.46,0,"53,154",0
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,178",3.62,20.22,0.05,65,0.88,64,1,0.01,0.00,0.01,0.00,0.01,1,1,172,1,1,"1,382",356,0,2,344,0,0.72,0,344,0
34,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  128,    1,    1","  512,    1,    1","17,668",13.82,"7,438.21",1.85,"936,576",1.27,512,128,19.99,1.62,117.32,1.62,117.33,"13,056","13,056","32,197","50,688","50,688","52,545","50,242",480,"50,240","52,160",0,19.76,0,"52,160",0
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1568,    1,    1","   64,    1,    1","7,578",7.55,"2,635.85",0.49,"87,808",1.00,64,"1,568",4.89,1.61,212.61,1.61,212.61,"12,544","12,544","26,194","50,176","50,176","51,419","50,484",0,"50,176","50,660","38,854",44.57,34.18,"50,660","38,854"
36,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[3364] python3.8,"    1,   32,    1","   32,    4,    1","4,454",3.81,"1,030.51",0.64,"45,056",1.17,128,32,3.81,0.16,43.03,0.26,68.84,"2,091","2,048","5,035","5,120","8,192","10,465","4,628","1,047","4,608","4,900","1,193",7.36,1.79,"4,900","1,193"
37,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[3364] python3.8,"    1,    7,    4","  256,    1,    1","57,267",44.38,"21,753.03",1.74,"2,575,328",1.29,256,28,25.61,10.96,246.96,0.40,9.04,"110,592","8,512","120,466","342,528","12,544","312,828","58,885","293,504","58,368","59,469",0,6.96,0,"59,469",0
38,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[3364] python3.8,"   68,    4,    1","  512,    1,    1","18,675",17.95,"8,208.19",1.86,"1,040,768",1.04,512,272,20.64,2.01,111.80,2.01,111.80,"15,680","15,680","32,376","62,720","62,720","65,010","63,335",0,"62,720","63,431",0,22.79,0,"63,431",0
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,142",2.85,19.84,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,836,1,1,430,182,0,2,452,0,0.97,0,452,0
40,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  160,    1,    1","  512,    1,    1","24,328",18.08,"9,393.63",1.83,"1,170,720",1.34,512,160,18.09,2.03,112.06,2.03,112.14,"16,276","16,320","33,666","63,316","63,360","65,309","62,802",552,"62,800","62,802",0,17.31,0,"62,802",0
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1960,    1,    1","   64,    1,    1","8,354",9.15,"3,070.84",0.53,"109,760",0.91,64,"1,960",5.55,2.01,219.30,2.01,219.30,"15,680","15,680","32,390","62,720","62,720","64,533","63,076",0,"62,720","64,244",0,51.32,0,"64,244",0
42,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[3364] python3.8,"   25,    1,    1","  128,    1,    1","2,898",2.69,357.38,0.32,"7,680",1.08,128,25,1.06,0,0,0.02,7.32,0,174,465,0,615,"1,225",137,0,0,3,0,0.01,0,3,0
43,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[3364] python3.8,"   25,    2,    1","  128,    1,    1","56,788",42.69,"21,677.10",1.84,"2,710,400",1.33,128,50,27.01,6.09,142.60,1.61,37.61,"95,558","12,544","110,336","190,226","50,176","177,504","69,588","125,833","65,674","65,674",0,7.75,0,"65,674",0
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8,"    1,    1,    1","   64,    1,    1","3,119",2.82,18.59,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,699,1,1,434,118,0,2,118,12,0.25,0.03,118,12
45,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[3364] python3.8,"  128,    1,    1","  512,    1,    1","17,787",15.10,"7,769.04",1.77,"936,576",1.17,512,128,19.85,1.62,107.39,1.62,107.39,"13,056","13,056","27,984","50,688","50,688","56,319","50,914",480,"50,240","50,242",0,18.91,0,"50,242",0
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[3364] python3.8," 1568,    1,    1","   64,    1,    1","7,622",6.43,"2,594.10",0.50,"87,808",1.18,64,"1,568",4.86,1.61,249.63,1.61,249.63,"12,544","12,544","26,024","50,176","50,176","51,418","50,236",0,"50,176","50,436",0,44.17,0,"50,436",0
47,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[3364] python3.8,"    1,   32,    1","   32,    4,    1","4,386",4.80,"1,108.41",0.60,"45,056",0.91,128,32,3.87,0.16,34.13,0.26,54.61,"2,165","2,048","5,018","5,120","8,192","10,471","5,052","1,043","4,608","4,740",0,7.18,0,"4,740",0
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[3364] python3.8,"    1,    7,    4","  256,    1,    1","58,074",43.07,"21,829.88",1.73,"2,575,328",1.34,256,28,25.24,10.96,254.48,0.40,9.32,"110,592","8,512","120,502","342,528","12,544","307,769","59,589","293,881","58,368","64,985","26,723",7.50,3.08,"64,985","26,723"
49,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[3364] python3.8,"   68,    5,    1","  512,    1,    1","22,121",18.66,"11,465.96",1.62,"1,261,760",1.18,512,340,21.12,2.41,129.10,2.41,129.10,"18,816","18,816","39,220","75,264","75,264","77,924","77,011",0,"75,264","75,271",600,22.79,0.18,"75,271",600
