ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8," 1568,    1,    1","   64,    1,    1","359,650",0.27,"83,411.82",2.18,"12,377,792",1.35,64,"1,568",14.16,27.32,102.68,12.85,48.28,"232,845","100,352","346,165","853,912","401,408","452,274","804,946","48,858","804,448","821,038","332,993",15.29,6.20,"821,038","332,993"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,279",0.00,19.09,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,273,1,1,430,166,0,2,6,0,0.01,0,6,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"   16,    1,    1","  512,    1,    1","175,252",0.13,"39,448.90",1.07,"2,859,680",1.32,512,16,6.86,25.69,194.35,12.85,97.19,"200,768","100,416","304,230","802,880","401,472","402,882","803,632",60,"802,824","803,080","320,375",30.70,12.25,"803,080","320,375"
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14187] python3.8,"   99,    1,    1","  128,    1,    1","3,335",0.00,316.26,1.42,"30,624",1.10,128,99,3.64,0,0,0.08,26.04,0,712,"1,125",0,"2,477","3,230",57,0,0,57,0,0.11,0,57,0
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8," 1568,    3,    1","   64,    1,    1","762,269",0.56,"178,046.32",2.02,"24,489,024",1.36,64,"4,704",14.04,43.59,77.90,77.07,137.75,"360,939","602,112","963,273","1,362,362","2,408,448","2,565,020","1,244,454","155,804","1,205,984","1,240,572","2,321,286",10.90,20.40,"1,240,572","2,321,286"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0.00,19.97,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,168,1,1,"1,794",6,0,2,110,0,0.23,0,110,0
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"   96,    1,    1","  512,    1,    1","695,163",0.52,"161,743.76",1.56,"17,158,080",1.34,512,96,10.38,154.15,299.02,77.08,149.52,"1,204,608","602,496","1,812,767","4,817,280","2,408,832","2,410,605","4,841,572",360,"4,816,944","4,821,232","2,405,651",46.45,23.18,"4,821,232","2,405,651"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"75264,    1,    1","   64,    1,    1","460,329",0.34,"107,095.81",0.66,"4,816,896",1.36,64,"75,264",4.82,77.07,228.40,77.07,228.40,"602,112","602,112","1,216,810","2,408,448","2,408,448","2,410,658","2,460,136",0,"2,408,448","2,436,788","2,319,670",35.46,33.75,"2,436,788","2,319,670"
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[14187] python3.8," 4704,    1,    1"," 1024,    1,    1","1,042,716",0.77,"228,238.06",1.93,"29,955,072",1.36,"1,024","4,704",10.58,79.74,104.02,19.27,25.13,"891,125","150,528","1,063,247","2,491,975","602,112","791,150","2,444,917","186,977","2,409,820","2,410,307","640,553",15.48,4.11,"2,410,307","640,553"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,236",0.00,18.78,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,213,1,1,446,992,0,2,6,0,0.01,0,6,0
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"   96,    1,    1","  512,    1,    1","191,569",0.14,"43,551.91",1.56,"4,628,928",1.34,512,96,9.86,38.55,271.19,19.28,135.64,"301,440","150,912","455,996","1,204,608","602,496","622,723","1,181,543","22,968","1,181,564","1,182,442","521,960",41.35,18.25,"1,182,442","521,960"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"18816,    1,    1","   64,    1,    1","119,833",0.09,"26,752.69",0.66,"1,204,224",1.39,64,"18,816",4.63,19.27,224.50,19.27,224.50,"150,528","150,528","301,754","602,112","602,112","603,107","608,644",0,"602,112","602,636","513,104",33.68,28.68,"602,636","513,104"
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14187] python3.8,"   25,    1,    1","  128,    1,    1","2,991",0.00,240.72,0.47,"7,680",1.10,128,25,1.03,0,0,0.02,7.36,0,176,460,0,625,"1,231",81,0,0,25,0,0.06,0,25,0
23,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8,"  392,    1,    1","   64,    1,    1","220,222",0.16,"49,353.66",2.18,"7,309,232",1.35,64,392,16.54,21.20,130.49,4.82,29.64,"206,971","37,632","245,421","663,276","150,528","213,867","603,528","60,219","603,164","610,116","98,868",18.56,3.01,"610,116","98,868"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,156",0.00,18.75,0.05,65,0.75,64,1,0.01,0.00,0.01,0.00,0.01,1,1,200,1,1,986,222,0,2,6,0,0.01,0,6,0
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"   24,    1,    1","  512,    1,    1","61,373",0.05,"11,660.66",1.46,"1,157,232",1.29,512,24,7.70,9.64,203.07,4.82,101.57,"75,360","37,728","115,377","301,152","150,624","167,206","246,741","55,760","244,388","262,093","142,309",28.62,15.54,"262,093","142,309"
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14187] python3.8,"   25,    1,    1","  128,    1,    1","2,987",0.00,240.69,0.47,"7,680",1.10,128,25,1.04,0,0,0.02,7.26,0,176,460,0,617,"1,231",43,0,0,1,0,0.00,0,1,0
27,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8,"  392,    5,    1","   64,    1,    1","383,947",0.28,"88,900.09",2.12,"12,838,000",1.36,64,"1,960",13.79,26.79,95.03,28.90,102.50,"236,542","225,792","468,234","838,337","903,168","988,763","759,950","85,422","753,464","753,798","823,307",13.15,14.36,"753,798","823,307"
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,131",0.00,18.50,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,152,1,1,430,708,0,2,214,0,0.46,0,214,0
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"  144,    1,    1","  512,    1,    1","292,180",0.22,"66,796.13",1.53,"6,943,392",1.34,512,144,9.69,57.82,265.41,28.92,132.75,"452,152","226,368","682,802","1,806,904","903,744","960,641","1,752,652","54,172","1,752,012","1,765,874","822,945",40.48,18.87,"1,765,874","822,945"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"28224,    1,    1","   64,    1,    1","172,484",0.13,"40,105.91",0.66,"1,806,336",1.33,64,"28,224",4.83,28.90,224.06,28.90,224.06,"225,792","225,792","452,583","903,168","903,168","906,050","920,672",0,"903,168","906,078","814,146",35.19,31.62,"906,078","814,146"
31,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[14187] python3.8," 7056,    1,    1"," 1024,    1,    1","1,456,295",1.07,"320,303.74",2.06,"44,932,608",1.36,"1,024","7,056",11.36,32.91,30.68,28.90,26.95,"436,478","225,792","684,537","1,028,447","903,168","1,156,280","929,329","252,032","903,330","926,525","818,957",4.26,3.77,"926,525","818,957"
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,164",0.00,20.09,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,568,1,1,446,134,0,2,78,0,0.16,0,78,0
33,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"  144,    1,    1","  512,    1,    1","292,334",0.22,"66,963.34",1.52,"6,943,392",1.34,512,144,9.68,57.82,265.29,28.92,132.69,"452,152","226,368","680,072","1,806,904","903,744","957,745","1,754,578","52,892","1,752,760","1,757,880","827,875",40.28,18.97,"1,757,880","827,875"
34,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"28224,    1,    1","   64,    1,    1","174,566",0.13,"40,193.18",0.66,"1,806,336",1.35,64,"28,224",4.77,28.90,223.39,28.90,223.39,"225,792","225,792","452,230","903,168","903,168","904,177","903,536",0,"903,168","909,322","814,520",34.89,31.25,"909,322","814,520"
35,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14187] python3.8,"   25,    1,    1","  128,    1,    1","2,991",0.00,253.22,0.45,"7,680",1.09,128,25,1.03,0,0,0.02,7.17,0,176,445,0,617,"2,644",57,0,0,99,0,0.22,0,99,0
36,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8,"  392,    1,    1","   64,    1,    1","300,821",0.22,"67,885.40",2.27,"10,470,320",1.35,64,392,18.00,32.27,144.71,4.82,21.60,"327,640","37,632","374,254","1,009,796","150,528","258,160","931,644","102,089","904,450","911,568","102,571",20.30,2.28,"911,568","102,571"
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,174",0.00,19.96,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,640,1,1,990,238,0,2,310,0,0.65,0,310,0
38,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"   24,    1,    1","  512,    1,    1","59,020",0.04,"11,794.93",1.44,"1,157,232",1.31,512,24,8.00,9.64,215.42,4.82,107.74,"75,360","37,728","115,793","301,152","150,624","209,244","270,317","56,844","244,324","283,449","145,005",32.19,16.47,"283,449","145,005"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[14187] python3.8," 4704,    1,    1","   64,    1,    1","34,145",0.03,"7,502.62",0.42,"216,384",1.17,64,"4,704",4.08,9.63,333.40,4.82,166.70,"75,264","37,632","113,854","301,056","150,528","151,435","301,508",0,"301,056","301,268","83,237",59.11,16.33,"301,268","83,237"
40,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[14187] python3.8,"   25,    1,    1","  128,    1,    1","2,994",0.00,253.76,0.45,"7,680",0.81,128,25,1.03,0,0,0.02,5.37,0,184,682,0,617,"2,573",25,0,0,25,0,0.06,0,25,0
41,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[14187] python3.8,"  392,    5,    1","   64,    1,    1","382,838",0.28,"89,019.51",2.12,"12,838,000",1.35,64,"1,960",13.83,26.77,94.95,28.90,102.49,"237,405","225,792","466,340","839,525","903,168","992,375","756,442","84,726","753,464","767,824","825,923",13.43,14.45,"767,824","825,923"
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,130",0.00,18.44,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,239,1,1,430,6,0,2,6,0,0.01,0,6,0
43,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"  144,    1,    1","  512,    1,    1","290,719",0.22,"67,220.15",1.52,"6,943,392",1.34,512,144,9.73,57.82,266.94,28.92,133.51,"452,152","226,368","681,350","1,806,904","903,744","960,661","1,774,372","55,480","1,763,340","1,776,168","901,098",40.92,20.76,"1,776,168","901,098"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"28224,    1,    1","   64,    1,    1","173,142",0.13,"40,122.47",0.66,"1,806,336",1.35,64,"28,224",4.81,28.90,225.96,28.90,225.96,"225,792","225,792","455,096","903,168","903,168","904,136","918,640",0,"903,168","906,844","814,403",35.08,31.51,"906,844","814,403"
45,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[14187] python3.8," 1764,    1,    1"," 1024,    1,    1","418,977",0.31,"92,178.87",1.79,"11,233,152",1.36,"1,024","1,764",9.88,29.57,95.87,7.23,23.42,"396,760","56,448","463,130","924,123","225,792","354,069","904,481","126,092","903,330","919,801","191,350",14.71,3.06,"919,801","191,350"
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8,"    1,    1,    1","   64,    1,    1","3,128",0.00,20.12,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,157,1,1,436,142,0,2,118,0,0.25,0,118,0
47,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[14187] python3.8,"  144,    1,    1","  512,    1,    1","86,669",0.07,"19,896.78",1.68,"2,275,488",1.32,512,144,9.77,14.18,216.74,7.24,110.75,"144,997","67,153","219,089","437,060","226,368","446,010","229,113","216,250","227,088","230,061","145,367",17.78,11.24,"230,061","145,367"
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14187] python3.8," 7056,    1,    1","   64,    1,    1","47,114",0.03,"9,839.12",0.67,"451,584",1.37,64,"7,056",4.42,7.23,211.22,7.23,211.22,"56,448","56,448","113,594","225,792","225,792","226,787","226,684",0,"225,792","226,916","208,726",32.26,29.67,"226,916","208,726"
