ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    2,   16,    1","   32,    8,    1","5,525",0.01,"2,493.84",0.46,"78,336",0.93,256,32,8.88,0.00,49.82,1.18,199.26,"2,304","9,216","13,206","9,216","36,864","38,763","9,492",0,"9,216","9,532","22,061",11.49,26.60,"9,532","22,061"
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[4274] python3.8,"   98,    1,   36","  256,    1,    1","1,164,596",0.83,"1,143,115.79",2.01,"156,360,960",1.40,256,"3,528",74.55,0.23,276.77,231.21,278.35,"4,476,404","1,806,336","6,306,244","7,185,908","7,225,344","10,782,024","3,678,267","3,554,623","3,649,568","3,698,481","7,131,447",21.26,41.00,"3,698,481","7,131,447"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   49,  128,    1","  256,    1,    1","831,103",0.61,"813,409.12",0.59,"32,363,520",1.37,256,"6,272",14.33,0.23,380.92,102.76,169.30,"1,806,336","1,605,632","3,425,870","7,225,344","3,211,264","3,219,017","7,250,145",0,"7,225,344","7,246,641","3,134,015",58.40,25.26,"7,246,641","3,134,015"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"100352,    1,    1","   64,    1,    1","514,105",0.38,"510,109.66",1.79,"62,218,240",1.35,64,"100,352",44.56,0.10,270.79,102.76,269.72,"815,436","802,816","1,631,180","3,223,893","3,211,264","3,230,514","3,228,706","12,685","3,211,396","3,233,150","3,122,274",42.11,40.67,"3,233,150","3,122,274"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"100352,    1,    1","   64,    1,    1","515,867",0.38,"506,245",0.16,"5,619,712",1.37,64,"100,352",4.58,0.10,272.21,102.76,272.21,"802,816","802,816","1,617,786","3,211,264","3,211,264","3,213,753","3,231,080",0,"3,211,264","3,227,494","3,121,358",41.91,40.53,"3,227,494","3,121,358"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[4274] python3.8,"   49,  128,    1","  256,    1,    1","1,034,815",0.77,"1,028,705.18",0.45,"31,410,176",1.34,256,"6,272",14.13,0.23,299.42,231.21,299.63,"4,062,269","1,806,336","5,919,393","7,219,610","7,225,344","12,257,910","3,321,595","5,024,847","3,268,522","3,319,225","7,128,736",21.48,46.14,"3,319,225","7,128,736"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    4,   16,    1","   32,    8,    1","7,609",0.01,"4,974.71",0.46,"156,672",1.26,256,64,12.94,0.00,98.04,2.36,392.17,"4,608","18,432","25,513","18,432","73,728","75,725","18,844",0,"18,432","18,556",0,16.33,0,"18,556",0
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[4274] python3.8,"   98,    1,   36","  256,    1,    1","1,999,547",1.46,"1,973,536.24",2.15,"287,997,696",1.36,256,"3,528",86.01,0.46,315.34,231.21,157.91,"9,010,059","1,806,336","10,843,070","14,429,070","7,225,344","14,392,105","7,373,977","7,164,105","7,305,600","7,386,153","7,137,397",24.74,23.90,"7,386,153","7,137,397"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   49,  128,    1","  256,    1,    1","822,699",0.60,"810,306.85",0.59,"32,363,520",1.36,256,"6,272",14.48,0.23,382.35,102.76,169.94,"1,806,336","1,605,632","3,424,677","7,225,344","3,211,264","3,213,764","7,377,489",0,"7,225,344","7,258,725","3,205,603",59.09,26.10,"7,258,725","3,205,603"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"100352,    1,    1","   64,    1,    1","525,525",0.38,"509,171.07",1.80,"62,218,240",1.38,64,"100,352",43.59,0.10,271.65,102.76,270.58,"815,506","802,816","1,643,358","3,223,965","3,211,264","3,226,534","3,233,924","12,106","3,211,396","3,232,104","3,122,437",41.18,39.78,"3,232,104","3,122,437"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"100352,    1,    1","   64,    1,    1","509,286",0.38,"506,013.34",0.16,"5,619,712",1.35,64,"100,352",4.64,0.10,272.37,102.76,272.37,"802,816","802,816","1,617,245","3,211,264","3,211,264","3,215,524","3,230,956",0,"3,211,264","3,227,436","3,120,346",42.45,41.04,"3,227,436","3,120,346"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[4274] python3.8,"25088,    1,    1","  256,    1,    1","445,704",0.33,"442,078.68",1.38,"41,545,728",1.34,256,"25,088",34.32,0.11,326.62,77.07,232.30,"1,109,474","602,112","1,717,940","3,389,334","2,408,448","2,584,551","3,221,539","175,338","3,211,264","3,296,667","2,322,138",49.54,34.89,"3,296,667","2,322,138"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[4274] python3.8,"   16,  128,    1","  256,    1,    1","286,399",0.21,"266,962.85",0.51,"9,196,544",1.38,256,"2,048",14.56,0.06,276.83,57.80,278.76,"965,917","451,584","1,421,887","1,793,986","1,806,336","2,984,019","829,119","1,176,111","810,182","821,353","1,789,149",19.21,41.83,"821,353","1,789,149"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    4,   32,    1","   32,    8,    1","10,125",0.01,"7,056.10",0.65,"313,344",0.83,256,128,19.57,0.00,98.04,4.72,392.17,"9,216","36,864","48,614","36,864","147,456","150,559","37,700",0,"36,864","36,878","50,894",24.29,33.53,"36,878","50,894"
24,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[4274] python3.8,"   25,    4,   36","  128,    1,    1","1,005,243",0.74,"987,701.22",2.23,"149,443,200",1.36,128,"3,600",87.33,0.35,471.19,115.61,156.55,"5,455,064","903,168","6,370,643","10,874,120","3,612,672","12,434,756","2,159,665","8,808,827","2,144,756","2,173,989","3,525,018",14.48,23.48,"2,173,989","3,525,018"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","415,094",0.31,"403,102.91",0.72,"19,781,120",1.36,256,"4,096",17.55,0.12,378.41,51.38,168.18,"903,168","1,089,536","1,998,803","3,612,672","1,605,632","1,611,983","3,630,321",0,"3,612,672","3,631,941","1,604,793",58.61,25.90,"3,631,941","1,604,793"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","270,061",0.19,"251,531.87",1.82,"31,109,120",1.40,64,"50,176",42.50,0.05,269.68,51.38,267.96,"411,737","401,408","817,058","1,616,031","1,605,632","1,622,934","1,606,248","10,266","1,605,664","1,617,358","1,517,242",40.08,37.60,"1,617,358","1,517,242"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","257,784",0.19,"247,200.72",0.17,"2,809,856",1.36,64,"50,176",4.58,0.05,271.22,51.38,271.22,"401,408","401,408","808,622","1,605,632","1,605,632","1,608,705","1,611,152",0,"1,605,632","1,612,840","1,515,961",41.91,39.39,"1,612,840","1,515,961"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","509,027",0.38,"506,843.12",0.53,"18,393,088",1.32,256,"4,096",16.37,0.12,298.95,115.61,300.41,"1,935,094","903,168","2,851,285","3,594,385","3,612,672","5,980,890","1,620,117","2,366,935","1,614,876","1,628,517","3,590,428",21.43,47.24,"1,628,517","3,590,428"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    8,   32,    1","   32,    8,    1","27,488",0.03,"21,902.29",0.42,"626,688",1.05,256,256,14.35,0.00,91.13,9.44,364.54,"18,432","73,728","94,209","73,728","294,912","299,579","74,444",0,"73,728","73,900","189,926",17.90,45.99,"73,900","189,926"
30,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[4274] python3.8,"   25,    4,   36","  128,    1,    1","1,894,901",1.39,"1,879,604.65",2.24,"286,070,400",1.36,128,"3,600",92.15,0.70,502.03,115.61,83.24,"10,949,426","903,168","11,986,498","21,787,496","3,612,672","18,416,434","7,525,913","14,788,327","7,415,852","7,195,981","3,525,646",25.43,12.46,"7,195,981","3,525,646"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","412,192",0.31,"412,871.03",0.70,"19,781,120",1.35,256,"4,096",17.68,0.12,378.89,51.38,168.39,"903,168","1,089,536","2,002,664","3,612,672","1,605,632","1,612,761","3,625,667",0,"3,612,672","3,613,913","1,528,410",58.72,24.84,"3,613,913","1,528,410"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","260,037",0.19,"252,676.51",1.81,"31,109,120",1.36,64,"50,176",44.09,0.05,270.06,51.38,268.32,"411,626","401,408","818,879","1,615,912","1,605,632","1,618,649","1,616,632","10,223","1,605,664","1,613,680","1,593,206",41.55,41.02,"1,613,680","1,593,206"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","251,249",0.19,"248,257.09",0.17,"2,809,856",1.34,64,"50,176",4.70,0.05,274.47,51.38,274.47,"401,408","401,408","808,774","1,605,632","1,605,632","1,607,808","1,611,892",0,"1,605,632","1,609,786","1,591,704",42.92,42.44,"1,609,786","1,591,704"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","519,121",0.38,"514,550.29",0.53,"18,393,088",1.35,256,"4,096",16.05,0.12,299.95,115.61,301.33,"1,934,476","903,168","2,847,783","3,595,366","3,612,672","5,980,467","1,633,187","2,362,344","1,618,004","1,620,215","3,519,816",20.90,45.41,"1,620,215","3,519,816"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    8,   32,    1","   32,    8,    1","29,191",0.03,"20,196.06",0.46,"626,688",1.00,256,256,13.50,0.00,81.56,9.44,326.23,"18,432","73,728","93,918","73,728","294,912","296,914","74,620",0,"73,728","74,992","190,501",17.13,43.52,"74,992","190,501"
36,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[4274] python3.8,"   25,    4,   36","  128,    1,    1","1,896,970",1.39,"1,880,363.56",2.24,"286,070,400",1.36,128,"3,600",92.08,0.70,501.26,115.61,83.11,"10,949,960","903,168","11,886,391","21,788,049","3,612,672","18,262,486","7,377,175","14,763,783","7,256,072","7,144,837","3,525,700",25.22,12.45,"7,144,837","3,525,700"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","415,207",0.31,"404,470.44",0.72,"19,781,120",1.32,256,"4,096",17.54,0.12,367.22,51.38,163.21,"903,168","1,089,536","1,997,332","3,612,672","1,605,632","1,607,744","3,613,649",0,"3,612,672","3,632,469","1,530,250",58.60,24.69,"3,632,469","1,530,250"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","256,331",0.19,"251,056.71",1.82,"31,109,120",1.33,64,"50,176",44.74,0.05,269.76,51.38,268.01,"411,803","401,408","851,871","1,616,087","1,605,632","1,623,340","1,613,968","10,221","1,605,664","1,623,624","1,516,673",42.39,39.60,"1,623,624","1,516,673"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","251,550",0.19,"248,093.25",0.17,"2,809,856",1.32,64,"50,176",4.70,0.05,269.49,51.38,269.49,"401,408","401,408","811,499","1,605,632","1,605,632","1,608,078","1,615,016",0,"1,605,632","1,619,370","1,515,159",43.12,40.34,"1,619,370","1,515,159"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","514,388",0.39,"511,894.37",0.53,"18,393,088",1.33,256,"4,096",16.19,0.12,298.39,115.61,299.91,"1,934,823","903,168","2,850,892","3,594,211","3,612,672","5,981,144","1,639,717","2,365,952","1,616,982","1,712,918","3,521,278",22.30,45.84,"1,712,918","3,521,278"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[4274] python3.8,"    8,   32,    1","   32,    8,    1","38,451",0.03,"21,266.71",0.43,"626,688",1.50,256,256,10.22,0.00,92.28,9.44,369.10,"18,432","73,728","94,323","73,728","294,912","296,951","74,596",0,"73,728","74,726","190,159",13.01,33.12,"74,726","190,159"
42,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[4274] python3.8,"   25,    4,   36","  128,    1,    1","1,900,654",1.39,"1,880,394.96",2.24,"286,070,400",1.36,128,"3,600",91.91,0.70,500.84,115.61,83.04,"10,949,453","903,168","11,876,925","21,787,512","3,612,672","18,686,985","7,020,175","15,028,632","7,042,458","7,219,601","3,603,153",25.44,12.69,"7,219,601","3,603,153"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[4274] python3.8,"   16,  256,    1","  256,    1,    1","409,450",0.30,"412,466.66",0.71,"19,781,120",1.34,256,"4,096",17.79,0.12,379.28,51.38,168.57,"903,168","1,089,536","2,037,474","3,612,672","1,605,632","1,609,796","3,617,777",0,"3,612,672","3,622,389","1,528,743",59.25,25.01,"3,622,389","1,528,743"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","256,435",0.19,"252,077.13",1.81,"31,109,120",1.34,64,"50,176",44.72,0.05,270.95,51.38,269.22,"411,812","401,408","818,418","1,616,098","1,605,632","1,618,663","1,619,328","10,313","1,605,664","1,610,126","1,593,286",42.02,41.58,"1,610,126","1,593,286"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4274] python3.8,"50176,    1,    1","   64,    1,    1","250,949",0.19,"247,855.59",0.17,"2,809,856",1.34,64,"50,176",4.71,0.05,273.67,51.38,273.67,"401,408","401,408","811,534","1,605,632","1,605,632","1,608,120","1,616,848",0,"1,605,632","1,617,242","1,512,920",43.16,40.38,"1,617,242","1,512,920"
46,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[4274] python3.8,"12544,    1,    1","  256,    1,    1","220,929",0.17,"218,192.13",1.40,"20,772,864",1.31,256,"12,544",34.64,0.05,315.36,38.54,229.46,"707,308","301,056","1,014,385","1,658,547","1,204,224","1,440,213","1,660,787","232,305","1,605,632","1,612,393","1,118,641",48.88,33.91,"1,612,393","1,118,641"
