ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    2,   16,    1","   32,    8,    1","8,298",0.00,"2,071.51",0.56,"78,336",1.69,256,32,5.92,0.00,60.24,1.18,240.94,"2,304","9,216","12,441","9,216","36,864","38,112","10,468",0,"9,216","9,874",0,7.95,0,"9,874",0
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"  196,    1,   36","  256,    1,    1","4,344,985",3.19,"2,154,340.71",2.13,"312,721,920",1.36,256,"7,056",39.98,0.46,143.57,462.42,144.98,"8,891,407","3,612,672","12,622,604","14,310,416","14,450,688","21,522,930","7,404,439","7,067,539","7,262,208","7,433,311","14,362,669",11.46,22.14,"7,433,311","14,362,669"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   98,  128,    1","  256,    1,    1","1,645,462",1.20,"810,045.28",1.18,"64,727,040",1.36,256,"12,544",14.52,0.46,383.86,205.52,170.60,"3,612,672","3,211,264","6,836,687","14,450,688","6,422,528","6,424,264","14,592,739",0,"14,450,688","14,502,599","6,348,007",59.03,25.84,"14,502,599","6,348,007"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"200704,    1,    1","   64,    1,    1","1,338,285",0.98,"665,937.03",2.75,"124,436,480",1.36,64,"200,704",34.33,0.21,209.99,205.52,209.42,"1,622,953","1,605,632","3,241,967","6,439,849","6,422,528","6,441,809","6,484,360","17,269","6,422,648","6,549,996","6,334,997",32.78,31.71,"6,549,996","6,334,997"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"200704,    1,    1","   64,    1,    1","1,029,527",0.75,"507,850.03",0.33,"11,239,424",1.36,64,"200,704",4.60,0.21,272.55,205.52,272.55,"1,605,632","1,605,632","3,235,147","6,422,528","6,422,528","6,424,193","6,558,420",0,"6,422,528","6,556,072","6,405,216",42.65,41.67,"6,556,072","6,405,216"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   98,  128,    1","  256,    1,    1","2,061,314",1.50,"1,020,804.90",0.91,"62,820,352",1.37,256,"12,544",14.21,0.46,309.26,462.42,308.59,"8,125,085","3,612,672","11,776,262","14,481,258","14,450,688","24,620,208","6,513,223","10,170,401","6,423,808","6,520,575","14,361,917",21.19,46.67,"6,520,575","14,361,917"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    4,   16,    1","   32,    8,    1","23,168",0.01,"3,207.46",0.72,"156,672",3.28,256,64,4.24,0.00,83.78,2.36,335.13,"4,608","18,432","23,972","18,432","73,728","75,047","18,796",0,"18,432","18,788",8,5.44,0.00,"18,788",8
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"  196,    1,   36","  256,    1,    1","7,820,358",5.73,"3,887,428.09",2.18,"575,995,392",1.36,256,"7,056",44.06,0.92,161.23,462.42,80.69,"18,037,771","3,612,672","21,793,656","28,875,793","14,450,688","28,843,587","14,907,251","14,388,434","14,524,560","14,833,787","14,364,546",12.70,12.30,"14,833,787","14,364,546"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   98,  128,    1","  256,    1,    1","1,645,530",1.21,"815,651",1.17,"64,727,040",1.35,256,"12,544",14.55,0.46,382.47,205.52,169.98,"3,612,672","3,211,264","6,827,337","14,450,688","6,422,528","6,424,256","14,452,453",0,"14,450,688","14,521,799","6,347,481",59.11,25.84,"14,521,799","6,347,481"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"200704,    1,    1","   64,    1,    1","1,342,089",0.99,"665,661.16",2.75,"124,436,480",1.35,64,"200,704",34.30,0.21,209.20,205.52,208.64,"1,622,970","1,605,632","3,239,638","6,439,866","6,422,528","6,441,609","6,473,265","17,286","6,422,612","6,475,410","6,333,930",32.32,31.61,"6,475,410","6,333,930"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"200704,    1,    1","   64,    1,    1","1,026,799",0.75,"510,852.53",0.32,"11,239,424",1.36,64,"200,704",4.61,0.21,272.74,205.52,272.74,"1,605,632","1,605,632","3,264,865","6,422,528","6,422,528","6,424,470","6,512,620",0,"6,422,528","6,480,618","6,333,526",42.27,41.31,"6,480,618","6,333,526"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[14629] python3.8,"50176,    1,    1","  256,    1,    1","1,185,569",0.87,"588,851.71",2.08,"83,091,456",1.36,256,"50,176",25.89,0.21,246.35,154.14,177.75,"2,201,201","1,204,224","3,433,130","6,677,238","4,816,896","5,072,295","6,456,003","249,790","6,422,528","6,477,579","4,811,687",36.60,27.18,"6,477,579","4,811,687"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   32,  128,    1","  256,    1,    1","527,438",0.37,"243,514.88",1.11,"18,393,088",1.41,256,"4,096",15.86,0.12,309.05,115.61,309.70,"1,934,303","903,168","2,843,252","3,604,727","3,612,672","5,994,504","1,609,657","2,379,062","1,605,828","1,607,167","3,523,356",20.41,44.75,"1,607,167","3,523,356"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    4,   32,    1","   32,    8,    1","14,228",0.01,"5,375.78",0.86,"313,344",1.26,256,128,13.94,0.00,105.63,4.72,422.51,"9,216","36,864","47,192","36,864","147,456","148,711","37,548",0,"36,864","37,664","117,875",17.66,55.28,"37,664","117,875"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"   49,    2,   36","  256,    1,    1","3,928,359",2.88,"1,948,574.25",2.17,"287,997,696",1.36,256,"3,528",43.86,0.46,160.34,231.21,80.23,"9,020,236","1,806,336","10,903,273","14,439,244","7,225,344","16,082,957","5,981,747","8,721,701","5,621,412","5,888,793","7,136,031",10.04,12.17,"5,888,793","7,136,031"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","826,565",0.61,"407,939.88",1.43,"39,562,240",1.36,256,"8,192",17.68,0.23,380.84,102.76,169.26,"1,806,336","2,179,069","4,005,301","7,225,344","3,211,264","3,214,774","7,260,079",0,"7,225,344","7,233,537","3,139,500",58.61,25.44,"7,233,537","3,139,500"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","673,686",0.49,"333,043.60",2.75,"62,218,240",1.36,64,"100,352",34.19,0.10,210.19,102.76,208.28,"832,376","802,816","1,644,002","3,240,846","3,211,264","3,242,989","3,213,947","29,535","3,211,296","3,234,454","3,122,289",32.16,31.04,"3,234,454","3,122,289"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","508,207",0.38,"253,502.68",0.33,"5,619,712",1.34,64,"100,352",4.66,0.10,272.53,102.76,272.53,"802,816","802,816","1,613,751","3,211,264","3,211,264","3,212,930","3,343,892",0,"3,211,264","3,211,274","3,122,289",42.32,41.15,"3,211,274","3,122,289"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","1,001,354",0.73,"495,379.26",1.09,"36,786,176",1.37,256,"8,192",16.71,0.23,317.57,231.21,318.18,"3,868,059","1,806,336","5,676,896","7,212,237","7,225,344","11,989,721","3,243,043","4,761,318","3,211,500","3,287,065","7,208,257",21.99,48.22,"3,287,065","7,208,257"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    8,   32,    1","   32,    8,    1","38,646",0.03,"14,121.28",0.65,"626,688",1.43,256,256,10.21,0.00,87.77,9.44,351.09,"18,432","73,728","93,116","73,728","294,912","296,219","77,364",0,"73,728","73,894","198,075",12.79,34.30,"73,894","198,075"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"   49,    2,   36","  256,    1,    1","7,403,029",5.43,"3,669,539.63",2.21,"551,271,168",1.36,256,"3,528",46.29,0.92,170.41,231.21,42.61,"18,055,501","1,806,336","20,009,797","28,893,517","7,225,344","21,653,507","15,003,405","14,387,683","14,599,976","14,997,807","7,141,211",13.57,6.46,"14,997,807","7,141,211"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","820,166",0.61,"407,497.87",1.43,"39,562,240",1.35,256,"8,192",17.80,0.23,381.99,102.76,169.77,"1,806,336","2,179,072","4,001,531","7,225,344","3,211,264","3,212,992","7,236,881",0,"7,225,344","7,239,579","3,139,701",59.12,25.64,"7,239,579","3,139,701"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","671,206",0.49,"333,338.59",2.74,"62,218,240",1.35,64,"100,352",34.25,0.10,210.16,102.76,208.23,"831,980","802,816","1,648,157","3,240,463","3,211,264","3,247,181","3,231,950","29,662","3,211,296","3,240,736","3,122,993",32.34,31.16,"3,240,736","3,122,993"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","511,581",0.38,"252,904.88",0.33,"5,619,712",1.34,64,"100,352",4.63,0.10,270.83,102.76,270.83,"802,816","802,816","1,616,898","3,211,264","3,211,264","3,213,611","3,228,726",0,"3,211,264","3,233,286","3,122,286",42.33,40.88,"3,233,286","3,122,286"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","987,105",0.73,"495,523.88",1.09,"36,786,176",1.35,256,"8,192",16.95,0.23,316.69,231.21,317.28,"3,870,036","1,806,336","5,706,910","7,212,310","7,225,344","11,989,400","3,276,655","4,762,414","3,211,474","3,348,207","7,135,180",22.72,48.41,"3,348,207","7,135,180"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    8,   32,    1","   32,    8,    1","34,144",0.03,"14,253.81",0.65,"626,688",1.21,256,256,11.58,0.00,84.74,9.44,338.98,"18,432","73,728","93,116","73,728","294,912","296,223","74,744",0,"73,728","74,436","197,611",14.58,38.71,"74,436","197,611"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"   49,    2,   36","  256,    1,    1","7,406,236",5.44,"3,668,413.19",2.21,"551,271,168",1.36,256,"3,528",46.25,0.92,170.07,231.21,42.53,"18,055,605","1,806,336","20,068,213","28,893,622","7,225,344","21,648,785","14,816,457","14,404,276","14,622,398","14,900,487","7,141,010",13.48,6.46,"14,900,487","7,141,010"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","823,338",0.60,"407,553.78",1.43,"39,562,240",1.36,256,"8,192",17.77,0.23,382.90,102.76,170.18,"1,806,336","2,179,072","4,027,357","7,225,344","3,211,264","3,213,112","7,240,977",0,"7,225,344","7,263,813","3,138,901",59.08,25.53,"7,263,813","3,138,901"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","672,098",0.49,"333,187.12",2.75,"62,218,240",1.36,64,"100,352",34.22,0.10,210.18,102.76,208.25,"832,099","802,816","1,665,714","3,240,576","3,211,264","3,243,030","3,234,486","29,705","3,211,296","3,315,072","3,123,771",33.03,31.13,"3,315,072","3,123,771"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","518,013",0.38,"252,836.46",0.33,"5,619,712",1.37,64,"100,352",4.57,0.10,272.42,102.76,272.42,"802,816","802,816","1,608,809","3,211,264","3,211,264","3,213,053","3,232,198",0,"3,211,264","3,231,434","3,194,420",41.78,41.30,"3,231,434","3,194,420"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","1,000,597",0.75,"490,449.40",1.10,"36,786,176",1.32,256,"8,192",16.71,0.23,306.63,231.21,307.15,"3,871,052","1,806,336","5,696,684","7,212,834","7,225,344","11,990,106","3,250,293","4,763,041","3,211,560","3,257,143","7,136,088",21.80,47.77,"3,257,143","7,136,088"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[14629] python3.8,"    8,   32,    1","   32,    8,    1","33,710",0.03,"16,429.04",0.56,"626,688",1.12,256,256,11.73,0.00,79.45,9.44,317.79,"18,432","73,728","93,847","73,728","294,912","296,169","75,566",0,"73,728","78,186","198,723",15.53,39.46,"78,186","198,723"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[14629] python3.8,"   49,    2,   36","  256,    1,    1","7,382,267",5.43,"3,665,615",2.21,"551,271,168",1.36,256,"3,528",46.40,0.92,170.16,231.21,42.55,"18,055,649","1,806,336","20,044,213","28,893,666","7,225,344","21,654,027","15,055,871","14,496,950","14,608,100","14,856,271","7,140,836",13.48,6.48,"14,856,271","7,140,836"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[14629] python3.8,"   32,  256,    1","  256,    1,    1","827,979",0.61,"406,121.74",1.43,"39,562,240",1.36,256,"8,192",17.68,0.23,381.73,102.76,169.66,"1,806,336","2,179,072","3,986,585","7,225,344","3,211,264","3,217,261","7,252,073",0,"7,225,344","7,234,139","3,139,829",58.52,25.40,"7,234,139","3,139,829"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","670,979",0.52,"333,631.34",2.74,"62,218,240",1.28,64,"100,352",34.25,0.10,198.11,102.76,196.31,"832,542","802,816","1,651,342","3,241,013","3,211,264","3,242,932","3,222,886","29,644","3,211,296","3,216,700","3,122,273",32.11,31.17,"3,216,700","3,122,273"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[14629] python3.8,"100352,    1,    1","   64,    1,    1","509,098",0.38,"253,099.01",0.33,"5,619,712",1.34,64,"100,352",4.65,0.10,271.89,102.76,271.89,"802,816","802,816","1,608,725","3,211,264","3,211,264","3,213,118","3,254,340",0,"3,211,264","3,217,100","3,197,559",42.33,42.07,"3,217,100","3,197,559"
