ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[29901] python3.8,"   32,   14,    7","  256,    1,    1","4,964,780",3.64,"2,450,501.91",1.73,"288,436,736",1.36,256,"3,136",33.07,1.29,355.04,51.38,14.12,"13,770,752","802,816","14,643,345","40,386,560","1,605,632","38,820,492","4,699,203","37,232,512","4,579,628","4,782,559","1,573,727",6.45,2.12,"4,782,559","1,573,727"
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"50176,    1,    1","   64,    1,    1","337,516",0.25,"166,913.24",2.74,"31,109,120",1.35,64,"50,176",34.07,0.05,207.52,51.38,206.96,"405,732","401,408","816,209","1,609,958","1,605,632","1,611,862","1,617,896","4,328","1,605,660","1,612,858","1,516,641",32.01,30.10,"1,612,858","1,516,641"
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"50176,    1,    1","   64,    1,    1","253,162",0.19,"125,092.54",0.33,"2,809,856",1.34,64,"50,176",4.67,0.05,272.65,51.38,272.65,"401,408","401,408","803,995","1,605,632","1,605,632","1,607,295","1,618,724",0,"1,605,632","1,606,208","1,516,606",42.50,40.13,"1,606,208","1,516,606"
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[29901] python3.8,"12544,    1,    1","  256,    1,    1","296,818",0.22,"146,454.90",2.09,"20,772,864",1.34,256,"12,544",25.81,0.05,242.14,38.54,174.91,"549,993","301,056","858,598","1,667,558","1,204,224","1,269,613","1,609,763","61,792","1,605,632","1,615,495","1,124,919",36.46,25.39,"1,615,495","1,124,919"
18,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[29901] python3.8,"   16,  128,    1","  256,    1,    1","215,048",0.16,"104,156.44",1.30,"9,196,544",1.36,256,"2,048",19.44,0.03,182.18,57.80,367.74,"479,620","451,584","932,221","894,473","1,806,336","2,391,169","408,945","582,259","401,408","411,201","1,715,079",12.81,53.43,"411,201","1,715,079"
19,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[29901] python3.8,"    4,   32,    1","   32,    8,    1","14,409",0.01,"5,345.18",0.86,"313,344",1.27,256,128,13.70,0.00,104.73,4.72,418.91,"9,216","36,864","47,078","36,864","147,456","148,759","37,460",0,"36,864","36,876","58,326",17.11,27.06,"36,876","58,326"
20,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[29901] python3.8,"   25,    2,   36","  256,    1,    1","2,023,020",1.48,"995,540.49",2.17,"146,937,600",1.36,256,"1,800",43.42,0.23,157.49,115.61,78.03,"4,581,538","903,168","5,521,926","7,291,058","3,612,672","8,993,483","2,058,551","5,374,251","1,981,356","2,061,128","3,525,800",6.82,11.67,"2,061,128","3,525,800"
21,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","359,261",0.27,"177,010.15",1.45,"17,454,592",1.35,256,"4,096",17.92,0.12,434.69,25.69,96.60,"903,168","544,768","1,456,440","3,612,672","802,816","804,610","3,625,883",0,"3,612,672","3,613,631","760,161",67.38,14.17,"3,613,631","760,161"
22,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","170,316",0.13,"83,850.72",2.73,"15,554,560",1.34,64,"25,088",33.74,0.03,205.29,25.69,203.40,"208,156","200,704","410,791","810,289","802,816","811,943","809,888","7,573","802,848","805,304","713,889",31.67,28.08,"805,304","713,889"
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","124,142",0.09,"63,360.41",0.33,"1,404,928",1.31,64,"25,088",4.77,0.03,272.23,25.69,272.23,"200,704","200,704","403,225","802,816","802,816","804,167","804,084",0,"802,816","809,920","713,923",43.70,38.52,"809,920","713,923"
24,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","419,282",0.31,"207,564.31",1.30,"18,393,088",1.37,256,"4,096",19.93,0.06,188.10,115.61,378.53,"962,131","903,168","1,871,411","1,795,423","3,612,672","4,786,178","820,205","1,171,443","802,818","818,321","3,522,944",13.07,56.28,"818,321","3,522,944"
25,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[29901] python3.8,"    8,   32,    1","   32,    8,    1","38,486",0.03,"13,902.21",0.66,"626,688",1.41,256,256,10.23,0.00,86.74,9.44,346.96,"18,432","73,728","93,230","73,728","294,912","296,170","74,732",0,"73,728","74,336","192,296",12.94,33.47,"74,336","192,296"
26,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[29901] python3.8,"   25,    2,   36","  256,    1,    1","3,808,543",2.78,"1,876,333.81",2.20,"281,260,800",1.37,256,"1,800",45.88,0.47,167.90,115.61,41.57,"9,171,560","903,168","10,137,382","14,590,587","3,612,672","12,775,532","5,972,339","9,119,542","5,625,128","5,828,499","3,527,678",10.25,6.20,"5,828,499","3,527,678"
27,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","358,441",0.27,"176,794.96",1.45,"17,454,592",1.34,256,"4,096",18.00,0.12,433.85,25.69,96.41,"903,168","544,768","1,455,969","3,612,672","802,816","804,504","3,627,641",0,"3,612,672","3,630,053","760,756",67.84,14.22,"3,630,053","760,756"
28,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","170,342",0.13,"84,357.24",2.71,"15,554,560",1.34,64,"25,088",33.75,0.03,205.08,25.69,203.19,"208,244","200,704","412,999","810,376","802,816","811,849","821,714","7,582","802,848","805,014","713,937",31.65,28.07,"805,014","713,937"
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","124,309",0.10,"60,777.69",0.34,"1,404,928",1.30,64,"25,088",4.76,0.03,268.59,25.69,268.59,"200,704","200,704","413,384","802,816","802,816","804,153","810,846",0,"802,816","803,990","713,898",43.32,38.47,"803,990","713,898"
30,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","412,779",0.31,"205,267.34",1.32,"18,393,088",1.34,256,"4,096",20.22,0.06,187.49,115.61,377.22,"962,342","903,168","1,872,798","1,795,453","3,612,672","4,785,201","819,409","1,171,153","802,816","804,613","3,521,705",13.06,57.15,"804,613","3,521,705"
31,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[29901] python3.8,"    8,   32,    1","   32,    8,    1","37,101",0.03,"14,205",0.65,"626,688",1.30,256,256,10.61,0.00,83.03,9.44,332.11,"18,432","73,728","93,806","73,728","294,912","297,243","88,890",0,"73,728","73,878","191,279",13.34,34.54,"73,878","191,279"
32,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[29901] python3.8,"   25,    2,   36","  256,    1,    1","3,796,457",2.79,"1,874,335.38",2.21,"281,260,800",1.36,256,"1,800",46.01,0.47,167.59,115.61,41.50,"9,171,399","903,168","10,137,464","14,590,411","3,612,672","12,738,169","5,748,821","9,068,595","5,660,836","5,652,163","3,527,557",9.97,6.22,"5,652,163","3,527,557"
33,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","359,389",0.27,"177,057.29",1.45,"17,454,592",1.34,256,"4,096",17.92,0.12,433.43,25.69,96.32,"903,168","544,766","1,456,514","3,612,672","802,816","804,186","3,625,031",0,"3,612,672","3,630,977","758,680",67.67,14.14,"3,630,977","758,680"
34,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","170,440",0.13,"83,864.68",2.73,"15,554,560",1.34,64,"25,088",33.73,0.03,205.26,25.69,203.35,"208,267","200,704","410,171","810,401","802,816","812,261","803,970","7,635","802,848","808,992","714,896",31.80,28.10,"808,992","714,896"
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","123,813",0.10,"60,364.13",0.34,"1,404,928",1.28,64,"25,088",4.78,0.03,267.07,25.69,267.07,"200,704","200,704","403,678","802,816","802,816","804,151","807,004",0,"802,816","809,510","713,816",43.79,38.61,"809,510","713,816"
36,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","417,737",0.31,"207,607.72",1.30,"18,393,088",1.34,256,"4,096",19.98,0.06,184.98,115.61,372.02,"962,390","903,168","1,883,122","1,795,359","3,612,672","4,786,407","804,213","1,172,081","802,816","821,481","3,521,704",13.17,56.47,"821,481","3,521,704"
37,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[29901] python3.8,"    8,   32,    1","   32,    8,    1","32,424",0.03,"14,195.32",0.65,"626,688",1.20,256,256,12.16,0.00,88.19,9.44,352.77,"18,432","73,728","93,264","73,728","294,912","296,215","74,260",0,"73,728","74,568","192,360",15.41,39.76,"74,568","192,360"
38,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[29901] python3.8,"   25,    2,   36","  256,    1,    1","3,808,952",2.78,"1,875,488.78",2.21,"281,260,800",1.36,256,"1,800",45.87,0.47,167.67,115.61,41.52,"9,171,254","903,168","10,200,233","14,590,268","3,612,672","12,665,277","5,731,297","8,970,816","5,683,248","5,865,535","3,527,649",10.31,6.20,"5,865,535","3,527,649"
39,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[29901] python3.8,"   16,  256,    1","  256,    1,    1","357,463",0.27,"176,489.07",1.45,"17,454,592",1.34,256,"4,096",18.01,0.12,434.27,25.69,96.50,"903,168","544,768","1,456,806","3,612,672","802,816","804,671","3,623,977",0,"3,612,672","3,621,983","836,725",67.87,15.68,"3,621,983","836,725"
40,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","170,747",0.13,"83,787.88",2.73,"15,554,560",1.34,64,"25,088",33.68,0.03,204.97,25.69,203.09,"208,149","200,704","411,876","810,287","802,816","812,158","810,932","7,243","802,848","879,502","713,926",34.51,28.01,"879,502","713,926"
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[29901] python3.8,"25088,    1,    1","   64,    1,    1","124,066",0.10,"60,733.96",0.34,"1,404,928",1.30,64,"25,088",4.77,0.03,269.58,25.69,269.58,"200,704","200,704","406,052","802,816","802,816","804,161","807,790",0,"802,816","806,422","713,794",43.53,38.53,"806,422","713,794"
42,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[29901] python3.8," 6272,    1,    1","  256,    1,    1","147,004",0.11,"71,564.40",2.13,"10,386,432",1.34,256,"6,272",26.08,0.03,239.68,19.27,176.06,"352,689","150,528","507,606","818,268","602,112","713,282","806,363","109,994","802,816","806,509","522,976",36.76,23.84,"806,509","522,976"
43,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[29901] python3.8,"    4,  256,    1","  256,    1,    1","103,532",0.08,"49,231.49",1.45,"4,845,568",1.37,256,"1,024",21.57,0.01,149.46,28.90,383.02,"152,090","330,126","484,858","352,196","903,168","1,105,182","203,647","200,945","200,704","205,633","818,250",13.31,52.95,"205,633","818,250"
44,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[29901] python3.8,"    8,   64,    1","   32,    8,    1","65,509",0.05,"29,753.59",0.62,"1,253,376",1.29,256,512,12.01,0.00,93.03,18.87,372.13,"36,864","147,456","186,644","147,456","589,824","591,123","149,606",0,"147,456","147,960","491,795",15.13,50.28,"147,960","491,795"
45,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[29901] python3.8,"    7,    8,   36","  128,    1,    1","2,118,022",1.55,"1,045,436.53",2.25,"160,199,424",1.36,128,"2,016",46.21,0.36,233.82,57.80,37.24,"6,247,857","561,055","6,852,569","11,341,337","1,806,336","11,952,356","1,585,042","10,143,495","1,493,008","1,556,259","1,719,671",4.92,5.44,"1,556,259","1,719,671"
46,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[29901] python3.8,"    4,  512,    1","  256,    1,    1","181,577",0.14,"89,445.37",1.46,"8,893,952",1.32,256,"2,048",18.13,0.06,423.23,16.52,120.92,"696,197","243,581","940,805","1,806,336","516,096","517,783","1,816,627",0,"1,806,336","1,806,995","360,474",66.68,13.30,"1,806,995","360,474"
47,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[29901] python3.8,"12544,    1,    1","   64,    1,    1","87,045",0.07,"42,276.75",2.71,"7,777,280",1.32,64,"12,544",33.11,0.01,197.88,12.85,195.33,"105,472","100,352","206,921","406,570","401,408","408,483","403,712","5,114","401,472","407,094","312,840",31.33,24.08,"407,094","312,840"
