ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    2,   16,    1","   32,    8,    1","18,072",0.01,"1,282.44",0.90,"78,336",1.26,256,32,2.71,0.00,20.66,1.18,82.65,"2,304","9,216","12,068","9,216","36,864","37,459","9,220",0,"9,216","9,732",0,3.60,0,"9,732",0
11,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"  196,    1,   36","  256,    1,    1","24,087,051",17.70,"2,121,832.49",2.17,"312,721,920",1.36,256,"7,056",7.20,0.46,25.82,462.42,26.13,"8,861,802","3,612,672","12,986,321","14,280,822","14,450,688","21,488,592","8,194,065","7,036,503","7,262,208","8,266,025","14,433,384",2.30,4.01,"8,266,025","14,433,384"
12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   98,  128,    1","  256,    1,    1","4,854,926",3.56,"427,613.97",2.23,"64,727,040",1.36,256,"12,544",4.91,0.46,129.93,205.52,57.75,"3,612,672","3,211,264","6,924,453","14,450,688","6,422,528","6,425,330","14,577,355",0,"14,450,688","14,588,111","6,367,105",20.13,8.78,"14,588,111","6,367,105"
13,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"200704,    1,    1","   64,    1,    1","7,511,840",5.51,"662,688.44",2.76,"124,436,480",1.36,64,"200,704",6.10,0.21,37.35,205.52,37.33,"1,608,706","1,605,632","3,391,763","6,425,602","6,422,528","6,427,222","6,685,340","3,063","6,422,548","6,785,374","6,334,264",6.05,5.65,"6,785,374","6,334,264"
14,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"200704,    1,    1","   64,    1,    1","3,088,233",2.27,"272,284.97",0.61,"11,239,424",1.36,64,"200,704",1.53,0.21,90.59,205.52,90.59,"1,605,632","1,605,632","3,232,705","6,422,528","6,422,528","6,423,646","6,565,044",0,"6,422,528","6,551,850","6,333,925",14.21,13.74,"6,551,850","6,333,925"
15,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32394] python3.8,"   98,  128,    1","  256,    1,    1","9,734,305",7.15,"860,677.32",1.07,"62,820,352",1.36,256,"12,544",3.00,0.46,64.63,462.42,64.72,"8,055,127","3,612,672","11,879,981","14,430,638","14,450,688","24,667,171","6,870,967","10,208,805","6,422,528","6,873,765","14,364,481",4.73,9.88,"6,873,765","14,364,481"
16,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    4,   16,    1","   32,    8,    1","30,864",0.02,"2,519.85",0.91,"156,672",1.31,256,64,3.18,0.00,25.01,2.36,100.04,"4,608","18,432","25,155","18,432","73,728","74,383","18,924",0,"18,432","24,412",369,5.30,0.08,"24,412",369
17,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"  196,    1,   36","  256,    1,    1","43,458,286",31.81,"3,826,401.06",2.21,"575,995,392",1.37,256,"7,056",7.90,0.92,29.05,462.42,14.54,"18,040,584","3,612,672","22,519,450","28,878,601","14,450,688","28,847,520","16,335,386","14,390,894","14,524,416","16,247,831","14,437,580",2.50,2.23,"16,247,831","14,437,580"
18,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   98,  128,    1","  256,    1,    1","4,840,231",3.55,"426,754.82",2.23,"64,727,040",1.36,256,"12,544",4.92,0.46,130.22,205.52,57.88,"3,612,672","3,211,264","6,954,028","14,450,688","6,422,528","6,423,533","14,682,767",0,"14,450,688","14,613,779","6,363,577",20.22,8.81,"14,613,779","6,363,577"
19,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"200704,    1,    1","   64,    1,    1","7,512,118",5.51,"662,654.76",2.76,"124,436,480",1.36,64,"200,704",6.10,0.21,37.34,205.52,37.33,"1,608,708","1,605,632","3,397,259","6,425,604","6,422,528","6,427,686","6,591,016","3,061","6,422,556","6,739,086","6,333,667",6.01,5.65,"6,739,086","6,333,667"
20,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"200704,    1,    1","   64,    1,    1","3,079,454",2.27,"272,243.84",0.61,"11,239,424",1.36,64,"200,704",1.54,0.21,90.54,205.52,90.54,"1,605,632","1,605,632","3,298,003","6,422,528","6,422,528","6,423,699","6,464,416",0,"6,422,528","6,546,552","6,334,020",14.24,13.78,"6,546,552","6,334,020"
21,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[32394] python3.8,"50176,    1,    1","  256,    1,    1","5,839,944",4.29,"514,753.12",2.37,"83,091,456",1.36,256,"50,176",5.23,0.21,49.17,154.14,35.97,"2,180,160","1,204,224","3,524,211","6,586,606","4,816,896","4,983,724","6,720,195","165,476","6,422,528","6,544,793","4,738,881",7.51,5.44,"6,544,793","4,738,881"
22,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32394] python3.8,"   32,  128,    1","  256,    1,    1","2,426,840",1.79,"214,690.54",1.26,"18,393,088",1.36,256,"4,096",3.43,0.11,64.22,115.61,64.63,"1,918,162","903,168","2,901,457","3,589,030","3,612,672","5,983,977","1,702,993","2,367,100","1,605,632","1,628,718","3,527,056",4.50,9.73,"1,628,718","3,527,056"
23,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    4,   32,    1","   32,    8,    1","57,752",0.04,"4,848.46",0.95,"313,344",1.28,256,128,3.40,0.00,26.26,4.72,105.03,"9,216","36,864","46,762","36,864","147,456","148,051","37,708",0,"36,864","46,068","62,011",5.34,7.19,"46,068","62,011"
24,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"   49,    2,   36","  256,    1,    1","21,793,573",16.03,"1,918,276.10",2.21,"287,997,696",1.36,256,"3,528",7.88,0.46,28.83,231.21,14.43,"9,021,176","1,806,336","11,283,495","14,440,184","7,225,344","15,257,945","7,364,311","8,043,803","6,471,948","7,380,755","7,141,986",2.27,2.19,"7,380,755","7,141,986"
25,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","2,851,471",2.09,"250,845.82",2.32,"39,562,240",1.36,256,"8,192",5.11,0.23,110.54,102.76,49.13,"1,806,336","2,179,072","4,044,515","7,225,344","3,211,264","3,212,269","7,305,889",0,"7,225,344","7,454,423","3,155,843",17.51,7.41,"7,454,423","3,155,843"
26,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","3,757,850",2.76,"331,462.99",2.76,"62,218,240",1.36,64,"100,352",6.09,0.10,37.37,102.76,37.29,"808,961","802,816","1,646,955","3,217,409","3,211,264","3,219,492","3,363,992","6,129","3,211,296","3,311,306","3,122,312",5.90,5.57,"3,311,306","3,122,312"
27,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","1,535,027",1.13,"135,299.51",0.61,"5,619,712",1.35,64,"100,352",1.54,0.10,90.78,102.76,90.78,"802,816","802,816","1,668,477","3,211,264","3,211,264","3,212,559","3,232,842",0,"3,211,264","3,285,272","3,123,021",14.33,13.63,"3,285,272","3,123,021"
28,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","4,859,426",3.56,"429,131.07",1.26,"36,786,176",1.36,256,"8,192",3.43,0.23,64.49,231.21,64.87,"3,838,872","1,806,336","5,742,625","7,180,121","7,225,344","11,962,443","3,408,583","4,733,704","3,211,264","3,507,039","7,138,882",4.83,9.84,"3,507,039","7,138,882"
29,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    8,   32,    1","   32,    8,    1","112,860",0.09,"9,589.47",0.96,"626,688",1.32,256,256,3.48,0.00,27.73,9.44,110.91,"18,432","73,728","92,826","73,728","294,912","295,909","86,004",0,"73,728","73,828","207,983",4.38,12.34,"73,828","207,983"
30,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"   49,    2,   36","  256,    1,    1","41,221,313",30.23,"3,637,463.13",2.23,"551,271,168",1.36,256,"3,528",8.29,0.92,30.59,231.21,7.65,"18,061,967","1,806,336","20,715,346","28,899,986","7,225,344","21,528,440","16,401,679","14,301,851","14,745,600","16,392,550","7,164,245",2.66,1.16,"16,392,550","7,164,245"
31,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","2,851,876",2.09,"251,190.16",2.32,"39,562,240",1.36,256,"8,192",5.11,0.23,110.63,102.76,49.17,"1,806,336","2,179,061","4,062,823","7,225,344","3,211,264","3,213,664","7,341,191",0,"7,225,344","7,406,065","3,154,343",17.39,7.41,"7,406,065","3,154,343"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","3,759,262",2.75,"331,512.84",2.76,"62,218,240",1.36,64,"100,352",6.09,0.10,37.38,102.76,37.31,"808,962","802,816","1,641,811","3,217,410","3,211,264","3,223,598","3,325,088","6,128","3,211,296","3,346,168","3,122,445",5.96,5.56,"3,346,168","3,122,445"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","1,531,364",1.14,"136,053.47",0.61,"5,619,712",1.35,64,"100,352",1.54,0.10,90.49,102.76,90.49,"802,816","802,816","1,640,384","3,211,264","3,211,264","3,212,550","3,228,098",0,"3,211,264","3,272,514","3,123,025",14.31,13.66,"3,272,514","3,123,025"
34,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","4,868,949",3.57,"429,405.85",1.26,"36,786,176",1.36,256,"8,192",3.42,0.23,64.43,231.21,64.84,"3,839,699","1,806,336","5,736,781","7,180,653","7,225,344","11,958,864","3,332,191","4,731,497","3,211,264","3,469,629","7,139,038",4.77,9.82,"3,469,629","7,139,038"
35,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    8,   32,    1","   32,    8,    1","114,231",0.09,"9,518.18",0.97,"626,688",1.33,256,256,3.43,0.00,27.55,9.44,110.21,"18,432","73,728","92,906","73,728","294,912","295,905","83,838",0,"73,728","76,294","207,359",4.47,12.16,"76,294","207,359"
36,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"   49,    2,   36","  256,    1,    1","41,238,651",30.24,"3,643,021.88",2.23,"551,271,168",1.36,256,"3,528",8.29,0.92,30.58,231.21,7.64,"18,061,968","1,806,336","20,754,733","28,899,984","7,225,344","21,533,287","16,483,545","14,301,917","14,745,584","16,558,306","7,165,955",2.69,1.16,"16,558,306","7,165,955"
37,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","2,848,630",2.09,"251,491.40",2.31,"39,562,240",1.36,256,"8,192",5.11,0.23,110.68,102.76,49.19,"1,806,336","2,179,072","4,046,134","7,225,344","3,211,264","3,214,007","7,286,327",0,"7,225,344","7,229,175","3,155,167",17.00,7.42,"7,229,175","3,155,167"
38,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","3,757,011",2.75,"331,393.09",2.76,"62,218,240",1.36,64,"100,352",6.10,0.10,37.37,102.76,37.30,"808,963","802,816","1,715,866","3,217,411","3,211,264","3,224,447","3,358,520","6,129","3,211,296","3,374,142","3,122,727",6.02,5.57,"3,374,142","3,122,727"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","1,547,444",1.13,"135,721.90",0.61,"5,619,712",1.37,64,"100,352",1.53,0.10,91.02,102.76,91.02,"802,816","802,816","1,635,318","3,211,264","3,211,264","3,213,232","3,269,228",0,"3,211,264","3,336,288","3,122,293",14.44,13.51,"3,336,288","3,122,293"
40,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","4,863,849",3.57,"429,642.93",1.26,"36,786,176",1.36,256,"8,192",3.43,0.23,64.34,231.21,64.75,"3,839,542","1,806,336","5,754,276","7,181,589","7,225,344","11,960,094","3,317,593","4,733,563","3,211,264","3,433,069","7,207,340",4.73,9.92,"3,433,069","7,207,340"
41,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32394] python3.8,"    8,   32,    1","   32,    8,    1","111,206",0.08,"9,770.68",0.94,"626,688",1.32,256,256,3.53,0.00,28.09,9.44,112.35,"18,432","73,728","95,574","73,728","294,912","296,053","76,100",0,"73,728","76,308","206,687",4.60,12.45,"76,308","206,687"
42,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[32394] python3.8,"   49,    2,   36","  256,    1,    1","41,332,830",30.25,"3,637,218.66",2.23,"551,271,168",1.37,256,"3,528",8.27,0.92,30.58,231.21,7.64,"18,061,973","1,806,336","20,766,790","28,899,989","7,225,344","21,534,180","16,543,226","14,301,886","14,745,600","16,460,681","7,162,076",2.67,1.16,"16,460,681","7,162,076"
43,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32394] python3.8,"   32,  256,    1","  256,    1,    1","2,846,441",2.09,"251,102.88",2.32,"39,562,240",1.36,256,"8,192",5.12,0.23,110.62,102.76,49.16,"1,806,336","2,179,049","4,045,220","7,225,344","3,211,264","3,214,477","7,325,991",0,"7,225,344","7,359,417","3,154,336",17.32,7.42,"7,359,417","3,154,336"
44,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","3,755,478",2.75,"331,139.69",2.76,"62,218,240",1.36,64,"100,352",6.09,0.10,37.38,102.76,37.31,"808,960","802,816","1,683,437","3,217,408","3,211,264","3,223,945","3,362,656","6,129","3,211,296","3,295,464","3,198,458",5.88,5.70,"3,295,464","3,198,458"
45,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32394] python3.8,"100352,    1,    1","   64,    1,    1","1,546,070",1.13,"135,502.01",0.61,"5,619,712",1.36,64,"100,352",1.53,0.10,90.62,102.76,90.62,"802,816","802,816","1,636,217","3,211,264","3,211,264","3,212,519","3,275,028",0,"3,211,264","3,233,716","3,190,353",14.01,13.82,"3,233,716","3,190,353"
