ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[25499] python3.8,"  784,    1,    1","   64,    1,    1","94,521",71.04,"44,812.03",2.03,"6,188,896",1.32,64,784,27.09,13.61,191.52,6.42,90.41,"114,597","50,176","172,486","425,086","200,704","222,675","407,068","19,943","404,728","404,856","120,578",28.69,8.54,"404,856","120,578"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,128",4.13,19.47,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,688,1,1,446,438,0,2,6,0,0.01,0,6,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   16,    1,    1","  512,    1,    1","140,553",111.90,"31,826.16",0.67,"1,457,568",1.25,512,16,4.33,12.85,114.80,6.42,57.41,"100,416","50,240","152,990","401,472","200,768","203,950","400,960","1,572","401,052","404,527","195,797",19.28,9.33,"404,527","195,797"
13,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   99,    1,    1","  128,    1,    1","3,092",2.85,534.46,0.84,"30,624",1.08,128,99,3.97,0,0,0.08,28.07,0,729,"1,236",0,"2,555","3,968",49,0,0,49,0,0.11,0,49,0
14,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[25499] python3.8,"  784,    3,    1","   64,    1,    1","192,658",142.98,"92,815.01",1.94,"12,244,512",1.34,64,"2,352",27.92,21.68,151.65,38.54,269.52,"178,890","301,056","481,889","677,894","1,204,224","1,279,785","606,734","71,534","606,508","611,322","1,115,580",21.25,38.77,"611,322","1,115,580"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,175",3.97,20.06,0.05,65,0.80,64,1,0.01,0.00,0.01,0.00,0.01,1,1,386,1,1,"1,036",54,0,2,6,0,0.01,0,6,0
16,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   96,    1,    1","  512,    1,    1","369,504",276.51,"167,639.88",0.77,"8,745,408",1.33,512,96,9.89,77.08,278.77,38.55,139.41,"602,492","301,440","911,430","2,408,828","1,204,608","1,206,835","2,424,976",356,"2,408,504","2,433,272","1,123,556",44.11,20.37,"2,433,272","1,123,556"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"37632,    1,    1","   64,    1,    1","194,922",141.44,"92,515.40",0.38,"2,408,448",1.37,64,"37,632",5.70,38.54,272.45,38.54,272.45,"301,056","301,056","610,917","1,204,224","1,204,224","1,205,894","1,214,040",0,"1,204,224","1,216,084","1,115,795",41.78,38.34,"1,216,084","1,115,795"
18,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[25499] python3.8," 2352,    1,    1"," 1024,    1,    1","265,329",195.33,"121,539.15",1.81,"14,977,536",1.35,"1,024","2,352",20.85,39.87,204.13,9.63,49.32,"445,361","75,264","521,883","1,245,988","301,056","396,192","1,206,447","93,420","1,204,876","1,208,139","340,960",30.50,8.61,"1,208,139","340,960"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,134",4.13,18.56,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,268,1,1,"1,778",230,0,2,22,0,0.05,0,22,0
20,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   96,    1,    1","  512,    1,    1","95,670",75.42,"41,081.47",0.89,"2,480,832",1.26,512,96,10.41,19.27,255.44,9.65,127.89,"150,786","75,648","232,209","601,992","301,440","386,100","534,512","80,480","521,452","524,391","222,494",36.73,15.58,"524,391","222,494"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8," 9408,    1,    1","   64,    1,    1","51,112",35.39,"20,374.01",0.43,"602,112",1.44,64,"9,408",5.44,9.63,272.20,9.63,272.20,"75,264","75,264","151,582","301,056","301,056","302,383","305,764",0,"301,056","301,988","283,801",39.56,37.18,"301,988","283,801"
22,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   25,    1,    1","  128,    1,    1","2,903",4.03,356.84,0.32,"7,680",0.72,128,25,1.06,0,0,0.02,4.88,0,182,644,0,615,"1,833",1,0,0,1,0,0.00,0,1,0
23,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[25499] python3.8,"  196,    1,    1","   64,    1,    1","72,084",53.06,"28,239.63",1.90,"3,654,616",1.35,64,196,25.42,10.29,193.94,2.41,45.39,"94,404","18,816","117,988","322,410","75,264","98,727","331,360","22,372","301,736","303,440","1,314",28.15,0.12,"303,440","1,314"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,157",4.16,18.75,0.05,65,0.76,64,1,0.01,0.00,0.01,0.00,0.01,1,1,320,1,1,438,54,0,2,22,0,0.05,0,22,0
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   24,    1,    1","  512,    1,    1","33,997",26.21,"10,821.56",0.84,"620,208",1.29,512,24,7.32,4.81,183.36,2.41,92.01,"37,603","18,912","58,735","150,124","75,360","151,678","75,789","74,140","75,280","85,173",652,16.79,0.13,"85,173",652
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   25,    1,    1","  128,    1,    1","3,000",2.72,357.16,0.32,"7,680",1.10,128,25,1.03,0,0,0.02,7.24,0,174,463,0,615,"1,229",1,0,0,17,0,0.04,0,17,0
27,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25499] python3.8,"  196,    3,    1","  128,    1,    1","106,597",80.13,"50,373.47",2.13,"7,284,144",1.32,128,588,27.61,8.78,109.59,14.45,180.35,"88,149","112,896","203,928","274,446","451,584","508,654","219,120","55,483","219,632","222,074","364,564",13.95,22.90,"222,074","364,564"
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,174",4.22,19.91,0.05,65,0.75,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,986,94,0,2,6,0,0.01,0,6,0
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"  144,    1,    1","  512,    1,    1","138,656",109.76,"57,993.59",0.94,"3,721,248",1.26,512,144,10.76,28.91,263.42,14.47,131.83,"226,355","113,472","343,331","903,716","452,160","484,483","877,440","27,164","876,308","877,068","370,923",42.37,17.92,"877,068","370,923"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"14112,    1,    1","   64,    1,    1","67,744",53.31,"32,555.28",0.41,"903,168",1.26,64,"14,112",6.17,14.45,271.06,14.45,271.06,"112,896","112,896","226,876","451,584","451,584","452,842","455,662",0,"451,584","457,876","362,663",45.25,35.84,"457,876","362,663"
31,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[25499] python3.8," 3528,    1,    1"," 1024,    1,    1","352,892",259.68,"162,894.15",2.03,"22,466,304",1.35,"1,024","3,528",23.50,16.45,63.33,14.45,55.65,"218,343","112,896","335,813","513,909","451,584","578,858","459,697","125,469","451,746","455,535","367,910",8.65,6.98,"455,535","367,910"
32,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,165",2.88,19.19,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,179,1,1,429,118,0,2,6,0,0.01,0,6,0
33,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"  144,    1,    1","  512,    1,    1","140,440",106.05,"58,001.76",0.94,"3,721,248",1.32,512,144,10.63,28.92,272.67,14.47,136.44,"226,335","113,472","341,787","903,648","452,160","485,760","879,128","27,016","876,696","880,496","370,970",42.00,17.70,"880,496","370,970"
34,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"14112,    1,    1","   64,    1,    1","67,854",53.12,"32,344.93",0.41,"903,168",1.27,64,"14,112",6.16,14.45,272.04,14.45,272.04,"112,896","112,896","227,620","451,584","451,584","454,595","459,792",0,"451,584","451,830","362,552",44.59,35.78,"451,830","362,552"
35,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   25,    1,    1","  128,    1,    1","3,015",2.72,358.76,0.31,"7,680",1.11,128,25,1.02,0,0,0.02,7.24,0,174,758,0,615,"1,217","1,725",0,0,33,0,0.07,0,33,0
36,volta_scudnn_128x32_relu_interior_nn_v1,volta_scudnn_128x32_relu_interior_nn_v1,[25499] python3.8,"  196,    1,    1","   64,    1,    1","97,896",73.47,"40,737.75",1.89,"5,235,160",1.32,64,196,27.80,15.64,212.88,2.41,32.78,"150,251","18,816","175,113","491,183","75,264","115,849","455,232","40,312","452,408","454,128","2,621",31.04,0.18,"454,128","2,621"
37,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,141",2.85,19.59,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,160,1,1,430,22,0,2,22,0,0.05,0,22,0
38,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"   24,    1,    1","  512,    1,    1","34,150",27.68,"10,805.40",0.84,"620,208",1.23,512,24,7.29,4.81,173.85,2.41,87.12,"37,644","18,912","57,507","150,288","75,360","151,774","76,037","75,092","75,280","75,341","1,909",14.77,0.37,"75,341","1,909"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[25499] python3.8," 2352,    1,    1","   64,    1,    1","15,233",13.82,"6,309.29",0.25,"108,192",1.09,64,"2,352",4.59,4.82,348.44,2.41,174.22,"37,632","18,816","57,888","150,528","75,264","76,519","151,132",0,"150,528","155,466","6,929",68.31,3.04,"155,466","6,929"
40,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25499] python3.8,"   25,    1,    1","  128,    1,    1","2,903",3.97,357.63,0.32,"7,680",0.73,128,25,1.06,0,0,0.02,5.02,0,174,446,0,615,"1,221",57,0,0,41,0,0.09,0,41,0
41,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25499] python3.8,"  196,    3,    1","  128,    1,    1","107,388",79.20,"50,392.66",2.13,"7,284,144",1.35,128,588,27.39,8.79,110.95,14.45,182.46,"88,104","112,896","201,998","274,347","451,584","509,763","220,638","56,858","217,548","222,768","363,893",13.89,22.69,"222,768","363,893"
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,232",2.85,18.60,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,195,1,1,446,230,0,2,6,0,0.01,0,6,0
43,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[25499] python3.8,"  144,    1,    1","  512,    1,    1","139,677",108.96,"57,982.62",0.94,"3,721,248",1.28,512,144,10.69,28.91,265.36,14.47,132.79,"226,311","113,472","349,283","903,540","452,160","480,619","880,751","26,280","876,600","880,706","371,311",42.24,17.81,"880,706","371,311"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"14112,    1,    1","   64,    1,    1","67,623",55.20,"32,578.57",0.41,"903,168",1.22,64,"14,112",6.17,14.45,261.79,14.45,261.79,"112,896","112,896","228,156","451,584","451,584","452,842","453,292",0,"451,584","454,116","440,189",44.99,43.61,"454,116","440,189"
45,spatialDepthwiseConvolutionUpdateOutput,"void spatialDepthwiseConvolutionUpdateOutput<float, float, unsigned int, (int)3>(THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)4, int, DefaultPtrTraits>, THCDeviceTensor<T1, (int)1, int, DefaultPtrTraits>, bool, T3, int, int, int, int, int, int, int, int, int, int, int, int, int, int)",[25499] python3.8,"  882,    1,    1"," 1024,    1,    1","107,891",83.26,"49,741.66",1.66,"5,616,576",1.29,"1,024",882,19.25,14.78,177.54,3.61,43.39,"197,793","28,224","231,204","461,982","112,896","177,253","452,249","62,634","451,746","452,869","76,780",28.12,4.77,"452,869","76,780"
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8,"    1,    1,    1","   64,    1,    1","3,255",2.85,18.59,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,844,1,1,446,6,0,2,118,0,0.24,0,118,0
47,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25499] python3.8,"  144,    1,    1","  512,    1,    1","31,817",25.09,"12,338.38",1.81,"1,521,072",1.25,512,144,18.30,3.63,144.74,3.63,144.73,"41,803","33,292","77,220","113,481","113,472","118,480","113,114",547,"112,968","113,018","27,417",23.76,5.76,"113,018","27,417"
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_scalar_kernel_impl(at::TensorIterator &, c10::Scalar, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25499] python3.8," 3528,    1,    1","   64,    1,    1","13,921",15.97,"5,519.62",0.60,"225,792",0.86,64,"3,528",7.55,3.61,226.24,3.61,226.24,"28,224","28,224","57,865","112,896","112,896","114,228","113,124",0,"112,896","113,268","23,983",54.49,11.54,"113,268","23,983"
