ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","93,989",0.08,"8,064.12",0.64,"351,232",1.25,64,"6,272",1.57,6.42,85.41,6.42,85.41,"50,176","50,176","103,218","200,704","200,704","201,642","205,132",0,"200,704","205,728","112,592",14.66,8.02,"205,728","112,592"
11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[11520] python3.8,"    2,   16,    1","   32,    4,    1","8,153",0.01,497.19,1.33,"45,056",1.25,128,32,2.08,0.17,25.47,0.26,40.35,"3,257","2,048","6,176","5,137","8,192","10,670","4,750","1,579","4,608","4,684",0,3.84,0,"4,684",0
12,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[11520] python3.8,"   16,    7,    4","  256,    1,    1","2,316,183",1.70,"202,215",1.60,"21,937,664",1.36,256,448,5.14,87.69,51.62,6.42,3.78,"884,736","136,192","1,075,331","2,740,224","200,704","2,561,511","520,929","2,359,467","495,306","544,007","183,934",1.57,0.53,"544,007","183,934"
13,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,146",0.00,19.51,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,446,54,0,2,230,0,0.49,0,230,0
14,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"   64,    1,    1","  512,    1,    1","208,900",0.16,"17,592.22",1.38,"1,653,888",1.33,512,64,3.16,12.85,81.81,6.43,40.94,"100,536","50,432","156,246","401,592","200,960","402,744","206,575","200,876","200,736","207,207","120,230",6.64,3.85,"207,207","120,230"
15,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","93,947",0.07,"8,061.54",0.64,"351,232",1.31,64,"6,272",1.57,6.42,89.32,6.42,89.32,"50,176","50,176","103,580","200,704","200,704","201,697","207,244",0,"200,704","202,734","111,788",14.45,7.97,"202,734","111,788"
16,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[11520] python3.8,"   25,    1,    1","  128,    1,    1","3,192",0.00,104.28,1.08,"7,680",1.26,128,25,0.96,0,0,0.02,7.78,0,174,426,0,616,"1,153",89,0,0,145,0,0.30,0,145,0
17,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[11520] python3.8,"  196,    4,    1","  128,    1,    1","1,358,112",0.99,"119,159.87",2.39,"19,355,392",1.37,128,784,7.21,36.62,36.82,25.69,25.83,"531,794","200,704","788,017","1,143,627","802,816","1,143,335","908,441","339,218","805,256","865,618","715,666",4.27,3.53,"865,618","715,666"
18,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0.00,18.78,0.05,65,1.13,64,1,0.01,0.00,0.01,0.00,0.01,1,1,162,1,1,430,6,0,2,326,0,0.70,0,326,0
19,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"  256,    1,    1","  512,    1,    1","853,468",0.63,"74,265.31",1.31,"6,615,552",1.36,512,256,3.10,51.40,81.86,25.72,40.96,"402,156","201,728","633,321","1,606,380","803,840","1,608,532","839,465","803,500","802,968","805,577","794,083",6.32,6.23,"805,577","794,083"
20,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[11520] python3.8,"   25,    1,    1","  128,    1,    1","3,206",0.00,103.90,1.09,"7,680",1.22,128,25,0.95,0,0,0.02,7.50,0,174,497,0,615,"1,153",1,0,0,289,0,0.60,0,289,0
21,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[11520] python3.8,"  196,    4,    1","  128,    1,    1","1,356,851",1.00,"119,599.26",2.38,"19,355,392",1.36,128,784,7.22,37.07,37.08,25.69,25.70,"546,229","200,704","773,437","1,158,079","802,816","1,157,864","859,354","353,843","805,256","909,208","753,593",4.49,3.72,"909,208","753,593"
22,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,147",0.00,18.74,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,180,1,1,438,792,0,2,"1,068",0,2.28,0,"1,068",0
23,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"  256,    1,    1","  512,    1,    1","851,102",0.63,"74,633.69",1.30,"6,615,552",1.35,512,256,3.11,51.40,81.43,25.72,40.75,"402,156","201,728","615,685","1,606,380","803,840","1,608,519","827,195","803,468","802,944","835,897","722,052",6.58,5.68,"835,897","722,052"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[11520] python3.8,"25088,    1,    1","   64,    1,    1","376,774",0.28,"32,993.34",0.51,"1,154,048",1.35,64,"25,088",1.96,51.38,184.24,25.69,92.12,"401,408","200,704","613,379","1,605,632","802,816","803,997","1,619,444",0,"1,605,632","1,624,268","720,938",28.87,12.82,"1,624,268","720,938"
25,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"25088,    1,    1","   64,    1,    1","385,754",0.28,"33,469.21",0.62,"1,404,928",1.38,64,"25,088",1.53,25.69,91.79,25.69,91.79,"200,704","200,704","410,469","802,816","802,816","803,821","815,872",0,"802,816","813,030","713,798",14.12,12.39,"813,030","713,798"
26,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[11520] python3.8,"   25,    1,    1","  128,    1,    1","3,209",0.00,103.93,1.09,"7,680",1.27,128,25,0.95,0,0,0.02,7.78,0,174,418,0,615,"1,169",305,0,0,113,0,0.24,0,113,0
27,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[11520] python3.8,"  196,    1,    1","  128,    1,    1","1,168,739",0.86,"101,766.07",2.37,"16,410,688",1.36,128,196,8.16,38.44,44.80,6.42,7.49,"596,691","50,176","661,844","1,201,158","200,704","599,360","918,618","396,729","805,336","845,360","160,028",4.84,0.92,"845,360","160,028"
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,165",0.00,20.19,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,364,1,1,446,430,0,2,134,0,0.28,0,134,0
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"   64,    1,    1","  512,    1,    1","209,871",0.16,"17,638.29",1.38,"1,653,888",1.33,512,64,3.15,12.85,81.63,6.43,40.84,"100,544","50,432","151,546","401,600","200,960","402,852","206,809","200,871","200,738","208,147","121,975",6.64,3.89,"208,147","121,975"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","94,454",0.07,"7,943.41",0.65,"351,232",1.29,64,"6,272",1.56,6.42,87.87,6.42,87.87,"50,176","50,176","101,842","200,704","200,704","201,655","203,590",0,"200,704","203,180","111,956",14.41,7.94,"203,180","111,956"
31,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[11520] python3.8,"    2,   16,    1","   32,    4,    1","8,155",0.01,498.56,1.33,"45,056",1.22,128,32,2.08,0.17,24.82,0.26,39.38,"3,169","2,048","5,778","5,154","8,192","10,515","5,180","1,822","4,608","4,612",0,3.78,0,"4,612",0
32,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[11520] python3.8,"   16,    7,    4","  256,    1,    1","2,319,204",1.70,"202,212.35",1.60,"21,937,664",1.36,256,448,5.13,87.69,51.57,6.42,3.78,"884,736","136,192","1,064,285","2,740,224","200,704","2,561,201","625,953","2,359,498","495,314","620,531","183,954",1.79,0.53,"620,531","183,954"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,237",0.00,18.53,0.05,65,1.15,64,1,0.01,0.00,0.01,0.00,0.01,1,1,237,1,1,438,6,0,2,254,0,0.52,0,254,0
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"   64,    1,    1","  512,    1,    1","211,060",0.16,"17,561.41",1.38,"1,653,888",1.34,512,64,3.13,12.85,81.69,6.43,40.88,"100,540","50,432","154,535","401,596","200,960","404,975","201,211","200,876","200,736","201,029","120,023",6.38,3.81,"201,029","120,023"
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","94,490",0.07,"8,055.51",0.64,"351,232",1.33,64,"6,272",1.56,6.42,90.53,6.42,90.53,"50,176","50,176","102,986","200,704","200,704","201,490","200,708",0,"200,704","201,556","111,663",14.29,7.92,"201,556","111,663"
36,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[11520] python3.8,"   25,    1,    1","  128,    1,    1","3,194",0.00,103.93,1.09,"7,680",1.26,128,25,0.96,0,0,0.02,7.78,0,174,410,0,615,"1,169",3,0,0,153,0,0.32,0,153,0
37,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[11520] python3.8,"  196,    4,    1","  128,    1,    1","1,357,222",1.00,"119,221.10",2.39,"19,355,392",1.36,128,784,7.22,36.79,36.90,25.69,25.77,"538,151","200,704","792,258","1,150,040","802,816","1,150,209","871,856","345,676","805,256","874,573","717,404",4.32,3.54,"874,573","717,404"
38,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,165",0.00,18.91,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,158,1,1,446,216,0,2,46,0,0.10,0,46,0
39,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"  256,    1,    1","  512,    1,    1","860,430",0.63,"74,575.90",1.30,"6,615,552",1.37,512,256,3.07,51.40,81.73,25.72,40.90,"402,164","201,728","610,041","1,606,388","803,840","1,608,748","841,362","803,500","802,952","828,621","721,395",6.45,5.62,"828,621","721,395"
40,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[11520] python3.8,"25088,    1,    1","   64,    1,    1","377,938",0.28,"32,992.59",0.51,"1,154,048",1.36,64,"25,088",1.95,51.38,184.87,25.69,92.44,"401,408","200,704","609,001","1,605,632","802,816","803,854","1,619,588",0,"1,605,632","1,621,740","720,885",28.74,12.77,"1,621,740","720,885"
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"25088,    1,    1","   64,    1,    1","382,390",0.28,"33,425.07",0.62,"1,404,928",1.36,64,"25,088",1.54,25.69,91.24,25.69,91.24,"200,704","200,704","413,237","802,816","802,816","803,871","817,972",0,"802,816","821,528","714,006",14.39,12.51,"821,528","714,006"
42,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[11520] python3.8,"   25,    1,    1","  128,    1,    1","3,198",0.00,103.81,1.09,"7,680",1.25,128,25,0.96,0,0,0.02,7.69,0,175,471,0,615,"1,153",1,0,0,1,0,0.00,0,1,0
43,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[11520] python3.8,"  196,    1,    1","  128,    1,    1","1,166,756",0.86,"101,832.90",2.37,"16,410,688",1.36,128,196,8.17,38.47,44.90,6.42,7.50,"597,638","50,176","682,699","1,202,105","200,704","599,919","915,984","397,718","805,312","805,404","158,286",4.62,0.91,"805,404","158,286"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,167",0.00,18.81,0.05,65,1.14,64,1,0.01,0.00,0.01,0.00,0.01,1,1,172,1,1,446,54,0,2,338,0,0.72,0,338,0
45,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"   64,    1,    1","  512,    1,    1","210,471",0.16,"17,740.76",1.37,"1,653,888",1.35,512,64,3.14,12.85,82.65,6.43,41.36,"100,536","50,432","154,608","401,592","200,960","405,674","211,073","200,876","200,744","213,477","121,518",6.79,3.87,"213,477","121,518"
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","92,843",0.07,"8,130.16",0.64,"351,232",1.30,64,"6,272",1.59,6.42,90.12,6.42,90.12,"50,176","50,176","102,942","200,704","200,704","201,615","203,878",0,"200,704","202,676","111,824",14.62,8.07,"202,676","111,824"
47,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[11520] python3.8,"    2,   16,    1","   32,    4,    1","8,093",0.01,506,1.31,"45,056",1.23,128,32,2.10,0.17,25.18,0.26,39.77,"3,194","2,048","6,093","5,172","8,192","10,504","4,868","1,873","4,608","4,988",0,4.12,0,"4,988",0
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[11520] python3.8,"   16,    7,    4","  256,    1,    1","2,319,275",1.70,"202,381.32",1.59,"21,937,664",1.36,256,448,5.13,87.69,51.58,6.42,3.78,"884,736","136,192","1,055,041","2,740,224","200,704","2,561,195","563,519","2,359,499","495,304","564,651","184,157",1.63,0.53,"564,651","184,157"
49,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0.00,18.90,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,268,1,1,438,38,0,2,30,0,0.06,0,30,0
50,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[11520] python3.8,"   64,    1,    1","  512,    1,    1","211,046",0.16,"17,647.22",1.38,"1,653,888",1.34,512,64,3.13,12.85,81.76,6.43,40.91,"100,540","50,432","156,079","401,596","200,960","402,862","214,199","200,872","200,736","213,303","120,246",6.77,3.82,"213,303","120,246"
51,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[11520] python3.8," 6272,    1,    1","   64,    1,    1","94,390",0.07,"8,034.28",0.64,"351,232",1.34,64,"6,272",1.56,6.42,91.06,6.42,91.06,"50,176","50,176","102,926","200,704","200,704","201,805","202,004",0,"200,704","200,748","111,707",14.24,7.93,"200,748","111,707"
