ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    4,   14,    7","  256,    1,    1","363,842",268.77,"171,832.50",1.64,"19,195,456",1.35,256,392,28.76
11,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 6272,    1,    1","   64,    1,    1","38,430",30.72,"17,691.72",2.52,"3,035,648",1.24,64,"6,272",29.43
12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 6272,    1,    1","   64,    1,    1","27,588",23.01,"12,481.21",0.41,"351,232",1.19,64,"6,272",5.38
13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"    4,   32,    1","   32,    4,    1","7,171",5.82,"2,256.31",1.17,"180,224",1.22,128,128,9.51
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    4,   14,    7","  256,    1,    1","648,940",477.38,"311,957.72",1.70,"36,054,592",1.36,256,392,31.60
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 6272,    1,    1","   64,    1,    1","37,922",30.05,"17,668.35",2.53,"3,035,648",1.25,64,"6,272",29.84
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 6272,    1,    1","   64,    1,    1","27,628",25.15,"12,427.56",0.42,"351,232",1.09,64,"6,272",5.37
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[21224] python3.8," 1568,    1,    1","  256,    1,    1","40,402",30.02,"17,608.51",2.17,"2,596,608",1.34,256,"1,568",23.85
18,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"    8,   32,    1","   32,    4,    1","10,129",8.19,"3,858.13",1.37,"360,448",1.22,128,256,13.52
19,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    8,    7,    4","  256,    1,    1","374,432",277.15,"174,577.29",1.74,"20,602,624",1.35,256,224,31.33
20,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","20,306",17.02,"9,076.49",2.46,"1,517,824",1.18,64,"3,136",28.00
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","12,090",11.52,"4,861.24",0.53,"175,616",1.04,64,"3,136",6.15
22,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"    8,   64,    1","   32,    4,    1","16,914",14.24,"7,015.06",1.51,"720,896",1.17,128,512,16.25
23,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    8,    7,    4","  256,    1,    1","704,597",514.75,"329,373.59",1.78,"39,870,208",1.36,256,224,32.99
24,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","20,782",18.14,"9,058.56",2.46,"1,517,824",1.13,64,"3,136",27.33
25,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","17,462",11.78,"4,792",0.54,"175,616",1.47,64,"3,136",4.25
26,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"    8,   64,    1","   32,    4,    1","17,018",14.72,"7,083.59",1.50,"720,896",1.14,128,512,16.14
27,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    8,    7,    4","  256,    1,    1","703,576",517.41,"326,386.46",1.80,"39,870,208",1.36,256,224,33.01
28,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","20,639",17.31,"9,034.51",2.47,"1,517,824",1.18,64,"3,136",27.53
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","12,197",11.52,"4,825.29",0.54,"175,616",1.05,64,"3,136",6.10
30,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"    8,   64,    1","   32,    4,    1","17,194",14.46,"7,065.88",1.50,"720,896",1.17,128,512,15.98
31,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"    8,    7,    4","  256,    1,    1","702,860",515.55,"327,421.37",1.79,"39,870,208",1.36,256,224,33.07
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","20,638",17.57,"9,211.04",2.42,"1,517,824",1.16,64,"3,136",27.53
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 3136,    1,    1","   64,    1,    1","12,497",11.62,"4,880.72",0.53,"175,616",1.07,64,"3,136",5.95
34,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[21224] python3.8,"  784,    1,    1","  256,    1,    1","19,335",16.35,"8,486.54",2.25,"1,298,304",1.17,256,784,25.00
35,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,   64,    1","   32,    4,    1","33,792",27.04,"14,858.99",1.43,"1,441,792",1.24,128,"1,024",16.23
36,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    4,    2","  256,    1,    1","406,418",298.91,"189,633.68",1.77,"22,782,976",1.36,256,128,32.67
37,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","12,188",11.20,"4,813.90",2.32,"758,912",1.08,64,"1,568",23.40
38,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","7,583",5.95,"2,580.29",0.50,"87,808",1.27,64,"1,568",4.90
39,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","75,411",55.68,"34,356.74",1.23,"2,883,584",1.35,128,"2,048",14.47
40,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    4,    2","  256,    1,    1","780,832",574.14,"365,102.99",1.80,"44,803,072",1.36,256,128,33.83
41,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","12,124",10.34,"4,925.10",2.27,"758,912",1.16,64,"1,568",23.51
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","11,349",5.98,"2,539.06",0.51,"87,808",1.89,64,"1,568",3.27
43,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","78,255",56.45,"34,038.71",1.25,"2,883,584",1.38,128,"2,048",13.94
44,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    4,    2","  256,    1,    1","778,183",571.74,"364,076.12",1.81,"44,803,072",1.36,256,128,33.98
45,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","12,167",10.59,"4,859.90",2.30,"758,912",1.14,64,"1,568",23.44
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","7,406",5.89,"2,618.94",0.49,"87,808",1.25,64,"1,568",5.01
47,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","72,340",55.42,"34,109.46",1.24,"2,883,584",1.30,128,"2,048",15.09
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    4,    2","  256,    1,    1","780,557",571.71,"364,449.81",1.81,"44,803,072",1.36,256,128,33.85
49,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","12,212",10.24,"5,171.07",2.16,"758,912",1.18,64,"1,568",23.36
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8," 1568,    1,    1","   64,    1,    1","7,287",5.86,"2,567.25",0.50,"87,808",1.24,64,"1,568",5.10
51,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[21224] python3.8,"  392,    1,    1","  256,    1,    1","11,776",9.31,"4,579.38",2.08,"649,152",1.26,256,392,20.59
52,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","73,154",55.14,"34,293.09",1.24,"2,883,584",1.32,128,"2,048",14.92
53,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    2,    1","  256,    1,    1","197,587",145.22,"90,063.66",1.83,"11,200,768",1.35,256,32,33.50
54,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","6,595",5.76,"2,057.78",1.36,"189,728",1.14,64,392,11.06
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","4,317",3.30,"1,085.37",0.30,"21,952",1.31,64,392,2.14
56,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","73,598",56.03,"33,934.43",1.25,"2,883,584",1.31,128,"2,048",14.83
57,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    2,    1","  256,    1,    1","197,233",145.31,"89,951.69",1.83,"11,200,768",1.35,256,32,33.55
58,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","5,750",5.63,"1,972.18",1.41,"189,728",1.02,64,392,12.71
59,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","4,382",3.33,"1,098.59",0.29,"21,952",1.31,64,392,2.11
60,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","71,399",54.94,"34,531.57",1.23,"2,883,584",1.29,128,"2,048",15.30
61,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    2,    1","  256,    1,    1","197,272",145.31,"90,134.15",1.83,"11,200,768",1.35,256,32,33.52
62,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","5,776",5.86,"1,763.87",1.58,"189,728",0.98,64,392,12.63
63,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","4,410",3.30,"1,096.72",0.29,"21,952",1.33,64,392,2.10
64,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[21224] python3.8,"   16,  128,    1","   32,    4,    1","74,959",55.46,"34,332.18",1.24,"2,883,584",1.34,128,"2,048",14.56
65,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[21224] python3.8,"   16,    2,    1","  256,    1,    1","197,646",145.09,"89,933.03",1.83,"11,200,768",1.36,256,32,33.46
66,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","5,758",5.79,"1,770.10",1.58,"189,728",0.99,64,392,12.68
67,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8,"  392,    1,    1","   64,    1,    1","4,383",3.30,"1,095.38",0.29,"21,952",1.33,64,392,2.11
68,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[21224] python3.8,"   98,    1,    1","  256,    1,    1","5,435",4.96,"1,674.87",1.42,"162,288",1.09,256,98,11.30
69,adaptive_average_pool,"void at::native::<unnamed>::adaptive_average_pool<float>(T1 *, T1 *, int, int, int, int, long, long, long)",[21224] python3.8,"  512,    1,    1","   32,    8,    1","17,411",13.47,"7,483.32",2.48,"1,261,818",1.29,256,512,27.06
70,gemv2T_kernel_val,"void gemv2T_kernel_val<int, int, float, float, float, (int)128, (int)16, (int)4, (int)4, (bool)0, cublasGemvParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T11, T5, T5)",[21224] python3.8,"  512,    1,    8","  128,    1,    1","1,005,163",737.15,"497,379.57",0.68,"22,831,104",1.36,128,"4,096",22.34
71,splitKreduce_kernel,"void splitKreduce_kernel<float, float, float>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *)",[21224] python3.8,"   32,    1,    1","  128,    1,    1","4,217",4.16,"1,045.66",0.20,"14,336",1.01,128,32,1.31
72,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[21224] python3.8,"   16,    1,    1","   64,    1,    1","3,160",2.43,296.74,0.04,896,1.30,64,16,0.12
