ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[2142] python3.8,"   32,   14,    7","  256,    1,    1","15,811,007",11.58,"1,388,387.28",1.63,"153,563,648",1.36,256,"3,136",5.27,0.65,55.79,51.38,4.44,"6,885,376","802,816","8,056,490","20,193,280","1,605,632","20,291,764","2,894,893","18,684,579","2,197,444","2,703,769","1,567,708",1.15,0.66,"2,703,769","1,567,708"
11,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"50176,    1,    1","   64,    1,    1","1,880,591",1.38,"165,696.19",2.76,"31,109,120",1.36,64,"50,176",6.09,0.05,37.27,51.38,37.26,"402,176","401,408","927,748","1,606,400","1,605,632","1,608,332","1,633,568",756,"1,605,656","1,673,170","1,517,260",5.96,5.40,"1,673,170","1,517,260"
12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"50176,    1,    1","   64,    1,    1","779,027",0.57,"67,310.69",0.61,"2,809,856",1.37,64,"50,176",1.52,0.05,90.67,51.38,90.67,"401,408","401,408","816,273","1,605,632","1,605,632","1,606,634","1,633,429",0,"1,605,632","1,628,448","1,516,628",14.00,13.04,"1,628,448","1,516,628"
13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[2142] python3.8,"    4,   32,    1","   32,    4,    1","21,020",0.02,"1,646.75",1.61,"180,224",1.31,128,128,3.23,0.00,43.12,1.05,65.41,"15,195","8,192","23,627","21,637","32,768","42,192","18,468","9,155","18,432","18,886",0,6.02,0,"18,886",0
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[2142] python3.8,"   32,   14,    7","  256,    1,    1","27,973,762",20.62,"2,470,743.04",1.72,"288,436,736",1.36,256,"3,136",5.85,1.29,62.66,51.38,2.49,"13,770,752","802,816","15,142,613","40,386,560","1,605,632","38,866,005","5,668,905","37,257,625","4,560,922","5,664,609","1,580,219",1.36,0.38,"5,664,609","1,580,219"
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"50176,    1,    1","   64,    1,    1","1,880,139",1.38,"165,775.07",2.76,"31,109,120",1.36,64,"50,176",6.09,0.05,37.28,51.38,37.26,"402,176","401,408","836,368","1,606,400","1,605,632","1,613,295","1,675,612",758,"1,605,652","1,668,174","1,517,939",5.94,5.41,"1,668,174","1,517,939"
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"50176,    1,    1","   64,    1,    1","768,524",0.57,"67,687.50",0.61,"2,809,856",1.35,64,"50,176",1.54,0.05,90.56,51.38,90.56,"401,408","401,408","900,899","1,605,632","1,605,632","1,606,875","1,633,634",0,"1,605,632","1,627,770","1,517,293",14.19,13.22,"1,627,770","1,517,293"
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[2142] python3.8,"12544,    1,    1","  256,    1,    1","1,458,460",1.07,"128,434.56",2.38,"20,772,864",1.36,256,"12,544",5.24,0.05,49.09,38.54,35.91,"545,236","301,056","864,391","1,647,390","1,204,224","1,246,031","1,648,407","40,458","1,605,632","1,659,859","1,127,780",7.62,5.18,"1,659,859","1,127,780"
18,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[2142] python3.8,"   16,  128,    1","  256,    1,    1","1,057,940",0.78,"93,615.50",1.44,"9,196,544",1.36,256,"2,048",3.93,0.03,36.49,57.80,74.56,"473,352","451,584","943,000","885,241","1,806,336","2,382,222","438,847","575,324","401,408","428,743","1,719,814",2.71,10.89,"428,743","1,719,814"
19,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[2142] python3.8,"    4,   32,    1","   32,    8,    1","58,720",0.04,"4,852.10",0.95,"313,344",1.32,256,128,3.34,0.00,26.62,4.72,106.47,"9,216","36,864","47,058","36,864","147,456","149,235","38,052",0,"36,864","40,060","59,019",4.57,6.73,"40,060","59,019"
20,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[2142] python3.8,"   25,    2,   36","  256,    1,    1","11,176,976",8.17,"983,926.40",2.20,"146,937,600",1.37,256,"1,800",7.84,0.23,28.56,115.61,14.15,"4,582,910","903,168","5,750,490","7,292,414","3,612,672","9,030,919","2,330,277","5,412,261","1,953,912","2,294,505","3,526,878",1.37,2.11,"2,294,505","3,526,878"
21,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","1,241,897",0.91,"109,262.50",2.35,"17,454,592",1.36,256,"4,096",5.17,0.12,126.67,25.69,28.15,"903,168","544,768","1,465,871","3,612,672","802,816","803,984","3,654,001",0,"3,612,672","3,654,855","769,416",19.71,4.15,"3,654,855","769,416"
22,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","942,558",0.69,"82,940.74",2.76,"15,554,560",1.36,64,"25,088",6.07,0.03,37.21,25.69,37.14,"202,240","200,704","419,606","804,352","802,816","805,909","832,464","1,521","802,848","834,256","714,732",5.93,5.08,"834,256","714,732"
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","381,607",0.28,"33,548.91",0.62,"1,404,928",1.36,64,"25,088",1.55,0.03,91.50,25.69,91.50,"200,704","200,704","409,552","802,816","802,816","803,894","812,198",0,"802,816","817,326","714,141",14.35,12.53,"817,326","714,141"
24,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","2,108,179",1.55,"186,164.63",1.45,"18,393,088",1.36,256,"4,096",3.95,0.06,36.53,115.61,74.57,"945,632","903,168","1,886,023","1,768,443","3,612,672","4,764,204","861,401","1,153,200","802,816","883,037","3,529,009",2.81,11.21,"883,037","3,529,009"
25,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[2142] python3.8,"    8,   32,    1","   32,    8,    1","111,117",0.09,"9,549.90",0.97,"626,688",1.29,256,256,3.53,0.00,27.42,9.44,109.67,"18,432","73,728","93,170","73,728","294,912","296,991","73,964",0,"73,728","80,366","206,499",4.84,12.45,"80,366","206,499"
26,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[2142] python3.8,"   25,    2,   36","  256,    1,    1","21,090,157",15.44,"1,863,056.65",2.22,"281,260,800",1.37,256,"1,800",8.27,0.47,30.24,115.61,7.49,"9,177,761","903,168","10,514,260","14,596,772","3,612,672","13,919,375","5,215,157","10,346,999","4,403,452","5,360,749","3,542,108",1.70,1.12,"5,360,749","3,542,108"
27,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","1,240,991",0.91,"109,417.04",2.35,"17,454,592",1.36,256,"4,096",5.18,0.12,127.09,25.69,28.24,"903,168","544,768","1,471,213","3,612,672","802,816","803,851","3,650,945",0,"3,612,672","3,646,988","769,089",19.68,4.15,"3,646,988","769,089"
28,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","941,797",0.69,"82,908.35",2.76,"15,554,560",1.36,64,"25,088",6.08,0.03,37.26,25.69,37.19,"202,240","200,704","403,914","804,352","802,816","810,951","803,368","1,522","802,848","826,768","714,219",5.88,5.08,"826,768","714,219"
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","382,511",0.28,"33,853",0.61,"1,404,928",1.35,64,"25,088",1.54,0.03,90.51,25.69,90.51,"200,704","200,704","406,221","802,816","802,816","804,167","812,660",0,"802,816","814,138","715,290",14.26,12.53,"814,138","715,290"
30,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","2,115,960",1.55,"187,337.88",1.44,"18,393,088",1.37,256,"4,096",3.93,0.06,36.63,115.61,74.82,"946,460","903,168","1,877,967","1,769,183","3,612,672","4,764,073","870,055","1,151,356","802,816","884,263","3,525,299",2.80,11.16,"884,263","3,525,299"
31,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[2142] python3.8,"    8,   32,    1","   32,    8,    1","111,737",0.08,"9,547.16",0.97,"626,688",1.33,256,256,3.51,0.00,28.12,9.44,112.48,"18,432","73,728","92,928","73,728","294,912","295,711","78,284",0,"73,728","80,900","275,475",4.85,16.51,"80,900","275,475"
32,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[2142] python3.8,"   25,    2,   36","  256,    1,    1","21,091,045",15.47,"1,863,103.25",2.22,"281,260,800",1.36,256,"1,800",8.27,0.47,30.19,115.61,7.47,"9,177,685","903,168","10,518,900","14,596,693","3,612,672","13,907,321","5,090,641","10,325,400","4,441,324","5,355,617","3,542,332",1.70,1.12,"5,355,617","3,542,332"
33,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","1,242,819",0.91,"109,273.31",2.35,"17,454,592",1.36,256,"4,096",5.17,0.12,126.93,25.69,28.21,"903,168","544,768","1,470,088","3,612,672","802,816","806,416","3,842,275",0,"3,612,672","3,658,769","770,885",19.72,4.15,"3,658,769","770,885"
34,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","942,290",0.69,"82,944.13",2.76,"15,554,560",1.36,64,"25,088",6.07,0.03,37.25,25.69,37.18,"202,240","200,704","406,417","804,352","802,816","805,791","824,562","1,521","802,848","827,744","713,885",5.88,5.07,"827,744","713,885"
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","383,669",0.28,"33,260.09",0.62,"1,404,928",1.37,64,"25,088",1.54,0.03,91.46,25.69,91.46,"200,704","200,704","407,951","802,816","802,816","804,172","815,828",0,"802,816","816,070","714,545",14.25,12.47,"816,070","714,545"
36,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","2,120,603",1.55,"185,809.79",1.46,"18,393,088",1.37,256,"4,096",3.93,0.06,36.59,115.61,74.67,"946,331","903,168","1,898,907","1,769,496","3,612,672","4,762,716","971,985","1,151,058","802,816","875,287","3,525,528",2.76,11.14,"875,287","3,525,528"
37,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[2142] python3.8,"    8,   32,    1","   32,    8,    1","112,824",0.08,"9,463.25",0.97,"626,688",1.33,256,256,3.47,0.00,27.94,9.44,111.75,"18,432","73,728","93,556","73,728","294,912","295,949","76,404",0,"73,728","76,330","283,299",4.53,16.82,"76,330","283,299"
38,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[2142] python3.8,"   25,    2,   36","  256,    1,    1","21,116,951",15.50,"1,857,235.75",2.23,"281,260,800",1.36,256,"1,800",8.25,0.47,30.13,115.61,7.46,"9,177,777","903,168","10,533,823","14,596,785","3,612,672","13,930,144","5,258,965","10,294,707","4,389,224","5,248,513","3,542,087",1.66,1.12,"5,248,513","3,542,087"
39,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[2142] python3.8,"   16,  256,    1","  256,    1,    1","1,240,929",0.91,"109,319.40",2.35,"17,454,592",1.36,256,"4,096",5.18,0.12,127.07,25.69,28.24,"903,168","544,762","1,470,806","3,612,672","802,816","803,890","3,662,383",0,"3,612,672","3,832,641","768,868",20.69,4.15,"3,832,641","768,868"
40,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","942,687",0.69,"82,939.87",2.76,"15,554,560",1.36,64,"25,088",6.07,0.03,37.20,25.69,37.13,"202,242","200,704","416,220","804,354","802,816","805,420","834,320","1,521","802,848","836,402","713,947",5.94,5.07,"836,402","713,947"
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[2142] python3.8,"25088,    1,    1","   64,    1,    1","381,074",0.28,"33,750.71",0.61,"1,404,928",1.34,64,"25,088",1.55,0.03,90.37,25.69,90.37,"200,704","200,704","407,737","802,816","802,816","803,847","813,054",0,"802,816","803,828","713,806",14.13,12.55,"803,828","713,806"
42,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[2142] python3.8," 6272,    1,    1","  256,    1,    1","722,203",0.53,"63,554.82",2.40,"10,386,432",1.36,256,"6,272",5.29,0.03,48.95,19.27,36.23,"351,720","150,528","515,772","813,489","602,112","708,155","821,853","105,942","802,816","832,711","525,736",7.72,4.88,"832,711","525,736"
43,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[2142] python3.8,"    4,  256,    1","  256,    1,    1","531,145",0.39,"46,211.24",1.54,"4,845,568",1.37,256,"1,024",4.19,0.01,29.77,28.90,74.40,"154,654","331,107","496,448","361,368","903,168","1,111,111","220,937","207,177","200,704","217,919","820,772",2.75,10.35,"217,919","820,772"
44,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[2142] python3.8,"    8,   64,    1","   32,    8,    1","222,772",0.16,"19,074.93",0.97,"1,253,376",1.36,256,512,3.52,0.00,28.74,18.87,114.98,"36,864","147,456","188,558","147,456","589,824","590,669","157,774",0,"147,456","153,390","501,772",4.61,15.09,"153,390","501,772"
45,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[2142] python3.8,"    7,    4,   36","  256,    1,    1","11,862,923",8.67,"1,046,760.07",2.21,"157,506,048",1.37,256,"1,008",8.23,0.25,28.56,57.80,6.67,"5,182,496","583,021","5,951,107","7,740,257","1,806,336","8,349,668","1,866,057","6,542,191","1,492,992","1,872,761","1,724,172",1.06,0.97,"1,872,761","1,724,172"
46,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[2142] python3.8,"    4,  512,    1","  256,    1,    1","659,200",0.48,"57,794.87",2.26,"8,893,952",1.36,256,"2,048",4.97,0.06,119.22,16.52,34.06,"701,771","243,568","956,803","1,806,336","516,096","517,137","1,828,921",0,"1,806,336","1,827,755","368,941",18.57,3.75,"1,827,755","368,941"
47,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[2142] python3.8,"12544,    1,    1","   64,    1,    1","472,015",0.35,"41,526.28",2.75,"7,777,280",1.36,64,"12,544",6.06,0.01,37.26,12.85,36.97,"103,423","100,352","204,625","404,480","401,408","410,506","416,124","3,042","401,472","419,616","312,924",5.95,4.44,"419,616","312,924"
