ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
25,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[25869] python3.8,"   98,    2,    1","    8,    8,    1","69,261",52,"29,461.37",1.69,"3,381,000",1.32,64,196,21.81
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,169",2.88,18.79,0.05,65,1.10,64,1,0.01
27,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","10,665",8.58,"4,125.79",1.67,"468,288",1.24,512,64,16.76
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  784,    1,    1","   64,    1,    1","5,347",4.93,"1,614.06",0.40,"43,904",1.08,64,784,3.46
29,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[25869] python3.8,"    2,   16,    1","   32,    4,    1","4,394",3.87,"1,030.19",0.64,"45,056",1.13,128,32,3.86
30,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[25869] python3.8,"    2,    7,    4","  256,    1,    1","63,165",47.14,"25,270.09",1.60,"2,742,208",1.33,256,56,23.69
31,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,185",2.88,19.18,0.05,65,1.11,64,1,0.01
32,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","10,346",8.26,"3,982.79",1.73,"468,288",1.25,512,64,17.27
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  784,    1,    1","   64,    1,    1","5,672",4.64,"1,736.65",0.37,"43,904",1.22,64,784,3.27
34,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"   25,    1,    1","  128,    1,    1","2,902",2.69,362.29,0.31,"7,680",1.08,128,25,1.06
35,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25869] python3.8,"   25,    4,    1","  128,    1,    1","45,553",32.80,"19,241.81",1.89,"2,468,800",1.38,128,100,27.65
36,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,166",2.85,19.03,0.05,65,1.11,64,1,0.01
37,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  256,    1,    1","  512,    1,    1","31,548",27.17,"14,430.79",1.91,"1,873,152",1.15,512,256,22.32
38,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[25869] python3.8," 3136,    1,    1","   64,    1,    1","19,511",17.66,"8,455.10",0.25,"144,256",1.10,64,"3,136",4.77
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8," 3136,    1,    1","   64,    1,    1","12,180",13.44,"4,746.24",0.54,"175,616",0.90,64,"3,136",6.11
40,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[25869] python3.8,"   98,    2,    1","    8,    8,    1","69,069",50.66,"29,304.46",1.70,"3,381,000",1.35,64,196,21.88
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,177",2.98,19.53,0.05,65,1.07,64,1,0.01
42,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","10,340",8.61,"4,200.97",1.64,"468,288",1.19,512,64,17.29
43,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  784,    1,    1","   64,    1,    1","5,296",4.74,"1,622.47",0.40,"43,904",1.11,64,784,3.50
44,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[25869] python3.8,"    2,   16,    1","   32,    4,    1","4,580",3.90,"1,047.03",0.63,"45,056",1.17,128,32,3.71
45,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[25869] python3.8,"    2,    7,    4","  256,    1,    1","65,766",46.94,"25,250.18",1.60,"2,742,208",1.39,256,56,22.76
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,152",2.88,19.13,0.05,65,1.09,64,1,0.01
47,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"   64,    1,    1","  512,    1,    1","10,275",8.51,"3,974.81",1.73,"468,288",1.20,512,64,17.40
48,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  784,    1,    1","   64,    1,    1","5,621",4.77,"1,736.65",0.37,"43,904",1.17,64,784,3.30
49,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"   25,    1,    1","  128,    1,    1","2,896",2.69,389.54,0.29,"7,680",1.08,128,25,1.06
50,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25869] python3.8,"   25,    4,    1","  128,    1,    1","43,208",32.80,"19,238.72",1.89,"2,468,800",1.31,128,100,29.17
51,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,170",4.19,19.93,0.05,65,0.76,64,1,0.01
52,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  256,    1,    1","  512,    1,    1","31,566",25.28,"14,012.97",1.97,"1,873,152",1.24,512,256,22.30
53,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[25869] python3.8," 3136,    1,    1","   64,    1,    1","19,532",17.73,"8,639.87",0.25,"144,256",1.09,64,"3,136",4.76
54,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8," 3136,    1,    1","   64,    1,    1","11,883",12.61,"4,762.90",0.54,"175,616",0.93,64,"3,136",6.26
55,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"   25,    1,    1","  128,    1,    1","2,912",2.66,361.81,0.31,"7,680",1.10,128,25,1.06
56,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25869] python3.8,"   25,    2,    1","  128,    1,    1","83,300",65.73,"31,390.04",1.96,"4,186,400",1.26,128,50,29.35
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,244",2.85,18.81,0.05,65,1.14,64,1,0.01
58,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  128,    1,    1","  512,    1,    1","18,051",14.27,"7,550.90",1.82,"936,576",1.26,512,128,19.62
59,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8," 1568,    1,    1","   64,    1,    1","7,463",6.59,"2,609.13",0.49,"87,808",1.13,64,"1,568",4.97
60,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[25869] python3.8,"   25,    4,    1","    8,    8,    1","157,263",116.99,"74,909.16",1.46,"7,459,740",1.34,64,100,21.70
61,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,137",2.85,18.69,0.05,65,1.10,64,1,0.01
62,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  128,    1,    1","  512,    1,    1","12,548",10.14,"5,008.90",1.62,"551,552",1.23,512,128,16.83
63,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"  392,    1,    1","   64,    1,    1","4,456",3.78,"1,103.63",0.29,"21,952",1.18,64,392,2.08
64,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"    7,    1,    1","  128,    1,    1","2,914",2.69,103.71,0.28,"1,979",1.08,128,7,0.27
65,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25869] python3.8,"    7,    8,    1","  128,    1,    1","49,715",37.09,"19,734.06",1.85,"2,484,608",1.33,128,56,27.81
66,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,150",2.88,18.84,0.05,65,1.09,64,1,0.01
67,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  512,    1,    1","  512,    1,    1","38,955",30.43,"17,852.09",1.82,"2,206,208",1.27,512,512,21.35
68,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[25869] python3.8,"    7,    1,    1","  128,    1,    1","2,925",2.69,103.66,0.28,"1,979",1.09,128,7,0.27
69,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[25869] python3.8,"    7,    8,    1","  128,    1,    1","86,305",64.29,"35,328.57",1.95,"4,688,768",1.34,128,56,31.73
70,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[25869] python3.8,"    1,    1,    1","   64,    1,    1","3,134",2.85,18.68,0.05,65,1.10,64,1,0.01
71,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[25869] python3.8,"  512,    1,    1","  512,    1,    1","38,552",30.14,"17,829.87",1.82,"2,206,208",1.27,512,512,21.58
72,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[25869] python3.8," 1568,    1,    1","   64,    1,    1","10,845",9.57,"4,205.97",0.25,"72,128",1.13,64,"1,568",4.28
