ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,131",4.16,18.47,0.05,65,0.75,64,1,0.01
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  128,    1,    1","  512,    1,    1","96,083",77.12,"90,153.41",0.54,"3,307,776",1.24,512,128,13.79
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"12544,    1,    1","   64,    1,    1","57,970",48.51,"55,122.81",0.19,"702,464",1.19,64,"12,544",5.10
36,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[508] python3.8,"    1,   32,    1","   32,    4,    1","4,304",3.65,986.99,0.67,"45,056",1.18,128,32,3.94
37,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[508] python3.8,"    8,    7,    4","  256,    1,    1","225,889",165.22,"185,604.57",1.63,"20,602,624",1.36,256,224,51.98
38,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[508] python3.8,"  136,    4,    1","  512,    1,    1","81,793",63.46,"77,325.46",1.29,"6,785,536",1.28,512,544,30.68
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,146",4.16,18.69,0.05,65,0.76,64,1,0.01
40,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  160,    1,    1","  512,    1,    1","146,908",107.71,"110,652.03",0.55,"4,134,720",1.36,512,160,11.26
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"15680,    1,    1","   64,    1,    1","80,341",57.95,"71,147.99",0.18,"878,080",1.38,64,"15,680",4.60
42,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   25,    1,    1","  128,    1,    1","2,909",3.74,386.13,0.29,"7,680",0.78,128,25,1.06
43,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[508] python3.8,"  196,    2,    1","  128,    1,    1","151,973",114.27,"142,805.35",2.19,"21,249,536",1.32,128,392,79.30
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,159",2.78,19.21,0.05,65,1.13,64,1,0.01
45,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  128,    1,    1","  512,    1,    1","97,550",77.44,"90,013.04",0.54,"3,307,776",1.26,512,128,13.58
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"12544,    1,    1","   64,    1,    1","58,066",46.08,"54,877.96",0.19,"702,464",1.26,64,"12,544",5.10
47,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[508] python3.8,"    1,   32,    1","   32,    4,    1","4,191",3.65,987.16,0.67,"45,056",1.15,128,32,4.05
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[508] python3.8,"    8,    7,    4","  256,    1,    1","225,666",165.79,"184,455.65",1.64,"20,602,624",1.36,256,224,52.03
49,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[508] python3.8,"  136,    5,    1","  512,    1,    1","98,039",76.45,"93,279.82",1.29,"8,168,320",1.28,512,680,30.78
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,171",2.82,19.04,0.05,65,1.13,64,1,0.01
51,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  192,    1,    1","  512,    1,    1","154,101",118.66,"137,799.81",0.53,"4,961,664",1.30,512,192,12.88
52,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"18816,    1,    1","   64,    1,    1","90,391",72.29,"86,765.93",0.18,"1,053,696",1.25,64,"18,816",4.91
53,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   25,    1,    1","  128,    1,    1","3,024",2.69,358.03,0.32,"7,680",1.12,128,25,1.02
54,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[508] python3.8,"  196,    2,    1","  128,    1,    1","177,447",133.02,"167,110.85",2.21,"25,106,816",1.33,128,392,81.24
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,177",2.82,20,0.05,65,1.13,64,1,0.01
56,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  128,    1,    1","  512,    1,    1","99,305",75.36,"90,239.25",0.54,"3,307,776",1.31,512,128,13.34
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"12544,    1,    1","   64,    1,    1","58,580",48.54,"54,859.71",0.19,"702,464",1.20,64,"12,544",5.05
58,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[508] python3.8,"    1,   32,    1","   32,    4,    1","4,122",3.65,987.15,0.67,"45,056",1.13,128,32,4.12
59,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[508] python3.8,"    8,    7,    4","  256,    1,    1","226,011",167.04,"184,929.40",1.64,"20,602,624",1.35,256,224,51.95
60,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[508] python3.8,"  136,    6,    1","  512,    1,    1","114,968",87.68,"110,572.91",1.27,"9,551,104",1.31,512,816,30.69
61,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,176",2.91,19.25,0.05,65,1.09,64,1,0.01
62,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  224,    1,    1","  512,    1,    1","173,689",130.98,"164,764.51",0.52,"5,788,608",1.32,512,224,13.34
63,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"21952,    1,    1","   64,    1,    1","106,136",83.01,"110,283.31",0.16,"1,229,312",1.28,64,"21,952",4.87
64,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   25,    1,    1","  128,    1,    1","4,023",2.69,355.56,0.32,"7,680",1.50,128,25,0.77
65,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[508] python3.8,"  196,    2,    1","  128,    1,    1","203,032",150.85,"191,626.07",2.22,"28,964,096",1.34,128,392,82.68
66,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,191",2.78,18.51,0.05,65,1.15,64,1,0.01
67,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  128,    1,    1","  512,    1,    1","99,465",75.42,"90,363.96",0.54,"3,307,776",1.32,512,128,13.32
68,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"12544,    1,    1","   64,    1,    1","58,342",46.62,"54,852.06",0.19,"702,464",1.25,64,"12,544",5.07
69,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[508] python3.8,"    1,   32,    1","   32,    4,    1","4,284",3.81,"1,076.56",0.62,"45,056",1.12,128,32,3.96
70,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[508] python3.8,"    8,    7,    4","  256,    1,    1","225,390",166.50,"184,705.28",1.64,"20,602,624",1.35,256,224,52.09
71,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[508] python3.8,"  136,    7,    1","  512,    1,    1","129,909",100.19,"126,118.44",1.27,"10,933,888",1.29,512,952,31.08
72,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"    1,    1,    1","   64,    1,    1","3,164",3.46,18.99,0.05,65,0.92,64,1,0.01
73,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[508] python3.8,"  256,    1,    1","  512,    1,    1","193,884",148.74,"189,021.38",0.51,"6,615,552",1.30,512,256,13.65
74,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[508] python3.8,"25088,    1,    1","   64,    1,    1","122,660",93.38,"119,917.51",0.17,"1,404,928",1.31,64,"25,088",4.82
75,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[508] python3.8,"   25,    1,    1","  128,    1,    1","2,892",2.69,358.25,0.32,"7,680",1.08,128,25,1.07
76,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[508] python3.8,"  196,    2,    1","  128,    1,    1","229,234",169.89,"216,706.49",2.23,"32,821,376",1.34,128,392,83.57
