ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Gbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[31957] python3.8,"   32,   14,    7","  256,    1,    1","6,078,557",4.50,"1,411,296.31",1.60,"153,563,648",1.35,256,"3,136",13.72,0.65,143.75,51.38,11.43,"6,885,376","802,816","7,881,669","20,193,280","1,605,632","20,290,249","2,391,613","18,682,885","2,198,756","2,593,999","1,568,294",2.86,1.73,"2,593,999","1,568,294"
11,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"50176,    1,    1","   64,    1,    1","711,281",0.52,"166,262.71",2.75,"31,109,120",1.36,64,"50,176",16.10,0.05,98.67,51.38,98.55,"403,456","401,408","815,217","1,607,680","1,605,632","1,609,567","1,623,890","2,038","1,605,652","1,625,716","1,588,436",15.31,14.96,"1,625,716","1,588,436"
12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"50176,    1,    1","   64,    1,    1","306,554",0.23,"71,202.29",0.58,"2,809,856",1.36,64,"50,176",3.86,0.05,228.07,51.38,228.07,"401,408","401,408","811,749","1,605,632","1,605,632","1,606,937","1,616,842",0,"1,605,632","1,614,950","1,516,735",35.29,33.14,"1,614,950","1,516,735"
13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[31957] python3.8,"    4,   32,    1","   32,    4,    1","10,266",0.01,"1,906.37",1.39,"180,224",1.23,128,128,6.63,0.00,80.98,1.05,126.03,"13,308","8,192","22,332","20,844","32,768","41,162","19,884","7,121","18,432","18,808",0,12.24,0,"18,808",0
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[31957] python3.8,"   32,   14,    7","  256,    1,    1","10,888,333",7.97,"2,524,401.12",1.68,"288,436,736",1.37,256,"3,136",15.04,1.29,162.24,51.38,6.45,"13,770,752","802,816","14,841,613","40,386,560","1,605,632","38,843,259","5,155,713","37,232,774","4,597,130","4,980,137","1,577,684",3.06,0.97,"4,980,137","1,577,684"
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"50176,    1,    1","   64,    1,    1","710,789",0.52,"166,249.84",2.75,"31,109,120",1.36,64,"50,176",16.11,0.05,98.65,51.38,98.53,"403,456","401,408","823,248","1,607,680","1,605,632","1,609,385","1,642,588","2,035","1,605,660","1,634,570","1,517,130",15.40,14.30,"1,634,570","1,517,130"
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"50176,    1,    1","   64,    1,    1","305,463",0.22,"71,180.65",0.58,"2,809,856",1.36,64,"50,176",3.87,0.05,229.80,51.38,229.80,"401,408","401,408","807,967","1,605,632","1,605,632","1,606,902","1,606,092",0,"1,605,632","1,606,036","1,516,623",35.22,33.25,"1,606,036","1,516,623"
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[31957] python3.8,"12544,    1,    1","  256,    1,    1","586,377",0.43,"137,887.69",2.22,"20,772,864",1.35,256,"12,544",13.04,0.05,122.37,38.54,88.76,"547,266","301,056","858,230","1,657,462","1,204,224","1,260,684","1,622,591","53,936","1,605,632","1,629,311","1,201,522",18.61,13.72,"1,629,311","1,201,522"
18,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[31957] python3.8,"   16,  128,    1","  256,    1,    1","407,461",0.30,"94,549.69",1.43,"9,196,544",1.36,256,"2,048",10.23,0.03,96.37,57.80,193.17,"480,726","451,584","937,422","901,283","1,806,336","2,396,421","411,001","589,084","401,408","414,383","1,717,998",6.81,28.24,"414,383","1,717,998"
19,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[31957] python3.8,"    4,   32,    1","   32,    8,    1","25,421",0.02,"5,075.60",0.91,"313,344",1.31,256,128,7.74,0.00,61.03,4.72,244.13,"9,216","36,864","47,324","36,864","147,456","148,399","38,496",0,"36,864","37,232","58,715",9.81,15.48,"37,232","58,715"
20,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[31957] python3.8,"   25,    2,   36","  256,    1,    1","4,239,903",3.11,"991,265.60",2.18,"146,937,600",1.36,256,"1,800",20.67,0.23,75.00,115.61,37.15,"4,583,581","903,168","5,543,665","7,293,085","3,612,672","9,023,753","2,066,851","5,409,352","1,957,024","2,288,601","3,527,226",3.62,5.57,"2,288,601","3,527,226"
21,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","491,102",0.36,"114,315.75",2.25,"17,454,592",1.35,256,"4,096",13.10,0.12,317.60,25.69,70.58,"903,168","544,768","1,455,079","3,612,672","802,816","805,932","3,613,753",0,"3,612,672","3,613,593","766,176",49.28,10.45,"3,613,593","766,176"
22,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","358,284",0.26,"83,265.56",2.75,"15,554,560",1.36,64,"25,088",16.00,0.03,98.49,25.69,97.99,"204,800","200,704","412,629","806,913","802,816","808,666","814,252","4,076","802,848","816,454","713,984",15.26,13.35,"816,454","713,984"
23,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","152,146",0.11,"34,985.40",0.59,"1,404,928",1.34,64,"25,088",3.89,0.03,225.95,25.69,225.95,"200,704","200,704","402,946","802,816","802,816","803,825","808,604",0,"802,816","809,254","713,816",35.62,31.42,"809,254","713,816"
24,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","804,293",0.59,"188,755.15",1.43,"18,393,088",1.36,256,"4,096",10.36,0.06,97.53,115.61,195.22,"962,812","903,168","1,885,142","1,805,089","3,612,672","4,795,624","830,317","1,180,594","802,816","831,929","3,526,106",6.93,29.36,"831,929","3,526,106"
25,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[31957] python3.8,"    8,   32,    1","   32,    8,    1","46,012",0.04,"10,008.74",0.92,"626,688",1.25,256,256,8.54,0.00,64.34,9.44,257.34,"18,432","73,728","93,460","73,728","294,912","295,774","73,734",0,"73,728","74,088","277,119",10.79,40.36,"74,088","277,119"
26,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[31957] python3.8,"   25,    2,   36","  256,    1,    1","7,984,215",5.86,"1,866,928.12",2.22,"281,260,800",1.36,256,"1,800",21.84,0.47,79.71,115.61,19.73,"9,175,564","903,168","10,304,853","14,594,572","3,612,672","13,622,566","5,308,600","9,696,330","4,868,420","4,968,185","3,534,400",4.17,2.96,"4,968,185","3,534,400"
27,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","490,688",0.36,"113,990.68",2.25,"17,454,592",1.35,256,"4,096",13.11,0.12,319.79,25.69,71.06,"903,168","544,768","1,454,553","3,612,672","802,816","804,108","3,634,723",0,"3,612,672","3,628,673","844,556",49.54,11.53,"3,628,673","844,556"
28,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","357,620",0.26,"83,262.68",2.75,"15,554,560",1.36,64,"25,088",16.02,0.03,98.40,25.69,97.90,"204,790","200,704","411,226","806,904","802,816","808,384","818,432","4,080","802,848","818,792","714,009",15.34,13.37,"818,792","714,009"
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","156,163",0.11,"35,056.03",0.59,"1,404,928",1.36,64,"25,088",3.79,0.03,224.25,25.69,224.25,"200,704","200,704","407,594","802,816","802,816","804,086","809,370",0,"802,816","807,788","788,449",34.64,33.82,"807,788","788,449"
30,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","806,590",0.59,"189,187.22",1.43,"18,393,088",1.36,256,"4,096",10.33,0.06,97.21,115.61,194.59,"962,568","903,168","1,875,755","1,805,166","3,612,672","4,794,729","827,233","1,180,810","802,816","830,025","3,524,784",6.89,29.27,"830,025","3,524,784"
31,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[31957] python3.8,"    8,   32,    1","   32,    8,    1","46,362",0.03,"10,315.40",0.89,"626,688",1.32,256,256,8.48,0.00,67.52,9.44,270.07,"18,432","73,728","92,858","73,728","294,912","295,774","77,220",0,"73,728","76,064","206,252",11.00,29.83,"76,064","206,252"
32,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[31957] python3.8,"   25,    2,   36","  256,    1,    1","7,971,426",5.85,"1,868,111",2.21,"281,260,800",1.36,256,"1,800",21.88,0.47,79.79,115.61,19.75,"9,175,624","903,168","10,227,883","14,594,642","3,612,672","13,419,136","5,087,225","9,955,432","4,809,704","5,319,051","3,535,831",4.47,2.97,"5,319,051","3,535,831"
33,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","493,336",0.36,"114,649.06",2.24,"17,454,592",1.36,256,"4,096",13.04,0.12,320.10,25.69,71.13,"903,168","544,768","1,449,063","3,612,672","802,816","804,252","3,625,553",0,"3,612,672","3,625,213","766,748",49.22,10.41,"3,625,213","766,748"
34,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","356,715",0.26,"83,228.19",2.75,"15,554,560",1.36,64,"25,088",16.07,0.03,98.30,25.69,97.80,"204,796","200,704","410,436","806,909","802,816","808,419","819,138","4,076","802,848","811,166","713,826",15.23,13.40,"811,166","713,826"
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","151,984",0.11,"35,172.35",0.59,"1,404,928",1.34,64,"25,088",3.89,0.03,227.04,25.69,227.04,"200,704","200,704","405,172","802,816","802,816","803,886","807,490",0,"802,816","808,282","714,182",35.62,31.48,"808,282","714,182"
36,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","807,155",0.59,"188,616.07",1.43,"18,393,088",1.36,256,"4,096",10.33,0.06,97.41,115.61,194.97,"962,658","903,168","1,958,864","1,805,173","3,612,672","4,797,672","833,729","1,181,154","802,816","829,721","3,524,940",6.89,29.25,"829,721","3,524,940"
37,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[31957] python3.8,"    8,   32,    1","   32,    8,    1","45,355",0.04,"9,885.47",0.93,"626,688",1.26,256,256,8.68,0.00,65.65,9.44,262.61,"18,432","73,728","93,201","73,728","294,912","295,794","73,732",0,"73,728","73,854","206,043",10.90,30.42,"73,854","206,043"
38,volta_sgemm_128x128_nn,volta_sgemm_128x128_nn,[31957] python3.8,"   25,    2,   36","  256,    1,    1","7,999,545",5.85,"1,866,932.56",2.22,"281,260,800",1.37,256,"1,800",21.81,0.47,79.82,115.61,19.76,"9,175,499","903,168","10,307,083","14,594,507","3,612,672","13,333,736","4,997,785","9,833,209","5,074,284","5,255,429","3,532,783",4.40,2.96,"5,255,429","3,532,783"
39,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[31957] python3.8,"   16,  256,    1","  256,    1,    1","490,719",0.36,"113,999.71",2.25,"17,454,592",1.35,256,"4,096",13.11,0.12,319.62,25.69,71.03,"903,168","544,768","1,462,754","3,612,672","802,816","804,092","3,617,121",0,"3,612,672","3,621,263","767,233",49.43,10.47,"3,621,263","767,233"
40,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","356,528",0.26,"83,246.47",2.75,"15,554,560",1.35,64,"25,088",16.08,0.03,98.16,25.69,97.67,"204,788","200,704","411,105","806,900","802,816","808,643","810,958","4,081","802,848","821,190","714,033",15.43,13.41,"821,190","714,033"
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[31957] python3.8,"25088,    1,    1","   64,    1,    1","152,884",0.11,"35,340.71",0.58,"1,404,928",1.34,64,"25,088",3.87,0.03,225.07,25.69,225.07,"200,704","200,704","410,320","802,816","802,816","804,176","803,242",0,"802,816","856,848","792,001",37.54,34.70,"856,848","792,001"
42,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[31957] python3.8," 6272,    1,    1","  256,    1,    1","289,529",0.22,"68,611.94",2.23,"10,386,432",1.33,256,"6,272",13.21,0.03,120.68,19.27,88.93,"352,078","150,528","510,390","816,628","602,112","711,969","816,445","108,290","802,816","810,621","523,980",18.75,12.12,"810,621","523,980"
43,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[31957] python3.8,"    4,  256,    1","  256,    1,    1","204,555",0.15,"46,920.44",1.52,"4,845,568",1.34,256,"1,024",10.89,0.01,75.58,28.90,190.26,"153,836","329,439","488,253","358,550","903,168","1,112,758","207,857","206,189","200,704","203,155","819,840",6.65,26.84,"203,155","819,840"
44,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[31957] python3.8,"    8,   64,    1","   32,    8,    1","85,501",0.07,"19,361.51",0.95,"1,253,376",1.30,256,512,9.19,0.00,71.72,18.87,286.88,"36,864","147,456","185,654","147,456","589,824","590,787","152,488",0,"147,456","149,860","501,661",11.75,39.32,"149,860","501,661"
45,volta_sgemm_128x64_nn,volta_sgemm_128x64_nn,[31957] python3.8,"    7,    8,   36","  128,    1,    1","4,451,519",3.27,"1,042,756.43",2.26,"160,199,424",1.36,128,"2,016",21.95,0.36,111.19,57.80,17.70,"6,254,233","560,773","6,874,424","11,347,920","1,806,336","11,957,439","1,611,775","10,149,820","1,492,992","1,680,594","1,723,616",2.53,2.59,"1,680,594","1,723,616"
46,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[31957] python3.8,"    4,  512,    1","  256,    1,    1","278,121",0.21,"65,279.09",2.00,"8,893,952",1.34,256,"2,048",11.79,0.06,278.67,16.52,79.62,"699,949","243,502","948,748","1,806,336","516,096","519,845","1,814,771",0,"1,806,336","1,814,195","366,944",43.69,8.84,"1,814,195","366,944"
47,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[31957] python3.8,"12544,    1,    1","   64,    1,    1","180,253",0.13,"41,797.72",2.74,"7,777,280",1.35,64,"12,544",15.91,0.01,98.14,12.85,96.56,"106,917","100,352","224,499","408,011","401,408","409,295","405,584","6,634","401,472","411,210","312,462",15.28,11.61,"411,210","312,462"
