ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [usecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    4,   14,    7","  256,    1,    1","247,492",183.42,"174,242.01",1.62,"19,195,456",1.34,256,392,42.33,80.77,440.36,6.42,35.01,"860,672","100,352","968,193","2,524,160","200,704","2,646,666","129,507","2,443,701","125,880","130,421","213,607",3.53,5.78,"130,421","213,607"
11,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 6272,    1,    1","   64,    1,    1","43,474",26.94,"20,683.34",2.16,"3,035,648",1.60,64,"6,272",26.02,6.45,239.31,6.42,238.37,"50,973","50,176","102,819","201,501","200,704","203,338","203,464",791,"200,720","202,408","111,979",31.21,17.27,"202,408","111,979"
12,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 6272,    1,    1","   64,    1,    1","26,405",25.50,"17,263.18",0.30,"351,232",1.03,64,"6,272",5.63,6.42,251.82,6.42,251.82,"50,176","50,176","102,794","200,704","200,704","202,923","201,426",0,"200,704","201,306","111,540",51.09,28.31,"201,306","111,540"
13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"    4,   32,    1","   32,    4,    1","6,596",6.62,"2,581.37",1.03,"180,224",0.99,128,128,10.34,0.66,98.95,1.05,158.30,"10,271","8,192","21,063","20,482","32,768","39,974","18,996","6,227","18,432","18,980","21,527",19.26,21.84,"18,980","21,527"
14,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    4,   14,    7","  256,    1,    1","438,736",324.58,"313,105.50",1.69,"36,054,592",1.34,256,392,46.87,161.55,497.71,6.42,19.79,"1,721,344","100,352","1,832,126","5,048,320","200,704","4,870,285","545,663","4,674,660","527,578","542,181","158,373",8.28,2.42,"542,181","158,373"
15,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 6272,    1,    1","   64,    1,    1","32,213",27.97,"21,021.50",2.12,"3,035,648",1.13,64,"6,272",35.29,6.45,230.55,6.42,229.64,"50,975","50,176","105,408","201,503","200,704","209,636","201,440",788,"200,720","201,338","111,840",41.83,23.24,"201,338","111,840"
16,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 6272,    1,    1","   64,    1,    1","26,469",25.92,"17,357.60",0.30,"351,232",1.01,64,"6,272",5.62,6.42,247.78,6.42,247.78,"50,176","50,176","101,644","200,704","200,704","203,269","203,420",0,"200,704","202,068","111,592",51.12,28.23,"202,068","111,592"
17,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[1915] python3.8," 1568,    1,    1","  256,    1,    1","29,223",23.62,"19,352.82",1.97,"2,596,608",1.22,256,"1,568",33.11,6.60,279.44,4.82,203.97,"68,360","37,632","107,791","206,890","150,528","157,618","201,301","6,204","200,704","200,863","68,533",46.05,15.71,"200,863","68,533"
18,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"    8,   32,    1","   32,    4,    1","9,079",6.98,"4,472.19",1.19,"360,448",1.29,128,256,15.11,1.31,188.13,2.10,300.62,"25,765","16,384","42,801","41,019","65,536","80,686","37,398","13,578","36,864","37,172",4,27.24,0.00,"37,172",4
19,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    8,    7,    4","  256,    1,    1","270,402",200.74,"176,396.46",1.72,"20,602,624",1.34,256,224,43.42,87.69,436.83,3.21,16.00,"884,736","68,096","958,796","2,740,224","100,352","2,647,092","251,073","2,541,941","220,360","236,623","142,545",5.86,3.53,"236,623","142,545"
20,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","15,709",17.31,"9,828.40",2.27,"1,517,824",0.89,64,"3,136",36.47,3.26,188.06,3.21,185.49,"26,332","25,088","54,450","101,664","100,352","108,202","101,250","1,385","100,384","100,616","11,515",42.63,4.88,"100,616","11,515"
21,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","10,914",11.01,"6,285.72",0.41,"175,616",0.98,64,"3,136",6.82,3.21,291.72,3.21,291.72,"25,088","25,088","51,688","100,352","100,352","101,957","100,856",0,"100,352","100,878","88,766",61.57,54.18,"100,878","88,766"
22,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"    8,   64,    1","   32,    4,    1","17,875",14.14,"7,613.37",1.39,"720,896",1.25,128,512,15.39,2.69,190.03,4.19,296.54,"54,981","32,768","89,268","83,913","131,072","163,805","74,164","31,206","73,728","73,996","41,848",27.69,15.66,"73,996","41,848"
23,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    8,    7,    4","  256,    1,    1","505,217",372.48,"330,144.87",1.78,"39,870,208",1.35,256,224,46.08,175.37,470.83,3.21,8.62,"1,769,472","68,096","1,903,507","5,480,448","100,352","4,725,258","946,531","4,621,145","923,362","941,107","92,850",12.47,1.23,"941,107","92,850"
24,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","15,889",14.62,"9,710.59",2.30,"1,517,824",1.06,64,"3,136",36.11,3.26,222.69,3.21,219.59,"26,455","25,088","53,091","101,764","100,352","103,500","101,688","1,405","100,384","102,450","89,158",42.94,37.37,"102,450","89,158"
25,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","11,433",11.14,"6,321.18",0.41,"175,616",1.02,64,"3,136",6.51,3.21,288.37,3.21,288.37,"25,088","25,088","54,850","100,352","100,352","102,013","100,356",0,"100,352","100,430","12,653",58.55,7.38,"100,430","12,653"
26,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"    8,   64,    1","   32,    4,    1","13,040",13.47,"7,613.99",1.39,"720,896",0.95,128,512,21.20,2.68,198.95,4.19,311.33,"55,549","32,768","91,180","84,363","131,072","166,302","74,094","31,325","73,728","74,066","41,827",37.72,21.30,"74,066","41,827"
27,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    8,    7,    4","  256,    1,    1","506,114",371.04,"330,177.79",1.78,"39,870,208",1.36,256,224,45.97,175.37,472.66,3.21,8.65,"1,769,472","68,096","1,840,904","5,480,448","100,352","4,725,026","944,229","4,622,771","926,628","950,347","92,875",12.57,1.23,"950,347","92,875"
28,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","16,125",14.85,"9,726.28",2.29,"1,517,824",1.07,64,"3,136",35.50,3.26,219.33,3.21,216.28,"26,376","25,088","53,412","101,690","100,352","103,506","100,384","1,346","100,384","100,744","11,476",41.73,4.75,"100,744","11,476"
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","10,925",14.08,"6,534.35",0.40,"175,616",0.77,64,"3,136",6.82,3.21,228.07,3.21,228.07,"25,088","25,088","51,624","100,352","100,352","102,553","100,812",0,"100,352","100,796","11,352",61.62,6.94,"100,796","11,352"
30,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"    8,   64,    1","   32,    4,    1","13,507",13.63,"7,791.84",1.36,"720,896",0.97,128,512,20.46,2.70,197.85,4.19,307.68,"55,150","32,768","88,233","84,046","131,072","163,719","75,162","30,449","73,728","74,364","42,145",36.68,20.79,"74,364","42,145"
31,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"    8,    7,    4","  256,    1,    1","502,953",371.94,"330,911.07",1.77,"39,870,208",1.35,256,224,46.24,175.37,471.52,3.21,8.63,"1,769,472","68,096","1,846,787","5,480,448","100,352","4,725,041","943,445","4,622,925","922,628","933,269","92,817",12.43,1.24,"933,269","92,817"
32,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","15,790",16.35,"12,439.28",1.79,"1,517,824",0.95,64,"3,136",36.28,3.26,199.16,3.21,196.38,"26,445","25,088","54,185","101,763","100,352","109,385","100,384","1,407","100,384","100,866","11,372",42.60,4.80,"100,866","11,372"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 3136,    1,    1","   64,    1,    1","11,360",11.17,"6,343.59",0.41,"175,616",1.01,64,"3,136",6.56,3.21,287.54,3.21,287.54,"25,088","25,088","52,118","100,352","100,352","102,007","100,532",0,"100,352","100,892","87,863",59.35,51.69,"100,892","87,863"
34,max_pool_forward_nchw,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, T1 *, long *)",[1915] python3.8,"  784,    1,    1","  256,    1,    1","15,163",13.02,"9,252.57",2.06,"1,298,304",1.15,256,784,32.06,3.24,248.65,2.41,184.92,"43,849","18,816","64,054","101,366","75,264","89,517","100,637","12,530","100,352","100,675","1,800",44.39,0.79,"100,675","1,800"
35,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"   16,   64,    1","   32,    4,    1","31,807",28,"19,335.74",1.10,"1,441,792",1.12,128,"1,024",17.27,5.34,190.75,8.39,299.59,"117,228","65,536","182,472","166,629","262,144","329,679","148,710","65,564","147,492","148,678","164,604",31.22,34.57,"148,678","164,604"
36,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"   16,    4,    2","  256,    1,    1","304,794",224.42,"189,634.12",1.77,"22,782,976",1.35,256,128,43.62,91.62,408.26,2.06,9.20,"920,237","26,176","952,776","2,863,104","64,512","2,097,181","855,943","2,030,592","847,872","858,293","55,353",18.85,1.22,"858,293","55,353"
37,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","9,706",10.78,"5,568.82",2.00,"758,912",0.89,64,"1,568",29.52,1.64,151.65,1.61,148.89,"13,451","12,544","28,791","51,120","50,176","57,652","50,360",908,"50,240","50,568",0,34.65,0,"50,568",0
38,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","7,178",6.18,"3,493.46",0.37,"87,808",1.16,64,"1,568",5.17,1.61,259.98,1.61,259.98,"12,544","12,544","26,366","50,176","50,176","51,715","50,270",0,"50,176","50,542",0,47.01,0,"50,542",0
39,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"   16,  128,    1","   32,    4,    1","71,974",57.02,"52,368.38",0.81,"2,883,584",1.25,128,"2,048",15.17,10.65,186.78,16.78,294.21,"235,105","131,072","368,793","335,002","524,288","659,127","300,016","131,464","295,378","299,422","425,092",27.81,39.48,"299,422","425,092"
40,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"   16,    4,    2","  256,    1,    1","585,723",431.07,"364,517.90",1.81,"44,803,072",1.35,256,128,45.12,183.24,425.08,2.06,4.79,"1,840,484","26,175","1,880,327","5,726,208","64,512","4,127,868","1,717,967","4,061,184","1,695,744","1,727,298","55,530",19.75,0.63,"1,727,298","55,530"
41,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","9,805",9.28,"5,389.87",2.07,"758,912",1.04,64,"1,568",29.20,1.64,176.21,1.61,173.02,"13,478","12,544","27,327","51,140","50,176","52,832","51,640",932,"50,240","51,408","38,742",34.98,26.37,"51,408","38,742"
42,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","7,080",5.98,"3,676.22",0.35,"87,808",1.18,64,"1,568",5.24,1.61,268.32,1.61,268.32,"12,544","12,544","26,468","50,176","50,176","51,737","50,212",0,"50,176","50,180",0,47.35,0,"50,180",0
43,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[1915] python3.8,"   16,  128,    1","   32,    4,    1","69,724",57.31,"46,977.68",0.90,"2,883,584",1.21,128,"2,048",15.67,10.67,186.22,16.78,292.73,"234,238","131,072","367,800","334,352","524,288","655,462","297,246","131,369","295,344","297,048","502,700",28.52,48.26,"297,048","502,700"
44,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[1915] python3.8,"   16,    4,    2","  256,    1,    1","588,077",432.13,"364,691.24",1.81,"44,803,072",1.36,256,128,44.96,183.24,424.04,2.06,4.78,"1,840,647","26,170","1,878,670","5,726,208","64,512","4,128,004","1,729,899","4,061,184","1,695,744","1,732,641","55,785",19.73,0.64,"1,732,641","55,785"
45,unrolled_elementwise_kernel,"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>, OffsetCalculator<(int)2, unsigned int>, OffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T3, T4, T5, T6)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","9,470",10.94,"5,442.22",2.05,"758,912",0.85,64,"1,568",30.23,1.64,149.58,1.61,146.71,"13,431","12,544","27,451","51,090","50,176","52,856","51,298",921,"50,240","50,304",0,35.47,0,"50,304",0
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[1915] python3.8," 1568,    1,    1","   64,    1,    1","7,148",8.35,"3,664.74",0.35,"87,808",0.85,64,"1,568",5.20,1.61,192.25,1.61,192.25,"12,544","12,544","27,094","50,176","50,176","52,355","50,924",0,"50,176","50,492","35,425",47.07,33.03,"50,492","35,425"
