ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%]
10,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"25088,    1,    1","   64,    1,    1","123,557",0.09,"60,433.72",0.34,"1,404,928",1.31,64,"25,088",4.8
11,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","115,976",0.09,"52,589.03",1.28,"4,571,136",1.34,512,256,22.74
12,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","87,883",0.06,"36,381.82",0.95,"2,361,344",1.36,512,128,14.89
13,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,307",0.14,"89,121.68",1.67,"10,105,344",1.35,64,"1,088",28.64
14,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","93,945",0.07,"40,380.31",0.85,"2,338,816",1.33,512,128,13.4
15,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","84,871",0.07,"36,202.49",0.96,"2,361,344",1.3,512,128,15.41
16,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","184,629",0.14,"89,120.29",1.67,"10,105,344",1.33,64,"1,088",28.71
17,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","89,898",0.07,"41,243.41",0.83,"2,338,816",1.31,512,128,14.01
18,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","83,714",0.06,"36,353.85",0.95,"2,353,152",1.3,512,128,15.55
19,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","184,735",0.14,"89,122.50",1.67,"10,105,344",1.35,64,"1,088",28.72
20,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","89,946",0.07,"38,103.88",0.88,"2,285,568",1.35,512,128,13.73
21,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","86,602",0.06,"35,467.54",0.98,"2,353,152",1.36,512,128,15.04
22,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,650",0.14,"89,198.85",1.67,"10,105,344",1.35,64,"1,088",28.59
23,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","89,604",0.06,"37,962.71",1.1,"2,285,568",1.38,512,128,12.88
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,221",0,18.85,0.05,65,1.15,64,1,0.01
25,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"   64,    1,    1","  512,    1,    1","195,694",0.16,"93,036.78",0.94,"5,928,576",1.24,512,64,12.54
26,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"25088,    1,    1","   64,    1,    1","124,400",0.1,"60,603.69",0.34,"1,404,928",1.29,64,"25,088",4.77
27,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[4603] python3.8,"   25,    1,    1","  128,    1,    1","2,907",0,360.24,0.31,"7,680",1.11,128,25,1.06
28,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[4603] python3.8,"  784,    4,    1","  128,    1,    1","971,640",0.71,"479,930.75",2.37,"77,421,568",1.35,128,"3,136",40.58
29,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,180",0,19.24,0.05,65,1.13,64,1,0.01
30,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","780,962",0.59,"380,947.62",0.92,"23,714,304",1.32,512,256,12.54
31,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[4603] python3.8,"   25,    1,    1","  128,    1,    1","4,858",0,360.81,0.31,"7,680",1.85,128,25,0.63
32,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[4603] python3.8,"  784,    4,    1","  128,    1,    1","973,891",0.72,"481,066.28",2.37,"77,421,568",1.36,128,"3,136",40.42
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,144",0,18.81,0.05,65,1.13,64,1,0.01
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","782,399",0.58,"382,560.25",0.91,"23,714,304",1.36,512,256,12.52
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[4603] python3.8,"100352,    1,    1","   64,    1,    1","750,916",0.56,"372,220.18",0.18,"4,616,192",1.34,64,"100,352",3.94
36,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"100352,    1,    1","   64,    1,    1","510,185",0.38,"252,917.85",0.33,"5,619,712",1.35,64,"100,352",4.64
37,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[4603] python3.8,"   25,    1,    1","  128,    1,    1","2,902",0,359.96,0.31,"7,680",0.8,128,25,1.06
38,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[4603] python3.8,"  784,    1,    1","  128,    1,    1","856,883",0.63,"410,688.66",2.35,"65,642,752",1.36,128,784,44.76
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,155",0,18.9,0.05,65,1.09,64,1,0.01
40,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"   64,    1,    1","  512,    1,    1","198,752",0.15,"93,037.34",0.94,"5,928,576",1.34,512,64,12.34
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"25088,    1,    1","   64,    1,    1","123,642",0.1,"60,374.49",0.34,"1,404,928",1.28,64,"25,088",4.8
42,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","117,374",0.08,"52,952.79",1.27,"4,571,136",1.38,512,256,22.47
43,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","83,167",0.07,"35,598.07",0.98,"2,361,344",1.23,512,128,15.73
44,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","184,770",0.14,"89,097.90",1.67,"10,105,344",1.34,64,"1,088",28.72
45,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","88,166",0.07,"40,481.69",0.85,"2,338,816",1.28,512,128,14.28
46,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","88,091",0.06,"35,928.31",0.97,"2,361,344",1.36,512,128,14.84
47,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,690",0.14,"89,116.15",1.67,"10,105,344",1.34,64,"1,088",28.57
48,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","90,385",0.07,"41,022.76",0.84,"2,338,816",1.29,512,128,13.93
49,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","85,954",0.06,"34,978.79",0.99,"2,353,152",1.35,512,128,15.15
50,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","186,089",0.14,"89,235.72",1.67,"10,105,344",1.37,64,"1,088",28.47
51,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","90,310",0.06,"37,931.96",0.89,"2,285,568",1.39,512,128,13.67
52,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","82,291",0.06,"36,091.16",0.96,"2,353,152",1.31,512,128,15.82
53,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,660",0.14,"89,261.91",1.66,"10,105,344",1.35,64,"1,088",28.56
54,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","88,932",0.06,"37,973.91",0.89,"2,285,568",1.37,512,128,13.89
55,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,151",0,18.79,0.05,65,0.76,64,1,0.01
56,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"   64,    1,    1","  512,    1,    1","198,239",0.15,"93,033.53",0.94,"5,928,576",1.32,512,64,12.37
57,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"25088,    1,    1","   64,    1,    1","129,681",0.09,"60,426.94",0.34,"1,404,928",1.36,64,"25,088",4.57
58,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[4603] python3.8,"   25,    1,    1","  128,    1,    1","2,904",0,359.13,0.31,"7,680",1.09,128,25,1.06
59,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[4603] python3.8,"  784,    4,    1","  128,    1,    1","973,301",0.71,"480,773.49",2.37,"77,421,568",1.36,128,"3,136",40.48
60,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,152",0,18.75,0.05,65,1.12,64,1,0.01
61,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","783,706",0.58,"380,893.96",0.92,"23,714,304",1.35,512,256,12.52
62,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AddFunctor<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",[4603] python3.8,"100352,    1,    1","   64,    1,    1","759,896",0.55,"373,298.72",0.18,"4,616,192",1.37,64,"100,352",3.9
63,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"100352,    1,    1","   64,    1,    1","508,258",0.38,"252,265.82",0.33,"5,619,712",1.33,64,"100,352",4.66
64,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[4603] python3.8,"   25,    1,    1","  128,    1,    1","2,903",0,360.49,0.31,"7,680",0.79,128,25,1.06
65,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[4603] python3.8,"  784,    1,    1","  128,    1,    1","853,809",0.63,"410,678.78",2.35,"65,642,752",1.35,128,784,44.94
66,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"    1,    1,    1","   64,    1,    1","3,346",0,20.53,0.05,65,1.19,64,1,0.01
67,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[4603] python3.8,"   64,    1,    1","  512,    1,    1","197,555",0.15,"93,457.93",0.93,"5,928,576",1.31,512,64,12.42
68,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[4603] python3.8,"25088,    1,    1","   64,    1,    1","124,439",0.1,"60,634.32",0.34,"1,404,928",1.28,64,"25,088",4.76
69,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)1, (bool)1>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  256,    1,    1","  512,    1,    1","117,331",0.09,"52,962.19",1.27,"4,571,136",1.38,512,256,22.47
70,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","83,874",0.06,"36,973.35",0.94,"2,361,344",1.29,512,128,15.59
71,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","184,910",0.14,"89,105.28",1.67,"10,105,344",1.35,64,"1,088",28.68
72,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","89,164",0.07,"40,581.71",0.85,"2,338,816",1.31,512,128,14.13
73,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","83,631",0.06,"36,973.13",0.94,"2,361,344",1.3,512,128,15.65
74,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,877",0.14,"89,066.15",1.67,"10,105,344",1.35,64,"1,088",28.55
75,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","94,830",0.07,"41,012.07",0.84,"2,338,816",1.37,512,128,13.27
76,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","81,465",0.06,"35,330.76",0.98,"2,353,152",1.29,512,128,15.99
77,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","186,056",0.14,"89,172.26",1.67,"10,105,344",1.36,64,"1,088",28.51
78,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","86,653",0.07,"37,932.32",0.89,"2,285,568",1.32,512,128,14.25
79,fft2d_r2c_32x32,"void fft2d_r2c_32x32<float, (bool)0, (unsigned int)0, (bool)0>(float2 *, const T1 *, int, int, int, int, int, int, int, int, int, cudnn::reduced_divisor, bool, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","82,663",0.06,"35,272.09",0.98,"2,353,152",1.31,512,128,15.76
80,volta_gcgemm_32x32_nt,volta_gcgemm_32x32_nt,[4603] python3.8,"    2,    1,  544","   64,    1,    1","185,294",0.14,"89,254.82",1.66,"10,105,344",1.34,64,"1,088",28.57
81,fft2d_c2r_32x32,"void fft2d_c2r_32x32<float, (bool)0, (bool)0, (unsigned int)0, (bool)0, (bool)0>(T1 *, const float2 *, int, int, int, int, int, int, int, int, int, float, float, cudnn::reduced_divisor, bool, T1 *, T1 *, int2, int, int)",[4603] python3.8,"  128,    1,    1","  512,    1,    1","84,668",0.07,"37,946.19",0.89,"2,285,568",1.29,512,128,14.59
