ID,Function Name,Demangled Name,Process,Grid Size,Block Size,gpc__cycles_elapsed.max [cycle],gpu__time_duration.sum [msecond],sm__cycles_active.avg [cycle],sm__inst_executed.avg.per_cycle_active [inst/cycle],smsp__inst_executed.sum [inst],gpc__cycles_elapsed.avg.per_second [cycle/nsecond],launch__block_size,launch__grid_size,sm__throughput.avg.pct_of_peak_sustained_elapsed [%],l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/second],l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/second],lts__t_requests_srcunit_tex_op_read.sum [request],lts__t_requests_srcunit_tex_op_write.sum [request],lts__t_requests.sum [request],lts__t_sectors_srcunit_tex_op_read.sum [sector],lts__t_sectors_srcunit_tex_op_write.sum [sector],lts__t_sectors_lookup_hit.sum [sector],lts__t_sectors_lookup_miss.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector],dram__bytes_read.sum.pct_of_peak_sustained_elapsed [%],dram__bytes_write.sum.pct_of_peak_sustained_elapsed [%],dram__sectors_read.sum [sector],dram__sectors_write.sum [sector]
10,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32425] python3.8,"  196,    2,    1","  128,    1,    1","688,085",0.51,"60,122.69",2.37,"9,677,696",1.36,128,392,7.12,18.34,36.27,12.85,25.40,"266,493","100,352","384,019","572,418","401,408","573,706","432,616","170,550","402,824","426,961","315,370",4.16,3.07,"426,961","315,370"
11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,130",0.00,19.54,0.05,65,0.75,64,1,0.01,0.00,0.01,0.00,0.01,1,1,364,1,1,467,120,0,2,102,0,0.22,0,102,0
12,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  128,    1,    1","  512,    1,    1","432,782",0.32,"36,428.26",1.34,"3,307,776",1.37,512,128,3.05,25.70,81.33,12.86,40.70,"201,081","100,864","308,531","803,193","401,920","805,146","414,717","401,760","401,488","419,077","394,786",6.49,6.11,"419,077","394,786"
13,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"12544,    1,    1","   64,    1,    1","190,671",0.14,"16,724.97",0.62,"702,464",1.34,64,"12,544",1.55,12.85,90.06,12.85,90.06,"100,352","100,352","201,245","401,408","401,408","402,614","408,884",0,"401,408","406,778","312,373",14.29,10.97,"406,778","312,373"
14,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[32425] python3.8,"    1,   32,    1","   32,    4,    1","8,285",0.01,504.43,1.31,"45,056",1.27,128,32,2.05,0.16,25.32,0.26,40.35,"3,269","2,048","5,555","5,139","8,192","10,515","5,036","1,687","4,608","4,852",0,3.92,0,"4,852",0
15,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[32425] python3.8,"    8,    7,    4","  256,    1,    1","2,076,204",1.52,"179,315.65",1.69,"20,602,624",1.37,256,224,5.63,87.69,57.70,3.21,2.11,"884,736","68,096","1,004,149","2,740,224","100,352","2,086,161","1,045,181","1,984,928","985,460","1,084,815","94,798",3.50,0.31,"1,084,815","94,798"
16,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32425] python3.8,"   12,    2,    1","  512,    1,    1","330,503",0.25,"28,524.90",1.95,"3,785,856",1.32,512,24,4.21,9.63,38.57,9.63,38.57,"75,264","75,264","160,152","301,056","301,056","304,135","308,685",0,"301,056","316,847","220,440",6.42,4.47,"316,847","220,440"
17,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,139",0.00,18.71,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,158,1,1,430,14,0,2,190,12,0.40,0.03,190,12
18,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"   96,    1,    1","  512,    1,    1","316,360",0.23,"26,937.51",1.35,"2,480,832",1.36,512,96,3.13,19.28,82.64,9.65,41.36,"150,812","75,648","231,931","602,396","301,440","604,099","303,981","301,296","301,104","302,777","289,410",6.41,6.13,"302,777","289,410"
19,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8," 9408,    1,    1","   64,    1,    1","141,263",0.11,"12,260.19",0.63,"526,848",1.31,64,"9,408",1.57,9.63,89.57,9.63,89.57,"75,264","75,264","152,676","301,056","301,056","302,232","303,356",0,"301,056","317,766","212,605",15.07,10.08,"317,766","212,605"
20,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32425] python3.8,"   25,    1,    1","  128,    1,    1","3,174",0.00,109.15,1.03,"7,680",0.95,128,25,0.96,0,0,0.02,5.92,0,176,604,0,616,"1,172",73,0,0,1,0,0.00,0,1,0
21,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32425] python3.8,"  196,    2,    1","  128,    1,    1","956,517",0.70,"83,252.37",2.39,"13,534,976",1.37,128,392,7.59,28.38,40.54,12.85,18.35,"429,883","100,352","543,083","886,295","401,408","686,592","693,066","283,881","604,040","634,920","324,194",4.45,2.27,"634,920","324,194"
22,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","4,146",0.00,18.57,0.05,65,1.46,64,1,0.01,0.00,0.01,0.00,0.01,1,1,164,1,1,446,158,0,2,"1,350",0,2.19,0,"1,350",0
23,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  128,    1,    1","  512,    1,    1","421,705",0.32,"36,712.18",1.33,"3,307,776",1.32,512,128,3.13,25.70,80.64,12.86,40.35,"201,084","100,864","336,436","803,196","401,920","805,094","405,289","401,756","401,472","418,743","322,505",6.65,5.12,"418,743","322,505"
24,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"12544,    1,    1","   64,    1,    1","188,367",0.14,"16,559.57",0.62,"702,464",1.32,64,"12,544",1.57,12.85,89.70,12.85,89.70,"100,352","100,352","201,189","401,408","401,408","402,547","410,756",0,"401,408","403,640","312,523",14.35,11.11,"403,640","312,523"
25,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[32425] python3.8,"    1,   32,    1","   32,    4,    1","8,300",0.01,498.44,1.33,"45,056",1.25,128,32,2.04,0.16,24.81,0.26,39.57,"3,113","2,048","6,795","5,144","8,192","12,424","4,612","1,837","4,608","9,420",0,7.59,0,"9,420",0
26,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[32425] python3.8,"    8,    7,    4","  256,    1,    1","2,075,479",1.52,"179,368.84",1.69,"20,602,624",1.36,256,224,5.63,87.69,57.59,3.21,2.11,"884,736","68,096","988,173","2,740,224","100,352","2,086,569","1,038,715","1,985,185","984,564","1,033,861","94,015",3.34,0.30,"1,033,861","94,015"
27,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32425] python3.8,"   12,    3,    1","  512,    1,    1","438,703",0.33,"38,256.79",1.94,"5,051,584",1.35,512,36,4.23,12.85,39.38,12.85,39.38,"100,352","100,352","211,057","401,408","401,408","402,717","408,123",0,"401,408","501,245","399,908",7.65,6.11,"501,245","399,908"
28,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","4,143",0.00,18.75,0.05,65,1.44,64,1,0.01,0.00,0.01,0.00,0.01,1,1,161,1,1,446,94,0,2,38,0,0.06,0,38,0
29,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  128,    1,    1","  512,    1,    1","428,082",0.32,"36,417.49",1.34,"3,307,776",1.34,512,128,3.09,25.70,80.68,12.86,40.37,"201,084","100,864","311,517","803,196","401,920","807,698","428,709","401,760","401,472","406,617","319,278",6.36,5.00,"406,617","319,278"
30,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"12544,    1,    1","   64,    1,    1","190,003",0.14,"16,600.72",0.62,"702,464",1.35,64,"12,544",1.55,12.85,91.54,12.85,91.54,"100,352","100,352","202,812","401,408","401,408","402,502","404,636",0,"401,408","403,572","389,872",14.23,13.74,"403,572","389,872"
31,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32425] python3.8,"   25,    1,    1","  128,    1,    1","3,171",0.00,103.19,1.09,"7,680",0.95,128,25,0.97,0,0,0.02,5.93,0,175,391,0,616,"1,134",91,0,0,89,0,0.19,0,89,0
32,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32425] python3.8,"  196,    2,    1","  128,    1,    1","1,223,035",0.90,"106,871.29",2.39,"17,392,256",1.36,128,392,7.87,38.15,42.40,12.85,14.28,"585,513","100,352","713,471","1,192,372","401,408","790,168","925,734","388,047","805,256","833,040","411,778",4.56,2.26,"833,040","411,778"
33,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,153",0.00,18.65,0.05,65,1.12,64,1,0.01,0.00,0.01,0.00,0.01,1,1,202,1,1,438,182,0,2,70,0,0.15,0,70,0
34,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  128,    1,    1","  512,    1,    1","423,665",0.32,"36,578.09",1.33,"3,307,776",1.34,512,128,3.12,25.70,81.35,12.86,40.71,"201,088","100,864","310,658","803,200","401,920","804,886","412,035","401,752","401,472","504,867","397,534",7.98,6.28,"504,867","397,534"
35,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"12544,    1,    1","   64,    1,    1","187,796",0.15,"17,004.25",0.61,"702,464",1.29,64,"12,544",1.57,12.85,88.45,12.85,88.45,"100,352","100,352","204,249","401,408","401,408","402,528","401,702",0,"401,408","401,696","312,389",14.33,11.14,"401,696","312,389"
36,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[32425] python3.8,"    1,   32,    1","   32,    4,    1","8,304",0.01,495.12,1.34,"45,056",1.27,128,32,2.04,0.16,25.25,0.26,40.16,"3,026","2,048","5,610","5,167","8,192","10,400","4,612","1,704","4,608","4,612",0,3.73,0,"4,612",0
37,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[32425] python3.8,"    8,    7,    4","  256,    1,    1","2,076,855",1.53,"179,491.40",1.69,"20,602,624",1.36,256,224,5.63,87.69,57.50,3.21,2.11,"884,736","68,096","1,001,840","2,740,224","100,352","2,091,514","1,029,867","1,985,146","985,054","1,043,773","166,495",3.37,0.54,"1,043,773","166,495"
38,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32425] python3.8,"   12,    4,    1","  512,    1,    1","548,576",0.41,"47,937.50",1.94,"6,317,312",1.34,512,48,4.23,16.06,39.26,16.06,39.26,"125,440","125,440","257,610","501,760","501,760","502,912","533,335",0,"501,760","527,707","420,148",6.44,5.13,"527,707","420,148"
39,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,143",0.00,18.94,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,156,1,1,446,126,0,2,182,12,0.39,0.03,182,12
40,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  160,    1,    1","  512,    1,    1","530,418",0.39,"46,080.37",1.32,"4,134,720",1.36,512,160,3.11,32.13,82.26,16.08,41.16,"251,336","126,080","427,881","1,003,976","502,400","1,005,720","531,953","502,056","502,032","625,641","426,488",7.90,5.39,"625,641","426,488"
41,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"15680,    1,    1","   64,    1,    1","240,937",0.18,"20,886.62",0.62,"878,080",1.35,64,"15,680",1.53,16.06,90.21,16.06,90.21,"125,440","125,440","253,385","501,760","501,760","502,966","501,954",0,"501,760","532,678","412,933",14.81,11.48,"532,678","412,933"
42,computeOffsetsKernel,cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams),[32425] python3.8,"   25,    1,    1","  128,    1,    1","3,162",0.00,102.63,1.10,"7,680",0.82,128,25,0.97,0,0,0.02,5.10,0,175,591,0,617,"2,483",115,0,0,177,0,0.38,0,177,0
43,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32425] python3.8,"  196,    2,    1","  128,    1,    1","1,490,188",1.10,"130,304.12",2.40,"21,249,536",1.36,128,392,8.04,48.04,43.87,12.85,11.73,"744,166","100,352","904,617","1,501,523","401,408","898,972","1,160,084","496,345","1,006,472","1,077,316","344,091",4.84,1.55,"1,077,316","344,091"
44,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,142",0.00,18.97,0.05,65,1.10,64,1,0.01,0.00,0.01,0.00,0.01,1,1,178,1,1,446,88,0,2,102,0,0.22,0,102,0
45,bn_fw_tr_1C11_kernel_NCHW,"void cudnn::detail::bn_fw_tr_1C11_kernel_NCHW<float, float, (int)512, (bool)1, (int)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)",[32425] python3.8,"  128,    1,    1","  512,    1,    1","425,631",0.32,"36,679.12",1.33,"3,307,776",1.35,512,128,3.10,25.70,81.28,12.86,40.67,"201,080","100,864","305,391","803,192","401,920","804,900","420,871","401,756","401,472","410,743","319,591",6.46,5.03,"410,743","319,591"
46,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::clamp_min_scalar_kernel_impl(at::TensorIterator &, c10::Scalar)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"12544,    1,    1","   64,    1,    1","187,877",0.14,"16,356.46",0.63,"702,464",1.32,64,"12,544",1.57,12.85,90.49,12.85,90.49,"100,352","100,352","203,298","401,408","401,408","402,418","401,616",0,"401,408","413,640","312,379",14.74,11.13,"413,640","312,379"
47,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[32425] python3.8,"    1,   32,    1","   32,    4,    1","8,278",0.01,495.81,1.34,"45,056",1.25,128,32,2.05,0.16,24.89,0.26,39.77,"3,199","2,048","5,698","5,161","8,192","10,471","5,188","1,723","4,608","4,830",0,3.92,0,"4,830",0
48,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1,[32425] python3.8,"    8,    7,    4","  256,    1,    1","2,074,813",1.52,"179,409.29",1.69,"20,602,624",1.36,256,224,5.63,87.69,57.61,3.21,2.11,"884,736","68,096","954,997","2,740,224","100,352","2,087,614","1,071,441","1,985,035","984,602","1,051,577","93,918",3.39,0.30,"1,051,577","93,918"
49,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32425] python3.8,"   12,    5,    1","  512,    1,    1","664,425",0.49,"57,932.63",1.92,"7,583,040",1.35,512,60,4.20,19.27,39.11,19.27,39.11,"150,528","150,528","309,971","602,112","602,112","603,235","634,955",0,"602,112","626,509","520,852",6.32,5.25,"626,509","520,852"
50,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32425] python3.8,"    1,    1,    1","   64,    1,    1","3,161",0.00,18.99,0.05,65,1.11,64,1,0.01,0.00,0.01,0.00,0.01,1,1,316,1,1,446,64,0,2,102,0,0.21,0,102,0
